Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Robin Schouten,0.0,0.0,1.85,1.48,0.04,1.11,0.0,0.48,0.22,38.96,77.95,9.11,50.59,1.07,45.0,52.75,0.7,27.0,2.0,2.0,Holanda Eerste Divisie,4.0
Robin Van der Meer,0.0,0.0,0.87,1.48,0.0,4.48,0.0,0.26,0.0,46.57,81.51,2.78,59.4,1.0,75.34,72.65,0.39,23.0,2.0,2.0,Holanda Eerste Divisie,4.0
Olivier Aertssen,0.03,0.0,1.44,1.14,0.0,3.78,0.0,0.47,0.03,69.47,88.6,7.25,58.38,1.47,53.03,60.09,0.5,36.0,1.0,2.0,Holanda Eerste Divisie,4.0
Boyd Lucassen,0.05,0.0,3.32,1.32,0.0,1.16,0.0,1.92,0.14,35.97,69.05,8.62,43.67,1.05,45.16,54.07,1.19,37.0,2.0,2.0,Holanda Eerste Divisie,4.0
Matteo Waem,0.03,0.03,1.62,1.91,0.0,3.82,0.03,0.35,0.03,50.68,83.87,2.94,55.13,1.56,54.72,58.71,0.88,34.0,1.0,2.0,Holanda Eerste Divisie,4.0
Denzel Hall,0.03,0.0,2.0,2.25,0.0,2.38,0.0,0.22,0.06,41.13,83.59,5.31,57.81,1.38,54.76,63.93,0.81,32.0,1.0,2.0,Holanda Eerste Divisie,4.0
Ruben Roosken,0.03,0.0,2.54,1.73,0.03,1.22,0.0,1.0,0.08,32.54,78.9,6.24,46.43,0.84,75.0,60.55,0.84,37.0,1.0,2.0,Holanda Eerste Divisie,4.0
Emmanuel van de Blaak,0.0,0.0,2.33,1.17,0.0,2.75,0.0,0.5,0.0,43.0,84.3,1.92,53.33,0.83,38.24,55.42,0.5,12.0,1.0,2.0,Holanda Eerste Divisie,4.0
Mawouna Amevor,0.14,0.06,1.19,1.53,0.03,5.14,0.03,0.39,0.08,43.31,78.06,3.53,52.79,1.08,68.13,57.88,1.14,36.0,3.0,2.0,Holanda Eerste Divisie,4.0
Donny Warmerdam,0.14,0.06,1.61,1.19,0.03,3.19,0.0,0.56,0.0,86.67,90.06,10.86,57.09,1.5,36.94,48.08,0.81,36.0,1.0,2.0,Holanda Eerste Divisie,4.0
Simon Janssen,0.03,0.0,2.42,1.47,0.0,1.42,0.0,0.81,0.11,46.31,79.36,7.5,49.79,1.14,56.82,59.7,0.72,36.0,1.0,2.0,Holanda Eerste Divisie,4.0
Cuco Martina,0.2,0.0,1.13,1.2,0.0,4.13,0.0,0.4,0.0,48.33,84.55,4.67,60.0,1.27,52.0,50.77,0.47,15.0,3.0,2.0,Holanda Eerste Divisie,4.0
Bryan Van Hove,0.04,0.0,3.74,1.81,0.07,1.15,0.0,0.78,0.04,36.85,74.87,6.07,41.13,1.3,48.0,63.75,0.96,27.0,1.0,2.0,Holanda Eerste Divisie,4.0
Toine Van Huizen,0.0,0.0,1.11,1.44,0.0,4.26,0.04,0.33,0.0,42.44,80.28,2.26,52.34,1.15,56.86,58.39,0.89,27.0,3.0,2.0,Holanda Eerste Divisie,4.0
Rein Van Helden,0.06,0.03,1.45,2.3,0.03,3.58,0.0,0.52,0.0,51.27,82.39,1.94,46.37,1.18,46.55,51.93,0.82,33.0,1.0,2.0,Holanda Eerste Divisie,4.0
Erik Schouten,0.06,0.03,1.24,1.58,0.0,2.91,0.0,0.48,0.0,61.33,82.36,4.45,47.31,0.7,52.68,55.56,0.64,33.0,3.0,2.0,Holanda Eerste Divisie,4.0
Sven Sonnenberg,0.03,0.03,0.88,1.09,0.0,2.09,0.0,0.33,0.03,45.27,88.02,3.03,61.6,0.73,53.85,55.83,0.52,33.0,1.0,2.0,Holanda Eerste Divisie,4.0
Nils Röseler,0.03,0.03,0.87,1.27,0.1,3.17,0.03,0.37,0.0,72.73,85.24,5.77,61.16,1.33,65.66,61.88,0.73,30.0,3.0,2.0,Holanda Eerste Divisie,4.0
Leeroy Owusu,0.05,0.0,1.29,0.45,0.0,1.21,0.0,0.26,0.24,46.26,74.29,10.34,43.29,0.87,47.17,50.7,0.26,38.0,2.0,2.0,Holanda Eerste Divisie,4.0
Theo Barbet,0.0,0.0,0.74,1.41,0.03,3.41,0.0,0.29,0.0,58.21,84.99,3.71,52.92,0.79,57.58,56.35,1.06,34.0,1.0,2.0,Holanda Eerste Divisie,4.0
Tyrese Asante,0.09,0.09,1.32,1.5,0.09,2.62,0.0,0.24,0.0,47.56,84.23,2.56,54.41,1.29,60.18,57.93,1.15,34.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jordy Tutuarima,0.05,0.0,0.74,0.63,0.0,0.32,0.0,0.21,0.11,23.53,76.96,6.89,53.19,0.58,53.33,55.29,0.68,19.0,2.0,2.0,Holanda Eerste Divisie,4.0
Damian van Bruggen,0.03,0.03,0.97,1.54,0.0,3.19,0.03,0.24,0.05,51.54,84.69,3.81,54.76,0.89,51.16,51.53,0.95,37.0,2.0,2.0,Holanda Eerste Divisie,4.0
Bram van Polen,0.03,0.0,1.06,1.42,0.03,1.39,0.0,0.36,0.06,57.11,86.82,9.86,61.85,0.97,53.54,53.24,1.03,36.0,3.0,2.0,Holanda Eerste Divisie,4.0
Boy Kemper,0.08,0.08,1.32,1.96,0.0,1.72,0.08,0.44,0.16,34.92,72.51,5.44,50.0,1.32,51.72,52.58,1.16,25.0,1.0,2.0,Holanda Eerste Divisie,4.0
Thomas Oude Kotte,0.0,0.0,1.33,1.91,0.0,2.97,0.06,0.48,0.03,53.06,79.1,6.42,49.55,1.21,72.09,62.5,0.7,33.0,2.0,2.0,Holanda Eerste Divisie,4.0
Rick Meissen,0.0,0.0,1.63,1.63,0.0,3.58,0.0,0.26,0.05,55.89,83.71,4.21,53.74,1.47,56.52,59.14,1.05,19.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jonathan Mulder,0.03,0.0,1.69,0.86,0.0,1.21,0.0,0.79,0.1,21.9,74.49,4.28,46.3,0.59,54.55,51.91,0.52,29.0,1.0,2.0,Holanda Eerste Divisie,4.0
Sem Dekkers,0.06,0.0,2.22,1.06,0.0,1.17,0.0,0.67,0.06,33.72,83.53,6.83,65.22,0.89,44.44,52.76,1.28,18.0,1.0,2.0,Holanda Eerste Divisie,4.0
Lucas Woudenberg,0.06,0.0,1.94,1.06,0.03,1.19,0.0,0.56,0.11,34.75,75.54,7.0,38.54,0.86,53.06,51.6,1.03,36.0,2.0,2.0,Holanda Eerste Divisie,4.0
Joey Jacobs,0.06,0.06,1.41,0.94,0.0,2.94,0.0,0.06,0.0,34.53,80.58,2.94,54.46,0.82,47.06,56.79,0.65,17.0,1.0,2.0,Holanda Eerste Divisie,4.0
Tom Beugelsdijk,0.0,0.0,1.38,2.38,0.0,3.92,0.0,0.77,0.0,41.92,85.5,2.46,68.32,1.31,62.96,52.33,1.15,13.0,3.0,2.0,Holanda Eerste Divisie,4.0
Jarno Janssen,0.0,0.0,1.62,1.33,0.0,2.9,0.0,0.29,0.0,28.48,79.1,1.81,40.91,0.81,51.06,63.46,0.43,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Roshon van Eijma,0.06,0.06,1.09,1.45,0.03,4.36,0.0,0.18,0.03,37.67,83.51,2.33,49.44,1.61,51.81,53.27,1.09,33.0,2.0,2.0,Holanda Eerste Divisie,4.0
Tristan Dekker,0.09,0.0,1.35,1.0,0.0,1.04,0.0,0.13,0.0,27.83,79.53,5.43,49.12,0.52,68.0,57.33,0.61,23.0,2.0,2.0,Holanda Eerste Divisie,4.0
Guus Joppen,0.06,0.0,1.13,1.19,0.0,3.03,0.0,0.48,0.0,49.58,86.73,3.35,63.49,1.19,57.39,54.31,0.74,31.0,3.0,2.0,Holanda Eerste Divisie,4.0
Daryl Werker,0.0,0.0,0.94,1.94,0.06,4.0,0.0,0.56,0.0,28.44,78.46,1.38,53.62,1.19,61.76,56.14,0.94,16.0,2.0,2.0,Holanda Eerste Divisie,4.0
Teun van Grunsven,0.08,0.0,1.32,1.32,0.04,3.92,0.0,0.56,0.0,41.76,83.05,2.72,54.27,1.32,64.91,58.78,0.56,25.0,1.0,2.0,Holanda Eerste Divisie,4.0
Bram Van Vlerken,0.06,0.0,1.88,1.31,0.0,2.03,0.0,0.81,0.13,44.03,76.15,7.53,52.24,1.19,53.03,48.97,1.41,32.0,2.0,2.0,Holanda Eerste Divisie,4.0
Boyd Reith,0.03,0.0,2.2,1.11,0.03,1.34,0.0,0.74,0.06,51.29,79.78,9.46,52.98,1.14,62.5,54.42,1.26,35.0,1.0,2.0,Holanda Eerste Divisie,4.0
Yannick Leliendal,0.03,0.0,2.26,1.68,0.0,1.58,0.03,0.58,0.06,33.32,80.35,6.61,50.65,1.32,44.44,60.36,0.29,31.0,1.0,2.0,Holanda Eerste Divisie,4.0
Thomas Poll,0.08,0.04,1.72,0.6,0.0,1.04,0.0,0.28,0.0,24.8,71.61,4.4,38.46,0.56,57.14,55.63,1.04,25.0,1.0,2.0,Holanda Eerste Divisie,4.0
Anselmo Garcia McNulty,0.0,0.0,2.53,1.28,0.0,3.06,0.0,1.03,0.0,49.84,78.18,4.44,48.1,1.34,52.75,59.12,0.81,32.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jorrel Hato,0.08,0.0,1.85,0.62,0.0,1.46,0.0,0.77,0.08,54.46,87.01,9.38,49.15,1.08,50.0,51.72,0.62,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Tijs Velthuis,0.04,0.04,0.89,0.93,0.04,2.82,0.0,0.39,0.0,52.0,87.71,3.71,61.93,1.54,42.86,49.31,0.29,28.0,1.0,2.0,Holanda Eerste Divisie,4.0
Christopher Mamengi,0.07,0.04,1.07,1.21,0.07,2.36,0.0,0.18,0.0,36.96,86.38,2.36,61.82,1.25,54.35,59.38,0.79,28.0,1.0,2.0,Holanda Eerste Divisie,4.0
Manel Royo,0.03,0.0,1.52,0.97,0.0,1.39,0.0,0.61,0.09,45.45,78.2,7.91,43.49,0.85,66.67,56.5,1.0,33.0,2.0,2.0,Holanda Eerste Divisie,4.0
Mitch Apau,0.03,0.03,0.92,0.84,0.03,1.76,0.0,0.11,0.03,41.26,81.63,3.63,47.16,1.16,64.44,67.39,0.79,38.0,3.0,2.0,Holanda Eerste Divisie,4.0
Mateja Milovanović,0.0,0.0,1.42,0.58,0.0,0.83,0.0,0.25,0.0,43.58,90.06,10.42,58.33,0.83,41.67,56.45,0.58,12.0,1.0,2.0,Holanda Eerste Divisie,4.0
Xandro Schenk,0.0,0.0,0.75,0.35,0.0,2.0,0.0,0.2,0.0,34.2,86.55,2.05,51.38,0.9,51.61,54.84,0.3,20.0,2.0,2.0,Holanda Eerste Divisie,4.0
Xander Lambrix,0.0,0.0,1.25,1.33,0.08,2.58,0.0,0.33,0.0,48.58,79.59,5.88,42.27,0.96,57.53,57.86,0.92,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Clint Essers,0.05,0.0,2.25,1.05,0.0,2.15,0.0,0.65,0.05,35.65,71.39,5.2,43.84,1.4,61.29,60.43,1.05,20.0,2.0,2.0,Holanda Eerste Divisie,4.0
Livano Comenencia,0.03,0.0,2.48,1.73,0.0,2.58,0.0,0.82,0.06,41.15,80.56,4.36,45.36,1.3,53.85,56.23,0.79,33.0,1.0,2.0,Holanda Eerste Divisie,4.0
Amir Absalem,0.0,0.0,2.25,1.94,0.0,1.13,0.0,0.75,0.06,35.81,75.22,7.88,35.9,1.06,66.67,57.04,1.19,16.0,2.0,2.0,Holanda Eerste Divisie,4.0
Loek Postma,0.0,0.0,1.64,1.05,0.05,2.14,0.0,0.23,0.05,44.18,85.29,2.09,43.86,0.95,41.94,61.15,0.82,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Ilounga Pata,0.04,0.0,2.29,2.33,0.08,2.13,0.0,0.92,0.08,26.33,75.0,5.38,44.95,1.46,48.57,55.29,0.67,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Joshua Rawlins,0.0,0.0,1.83,1.46,0.0,2.0,0.04,0.75,0.08,31.21,76.1,3.92,53.61,1.17,52.17,60.14,0.46,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Sam Kersten,0.0,0.0,1.32,0.79,0.0,0.84,0.0,0.47,0.0,33.0,87.56,4.63,57.63,0.58,58.62,54.12,0.74,19.0,2.0,2.0,Holanda Eerste Divisie,4.0
Rodrigo Rêgo,0.0,0.0,1.33,0.87,0.0,1.13,0.0,0.33,0.07,15.47,76.29,1.67,52.38,0.53,78.57,67.74,0.4,15.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jurre van Aken,0.1,0.0,3.14,1.38,0.0,1.48,0.0,0.86,0.1,30.29,72.48,3.9,39.39,1.0,55.17,57.69,0.81,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Robin Lathouwers,0.09,0.0,1.65,0.88,0.0,1.35,0.0,0.21,0.0,31.18,77.08,5.12,45.61,0.94,44.19,59.66,0.5,34.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jan Lammers,0.0,0.0,0.82,0.53,0.06,1.94,0.06,0.18,0.0,39.18,90.09,1.76,68.12,0.82,68.42,64.29,0.59,17.0,2.0,2.0,Holanda Eerste Divisie,4.0
Terrence Douglas,0.03,0.03,1.57,1.53,0.0,1.8,0.0,0.63,0.07,38.97,78.36,7.17,50.0,1.27,60.0,50.51,1.1,30.0,1.0,2.0,Holanda Eerste Divisie,4.0
Lorenzo Pique,0.0,0.0,2.0,1.61,0.0,3.58,0.0,0.42,0.03,39.33,72.03,4.12,37.62,1.7,52.5,67.86,0.45,33.0,3.0,2.0,Holanda Eerste Divisie,4.0
Bartłomiej Smolarczyk,0.0,0.0,1.46,1.38,0.0,2.23,0.0,0.23,0.0,28.23,79.02,1.69,46.43,1.0,57.14,59.65,0.69,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Ted Van de Pavert,0.04,0.04,0.43,0.26,0.0,1.39,0.04,0.13,0.0,35.13,86.14,2.39,57.72,0.74,58.93,56.82,0.48,23.0,3.0,2.0,Holanda Eerste Divisie,4.0
Gabi Caschili,0.08,0.08,1.08,0.38,0.0,0.15,0.0,0.15,0.0,14.15,79.89,4.0,53.33,0.54,46.67,46.3,0.69,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Freek Heerkens,0.05,0.0,0.58,0.47,0.0,1.58,0.0,0.26,0.0,42.89,84.66,3.68,43.7,0.79,41.03,56.34,0.21,19.0,3.0,2.0,Holanda Eerste Divisie,4.0
Vincent Schippers,0.04,0.04,2.08,0.75,0.0,1.33,0.0,1.21,0.04,23.5,68.26,3.88,43.4,1.0,60.0,50.32,1.08,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Dennis Vos,0.0,0.0,0.67,1.33,0.0,2.86,0.05,0.24,0.0,53.76,86.27,2.62,50.0,1.29,51.72,48.62,0.86,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Dylan Ryan,0.0,0.0,0.53,1.13,0.0,2.6,0.0,0.27,0.0,26.87,78.66,0.93,45.45,1.2,59.46,56.25,0.4,15.0,1.0,2.0,Holanda Eerste Divisie,4.0
Ibane Bowat,0.0,0.0,1.06,2.0,0.0,3.94,0.0,0.19,0.0,49.06,75.41,2.81,39.51,1.75,62.26,60.95,0.88,16.0,1.0,2.0,Holanda Eerste Divisie,4.0
Rav van den Berg,0.0,0.0,0.88,1.12,0.0,1.82,0.0,0.41,0.0,30.88,81.52,2.06,43.18,0.53,57.14,55.06,0.65,17.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jop van den Avert,0.0,0.0,1.6,1.29,0.0,2.74,0.0,0.71,0.03,45.4,79.8,4.37,49.66,1.6,53.25,49.78,1.11,35.0,1.0,2.0,Holanda Eerste Divisie,4.0
Mees Kreekels,0.0,0.0,1.5,1.05,0.0,2.95,0.05,0.68,0.05,44.36,83.81,3.73,50.89,1.09,41.38,51.3,0.45,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Joeri Schroyen,0.06,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.06,4.39,68.35,1.17,0.0,0.06,0.0,29.17,0.17,18.0,3.0,2.0,Holanda Eerste Divisie,4.0
Tristan Gooijer,0.0,0.0,0.92,0.88,0.0,1.58,0.0,0.33,0.04,40.96,90.84,6.58,70.0,1.46,66.67,56.32,0.79,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Guillem Rodríguez,0.0,0.0,1.95,0.91,0.0,1.27,0.0,0.82,0.05,32.86,77.04,6.95,44.76,0.77,52.17,52.63,0.82,22.0,2.0,2.0,Holanda Eerste Divisie,4.0
Rik Mulders,0.03,0.0,2.59,1.79,0.03,2.0,0.0,1.32,0.12,33.88,78.47,6.06,45.5,1.41,50.0,55.94,0.76,34.0,1.0,2.0,Holanda Eerste Divisie,4.0
Gabriel Culhaci,0.0,0.0,1.41,0.95,0.0,1.14,0.0,0.41,0.09,23.59,69.75,4.36,33.33,0.82,40.91,53.54,0.64,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Rowan Besselink,0.0,0.0,1.43,1.81,0.0,2.1,0.0,0.62,0.0,30.1,77.06,2.43,53.55,1.29,41.67,51.28,0.57,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Navajo Bakboord,0.0,0.0,1.9,0.95,0.0,1.25,0.0,0.7,0.0,24.7,76.32,3.15,51.65,0.65,52.63,51.91,0.95,20.0,1.0,2.0,Holanda Eerste Divisie,4.0
Tim Zeegers,0.0,0.0,2.05,1.62,0.0,1.71,0.05,0.95,0.1,25.9,74.26,4.24,46.48,1.19,54.55,52.05,0.67,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Lars Schenk,0.0,0.0,2.42,1.68,0.0,1.79,0.0,0.47,0.0,34.32,74.85,3.89,43.3,1.26,34.38,53.59,1.47,19.0,1.0,2.0,Holanda Eerste Divisie,4.0
Misha Engel,0.03,0.03,1.16,1.0,0.0,2.81,0.0,0.44,0.06,41.31,77.08,4.59,43.42,1.03,30.0,44.87,0.66,32.0,1.0,2.0,Holanda Eerste Divisie,4.0
Mateo Leš,0.06,0.0,1.0,0.59,0.0,0.29,0.0,0.12,0.0,20.47,83.05,3.06,58.33,0.53,54.17,53.97,0.53,17.0,1.0,2.0,Holanda Eerste Divisie,4.0
Teun Bijleveld,0.04,0.0,1.33,0.52,0.0,0.85,0.0,0.56,0.04,36.11,80.82,6.11,48.63,1.07,40.0,52.45,0.56,27.0,2.0,2.0,Holanda Eerste Divisie,4.0
Fedde Leysen,0.06,0.03,1.63,0.88,0.0,2.84,0.06,0.72,0.0,47.09,80.16,3.94,46.27,1.34,58.02,53.3,1.0,32.0,1.0,2.0,Holanda Eerste Divisie,4.0
Matteo Dams,0.0,0.0,0.92,0.58,0.0,0.67,0.0,0.17,0.0,8.33,82.0,1.5,55.56,0.17,33.33,72.22,0.17,12.0,1.0,2.0,Holanda Eerste Divisie,4.0
Pieter Bogaers,0.0,0.0,1.36,1.14,0.0,2.14,0.0,0.41,0.05,30.59,75.19,3.95,50.38,0.82,64.41,55.78,1.05,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Rico Zeegers,0.0,0.0,1.29,0.67,0.0,2.67,0.0,0.29,0.0,24.24,80.35,1.29,36.96,0.86,41.94,52.08,0.81,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Elso Brito,0.04,0.0,2.14,1.14,0.0,1.29,0.0,0.93,0.14,27.64,74.42,4.36,31.9,1.39,46.15,47.57,1.29,28.0,2.0,2.0,Holanda Eerste Divisie,4.0
D'Leanu Arts,0.0,0.0,1.75,0.58,0.0,1.75,0.0,0.75,0.08,22.92,76.36,2.42,31.43,0.92,60.0,56.14,0.33,12.0,1.0,2.0,Holanda Eerste Divisie,4.0
Finn Stam,0.04,0.0,1.0,1.52,0.04,2.78,0.04,0.65,0.0,41.04,82.84,2.74,51.25,1.17,57.38,54.04,0.65,23.0,1.0,2.0,Holanda Eerste Divisie,4.0
Sem Dirks,0.0,0.0,0.5,1.29,0.0,2.93,0.0,0.21,0.0,31.07,81.38,2.14,39.47,0.79,38.71,43.08,0.71,14.0,1.0,2.0,Holanda Eerste Divisie,4.0
Leroy Labylle,0.0,0.0,1.64,1.29,0.04,1.21,0.0,0.61,0.0,39.18,81.4,5.79,48.44,1.25,39.66,49.17,0.43,28.0,3.0,2.0,Holanda Eerste Divisie,4.0
Trevor David,0.1,0.05,1.4,1.4,0.05,1.25,0.0,0.7,0.05,24.7,72.87,4.1,41.27,1.25,42.42,45.6,0.85,20.0,2.0,2.0,Holanda Eerste Divisie,4.0
Daijiro Chirino,0.03,0.0,0.9,0.6,0.0,0.83,0.0,0.33,0.03,20.17,80.66,4.63,40.38,0.5,52.78,46.32,0.5,30.0,1.0,2.0,Holanda Eerste Divisie,4.0
Milan Hilderink,0.0,0.0,0.76,0.92,0.04,2.48,0.0,0.2,0.0,18.16,78.19,0.56,42.86,0.76,68.0,65.17,0.44,25.0,1.0,2.0,Holanda Eerste Divisie,4.0
Diyae Jermoumi,0.05,0.0,1.45,0.55,0.0,0.86,0.0,0.27,0.05,27.36,86.54,4.18,53.13,0.91,27.27,59.52,0.27,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Joshua Mukeh,0.0,0.0,1.93,0.93,0.0,1.27,0.0,0.67,0.0,22.2,80.18,3.33,49.18,1.0,33.33,51.19,1.6,15.0,1.0,2.0,Holanda Eerste Divisie,4.0
Mauro Savastano,0.08,0.0,1.12,0.81,0.0,1.42,0.0,0.54,0.0,16.38,75.59,1.69,38.18,0.81,50.0,53.66,0.27,26.0,2.0,2.0,Holanda Eerste Divisie,4.0
Yael Liesdek,0.08,0.0,0.54,0.38,0.0,0.46,0.0,0.08,0.0,6.46,77.38,1.31,66.67,0.46,45.45,60.98,0.15,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Stan Maas,0.0,0.0,0.92,1.46,0.0,2.58,0.0,0.29,0.0,21.58,78.76,1.67,43.02,1.08,58.82,56.32,0.33,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Julliani Eersteling,0.05,0.0,1.76,0.9,0.0,2.19,0.0,0.52,0.05,28.05,74.53,5.24,43.48,1.33,41.38,43.6,1.52,21.0,1.0,2.0,Holanda Eerste Divisie,4.0
Fabio Di Michele Sanchez,0.0,0.0,1.38,1.31,0.0,2.23,0.08,0.92,0.15,37.69,71.84,5.77,44.76,1.46,31.82,42.53,0.54,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jorn van Hedel,0.0,0.0,1.05,0.77,0.0,1.09,0.0,0.32,0.0,16.27,72.07,2.32,36.49,0.55,38.1,56.96,0.32,22.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jozhua Vertrouwd,0.0,0.0,1.29,0.5,0.0,1.07,0.0,0.21,0.0,13.71,77.08,1.79,50.0,1.07,40.0,51.85,0.71,14.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jerailly Wielzen,0.0,0.0,1.31,0.85,0.08,1.31,0.0,0.31,0.0,13.0,73.37,2.46,33.33,1.31,38.46,46.43,1.0,13.0,1.0,2.0,Holanda Eerste Divisie,4.0
Dean van der Sluys,0.0,0.0,1.3,0.9,0.0,1.13,0.0,0.33,0.03,27.0,70.86,5.1,33.11,1.43,38.24,45.52,0.9,30.0,2.0,2.0,Holanda Eerste Divisie,4.0
Abdallah Aberkane,0.0,0.0,1.69,1.13,0.13,1.25,0.0,1.06,0.13,25.5,73.04,3.69,44.44,0.94,38.46,45.79,0.94,16.0,1.0,2.0,Holanda Eerste Divisie,4.0
Emir Terzi,0.0,0.0,0.71,0.5,0.0,0.21,0.0,0.21,0.0,9.43,75.0,1.57,27.27,0.5,22.22,47.37,0.07,14.0,1.0,2.0,Holanda Eerste Divisie,4.0
Achraf Boumenjal,0.0,0.0,1.5,1.29,0.14,1.57,0.0,0.93,0.14,27.0,82.01,2.64,54.1,0.86,66.67,55.0,1.07,14.0,1.0,2.0,Holanda Eerste Divisie,4.0
Jorginho Soares,0.0,0.0,0.2,0.4,0.0,0.67,0.0,0.27,0.0,3.2,79.17,0.2,42.86,0.27,50.0,36.0,0.2,15.0,1.0,2.0,Holanda Eerste Divisie,4.0
Cain Seedorf,0.0,0.0,0.42,0.21,0.0,0.21,0.0,0.54,0.08,11.79,75.97,3.21,55.56,0.5,33.33,38.65,0.58,24.0,1.0,2.0,Holanda Eerste Divisie,4.0
Dennis Gyamfi,0.0,0.0,1.93,1.47,0.07,2.47,0.0,1.07,0.0,26.8,74.38,3.4,52.88,1.67,60.0,53.59,1.4,15.0,1.0,2.0,Holanda Eerste Divisie,4.0
Alex Grant,0.13,0.13,1.65,1.61,0.0,4.29,0.0,0.39,0.03,66.42,87.76,5.9,62.2,0.74,69.01,68.84,0.39,31.0,2.0,2.0,Korea del Sur K League 1,4.0
Joo-Hoon Song,0.08,0.0,1.15,2.62,0.0,2.54,0.0,0.38,0.0,44.69,83.99,4.38,52.44,0.69,76.0,71.43,0.38,13.0,2.0,2.0,Korea del Sur K League 1,4.0
Hyeon-seok Du,0.05,0.0,1.0,0.68,0.0,0.97,0.0,0.55,0.13,51.21,87.15,11.76,59.79,0.76,41.38,52.07,0.58,38.0,2.0,2.0,Korea del Sur K League 1,4.0
Timo Letschert,0.11,0.04,1.59,0.81,0.0,3.04,0.04,0.37,0.07,64.52,87.03,6.11,58.25,0.89,60.75,63.41,0.74,27.0,2.0,2.0,Korea del Sur K League 1,4.0
Marko Tuci,0.06,0.06,1.22,1.22,0.0,4.78,0.0,0.33,0.06,44.28,83.56,2.56,53.9,0.61,58.25,59.44,0.39,18.0,2.0,2.0,Korea del Sur K League 1,4.0
Dong-min Kim,0.0,0.0,1.96,1.52,0.04,4.63,0.0,0.59,0.0,51.07,84.34,3.74,40.33,0.85,51.9,56.74,0.78,27.0,2.0,2.0,Korea del Sur K League 1,4.0
Osmar Barba,0.06,0.06,2.23,1.77,0.03,2.83,0.06,0.91,0.09,73.31,87.57,9.57,52.68,1.09,58.14,57.06,0.77,35.0,3.0,2.0,Korea del Sur K League 1,4.0
Je-un Yeon,0.15,0.15,1.08,0.85,0.0,2.31,0.0,0.23,0.0,62.15,89.98,4.92,61.0,1.08,67.57,70.77,0.31,13.0,2.0,2.0,Korea del Sur K League 1,4.0
Harrison Delbridge,0.0,0.0,1.68,1.64,0.0,3.28,0.0,0.2,0.0,51.0,79.45,5.0,45.45,1.04,73.24,69.46,1.04,25.0,3.0,2.0,Korea del Sur K League 1,4.0
Aaron Calver,0.0,0.0,1.1,0.95,0.0,3.15,0.0,0.3,0.0,47.8,87.34,5.4,51.09,0.45,59.18,58.23,0.7,20.0,2.0,2.0,Korea del Sur K League 1,4.0
Seung-hyun Jung,0.04,0.0,1.22,0.91,0.04,2.96,0.0,0.26,0.0,59.52,86.71,5.57,51.37,0.7,60.0,61.81,0.61,23.0,2.0,2.0,Korea del Sur K League 1,4.0
Jeong-ho Hong,0.0,0.0,1.0,1.27,0.0,3.09,0.0,0.32,0.0,46.23,85.84,4.36,54.67,0.77,63.64,60.14,0.82,22.0,3.0,2.0,Korea del Sur K League 1,4.0
Myeong-jae Lee,0.0,0.0,1.31,0.66,0.0,0.83,0.0,0.48,0.14,49.0,84.87,10.38,54.49,0.86,67.86,58.06,0.41,29.0,2.0,2.0,Korea del Sur K League 1,4.0
Ki Je Lee,0.06,0.0,1.42,0.74,0.0,1.58,0.0,0.61,0.35,43.0,79.44,8.32,45.45,1.35,42.86,53.7,0.74,31.0,3.0,2.0,Korea del Sur K League 1,4.0
