Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Giancarlo Carmona,0.1,0.0,1.55,1.19,0.03,2.71,0.0,0.26,0.1,0.2994,0.6960999999999999,0.00532,0.3077,1.29,0.6579,0.5874000000000001,0.84,31.0,3.0,2.0,Peru Liga 1,3.0
Nicolás Olivera,0.0,0.0,1.7,1.37,0.07,3.93,0.03,0.27,0.03,0.31870000000000004,0.6883,0.0030299999999999997,0.3934,1.33,0.5625,0.586,1.13,30.0,2.0,2.0,Peru Liga 1,3.0
Anthony Rosell,0.07,0.03,0.93,0.5,0.0,0.57,0.0,0.47,0.03,0.15470000000000003,0.75,0.004030000000000001,0.5352,0.43,0.68,0.5579999999999999,0.67,30.0,2.0,2.0,Peru Liga 1,3.0
Christian Ramos,0.0,0.0,0.64,0.91,0.05,2.18,0.0,0.18,0.0,0.31909999999999994,0.8490000000000001,0.0032700000000000003,0.5474,0.45,0.5556,0.4393,1.5,22.0,3.0,2.0,Peru Liga 1,3.0
Alvaro Ampuero,0.04,0.0,1.85,2.08,0.15,3.5,0.0,0.35,0.04,0.2723,0.7315999999999999,0.00265,0.3818,1.73,0.5349,0.5667,1.77,26.0,3.0,2.0,Peru Liga 1,3.0
Hugo Ancajima,0.0,0.0,1.88,1.76,0.0,2.71,0.0,0.65,0.12,0.2082,0.7514,0.0034699999999999996,0.28769999999999996,1.41,0.5,0.5614,0.76,17.0,2.0,2.0,Peru Liga 1,3.0
Jonathan Bilbao,0.0,0.0,1.65,1.29,0.0,4.24,0.0,0.18,0.0,0.23120000000000004,0.7354,0.00147,0.3922,1.0,0.6378999999999999,0.5887,1.35,17.0,1.0,2.0,Peru Liga 1,3.0
Jeickson Reyes,0.0,0.0,0.64,1.0,0.0,2.29,0.0,0.5,0.07,0.1843,0.7054,0.00329,0.4648,1.14,0.7059000000000001,0.5538000000000001,0.86,14.0,3.0,2.0,Peru Liga 1,3.0
Manuel Ganoza,0.05,0.05,0.86,1.52,0.0,2.71,0.0,0.38,0.0,0.16949999999999998,0.764,0.0012900000000000001,0.4828,1.05,0.5509999999999999,0.48179999999999995,1.14,21.0,1.0,2.0,Peru Liga 1,3.0
Kevin Moreno,0.0,0.0,2.52,1.62,0.05,2.48,0.0,1.05,0.0,0.3224,0.7489,0.004429999999999999,0.5,1.19,0.5667,0.5733,0.76,21.0,2.0,2.0,Peru Liga 1,3.0
Adrian Gutierrez,0.0,0.0,1.82,1.29,0.0,1.59,0.0,0.53,0.0,0.2071,0.6733,0.00382,0.3924,0.94,0.6563,0.5771999999999999,1.18,17.0,1.0,2.0,Peru Liga 1,3.0
Williams Guzmán,0.0,0.0,2.37,0.84,0.05,2.0,0.0,0.42,0.0,0.2084,0.7525,0.002,0.39799999999999996,0.79,0.6667000000000001,0.6476000000000001,0.84,19.0,1.0,2.0,Peru Liga 1,3.0
Franco Medina,0.0,0.0,1.19,1.0,0.0,1.23,0.0,0.29,0.06,0.389,0.8382999999999998,0.006519999999999999,0.5466,1.26,0.39289999999999997,0.4947,1.26,31.0,1.0,2.0,Peru Liga 1,3.0
Juan Diego Lojas,0.0,0.0,0.41,1.29,0.0,3.71,0.0,0.06,0.0,0.1353,0.7826,0.0007599999999999999,0.4717,0.53,0.6215999999999999,0.47830000000000006,1.06,17.0,3.0,2.0,Peru Liga 1,3.0
Emilio Saba,0.0,0.0,1.27,0.8,0.0,0.93,0.0,0.27,0.13,0.17,0.7293999999999999,0.00393,0.3243,0.73,0.6,0.5061999999999999,1.0,15.0,1.0,2.0,Peru Liga 1,3.0
Jean Pierre Archimbaud,0.1,0.03,0.94,0.48,0.0,0.48,0.0,0.61,0.03,0.2287,0.8151999999999999,0.0040999999999999995,0.6457999999999999,0.29,0.6364,0.48450000000000004,1.26,31.0,2.0,2.0,Peru Liga 1,3.0
Elsar Rodas,0.05,0.0,1.95,1.37,0.0,1.63,0.0,0.84,0.11,0.24109999999999998,0.7204999999999999,0.00553,0.4,0.84,0.5385,0.45520000000000005,2.0,19.0,2.0,2.0,Peru Liga 1,3.0
Marcelo Gaona,0.07,0.0,0.73,1.2,0.0,1.93,0.0,0.47,0.0,0.2667,0.7725,0.00387,0.41180000000000005,0.47,0.8095,0.5146999999999999,0.93,15.0,1.0,2.0,Peru Liga 1,3.0
Carlos Ascues,0.0,0.0,0.76,1.86,0.07,3.55,0.03,0.34,0.0,0.4217,0.816,0.00366,0.4465,0.86,0.5385,0.4286,1.59,29.0,3.0,2.0,Peru Liga 1,3.0
Marcos Ortiz,0.0,0.0,1.68,0.77,0.05,1.55,0.0,0.32,0.05,0.2168,0.8532,0.0017699999999999999,0.5738,0.68,0.375,0.5285,1.05,22.0,2.0,2.0,Peru Liga 1,3.0
Jose Eduardo Caballero,0.0,0.0,1.24,0.82,0.0,3.41,0.0,0.29,0.0,0.2488,0.721,0.001649999999999999,0.303,1.06,0.5832999999999999,0.5542,0.94,17.0,2.0,2.0,Peru Liga 1,3.0
Ángel Pérez,0.0,0.0,1.48,1.39,0.0,1.48,0.0,0.87,0.0,0.3032,0.7862,0.005679999999999999,0.4532,0.61,0.5115999999999999,0.5027,0.77,31.0,3.0,2.0,Peru Liga 1,3.0
Erick Canales,0.0,0.0,1.79,1.64,0.0,2.07,0.07,0.43,0.29,0.2457,0.7703,0.00414,0.39390000000000003,1.0,0.5,0.4767,1.64,14.0,1.0,2.0,Peru Liga 1,3.0
Benjamín Ampuero,0.08,0.08,0.67,0.67,0.0,1.83,0.0,0.5,0.0,0.22579999999999997,0.7637999999999999,0.00125,0.38980000000000004,0.17,0.5455,0.4043,1.17,12.0,1.0,2.0,Peru Liga 1,3.0
Fabio Rojas,0.0,0.0,1.81,1.63,0.0,1.75,0.0,0.88,0.06,0.2619,0.716,0.00419,0.3846,0.5,0.6286,0.5175,1.25,16.0,1.0,2.0,Peru Liga 1,3.0
Marcos Delgado,0.17,0.13,1.88,1.38,0.04,2.83,0.0,1.08,0.0,0.25379999999999997,0.6847,0.00329,0.3922,1.75,0.64,0.5590999999999999,0.88,24.0,3.0,2.0,Peru Liga 1,3.0
Renzo Revoredo,0.0,0.0,1.31,1.38,0.06,3.19,0.0,0.56,0.06,0.20560000000000003,0.696,0.0020599999999999998,0.35710000000000003,0.88,0.4317999999999999,0.52,0.88,16.0,3.0,2.0,Peru Liga 1,3.0
Aldair Perleche,0.0,0.0,1.33,1.07,0.07,1.93,0.0,0.13,0.0,0.1967,0.7017,0.002799999999999999,0.3148,0.73,0.4667,0.5056,1.2,15.0,2.0,2.0,Peru Liga 1,3.0
Alonso Tamaríz,0.04,0.04,2.73,1.77,0.04,1.12,0.0,0.81,0.04,0.2612,0.7614,0.0052699999999999995,0.3649,0.88,0.4468,0.48460000000000003,1.5,26.0,2.0,2.0,Peru Liga 1,3.0
Alexis Cossio,0.0,0.0,0.9,0.95,0.0,0.45,0.0,0.25,0.1,0.131,0.7709999999999999,0.0021,0.5625,0.55,0.40909999999999996,0.5061999999999999,0.75,20.0,2.0,2.0,Peru Liga 1,3.0
José Ramírez,0.0,0.0,0.94,1.42,0.06,4.13,0.0,0.39,0.0,0.3045,0.7987000000000001,0.00213,0.35979999999999995,1.19,0.44780000000000003,0.4935000000000001,0.9,31.0,3.0,2.0,Peru Liga 1,3.0
Carlos Junior Huerto,0.0,0.0,1.17,0.17,0.0,1.42,0.0,0.17,0.08,0.0833,0.74,0.00217,0.3889,0.5,0.5882,0.6364,0.25,12.0,1.0,2.0,Peru Liga 1,3.0
Mathias Llontop,0.0,0.0,1.0,1.07,0.0,1.73,0.0,0.13,0.0,0.20670000000000002,0.7128999999999999,0.0026,0.25,0.87,0.2857,0.5484,0.47,15.0,1.0,2.0,Peru Liga 1,3.0
Junior Morales,0.0,0.0,0.53,0.65,0.0,2.41,0.0,0.18,0.0,0.1247,0.7594,0.001,0.5231,0.82,0.6667000000000001,0.6038,0.41,17.0,2.0,2.0,Peru Liga 1,3.0
Piero Serra,0.0,0.0,1.19,0.69,0.0,0.81,0.0,0.42,0.0,0.12,0.7308,0.00223,0.5,0.58,0.42310000000000003,0.4914,0.96,26.0,2.0,2.0,Peru Liga 1,3.0
Jorge Toledo,0.06,0.0,1.94,1.35,0.0,1.47,0.0,0.71,0.06,0.2888,0.7290999999999999,0.00488,0.3482,1.35,0.45709999999999995,0.46509999999999996,1.35,17.0,2.0,2.0,Peru Liga 1,3.0
Christian Vasquez,0.0,0.0,2.38,1.44,0.06,1.13,0.0,0.88,0.0,0.22,0.7045,0.0032500000000000003,0.35,1.31,0.4857,0.5274,1.38,16.0,1.0,2.0,Peru Liga 1,3.0
Orlando Nuñez,0.0,0.0,0.91,0.7,0.0,0.43,0.0,0.39,0.0,0.18700000000000003,0.7859999999999999,0.00361,0.5217,0.52,0.2414,0.5291,1.09,23.0,1.0,2.0,Peru Liga 1,3.0
Jesus Mendieta,0.05,0.0,1.19,1.38,0.05,1.1,0.0,0.57,0.1,0.2619,0.64,0.004519999999999999,0.3047,1.1,0.5556,0.4919,0.9,21.0,2.0,2.0,Peru Liga 1,3.0
Erick Morillo,0.0,0.0,0.55,0.45,0.05,0.4,0.0,0.15,0.05,0.16899999999999998,0.8047,0.00395,0.35710000000000003,0.45,0.5333,0.5,0.6,20.0,1.0,2.0,Peru Liga 1,3.0
Edinson Chavez,0.0,0.0,1.78,1.33,0.0,0.89,0.0,2.0,0.11,0.28559999999999997,0.7179000000000001,0.007110000000000001,0.4,0.94,0.25,0.3667,1.72,18.0,2.0,2.0,Peru Liga 1,3.0
Roberto Villamarín,0.0,0.0,1.43,1.19,0.0,1.24,0.0,0.43,0.05,0.24710000000000001,0.659,0.0042899999999999995,0.3765,1.19,0.3333,0.4387,1.14,21.0,2.0,2.0,Peru Liga 1,3.0
Bryan Ríos,0.0,0.0,2.0,1.38,0.0,2.69,0.0,0.85,0.0,0.21309999999999998,0.6931,0.003,0.3276,1.38,0.5294,0.5556,0.85,13.0,1.0,2.0,Peru Liga 1,3.0
Yhirbis Cordova,0.0,0.0,1.42,1.35,0.0,2.77,0.0,0.54,0.04,0.3365000000000001,0.7234,0.008150000000000001,0.4928,2.12,0.5455,0.5076999999999999,0.96,26.0,3.0,2.0,Peru Liga 1,3.0
Gianmarco Gambetta,0.0,0.0,0.71,0.82,0.06,3.41,0.0,0.41,0.0,0.2641,0.706,0.00265,0.4275,1.12,0.6667000000000001,0.5281,1.12,17.0,3.0,2.0,Peru Liga 1,3.0
Francisco Duclos,0.0,0.0,1.0,0.75,0.0,1.25,0.0,0.63,0.06,0.1788,0.7028,0.0028799999999999997,0.3208,1.0,0.6,0.4667,1.13,16.0,2.0,2.0,Peru Liga 1,3.0
Rotceh Aguilar,0.0,0.0,1.35,1.09,0.04,1.83,0.0,0.87,0.04,0.2926,0.8158,0.006,0.5745,1.13,0.6215999999999999,0.5175,0.7,23.0,1.0,2.0,Peru Liga 1,3.0
Jesus Arismendi,0.09,0.0,0.91,0.55,0.05,1.59,0.0,0.45,0.05,0.1441,0.6625,0.00318,0.32789999999999997,0.64,0.6875,0.4409,1.14,22.0,3.0,2.0,Peru Liga 1,3.0
Felipe Mesones,0.17,0.0,1.67,1.75,0.08,2.17,0.0,0.75,0.0,0.2375,0.7263,0.00333,0.4314,1.83,0.6,0.6,1.0,12.0,2.0,2.0,Peru Liga 1,3.0
Alonso Yovera,0.0,0.0,1.53,1.33,0.07,1.27,0.0,0.53,0.13,0.16329999999999997,0.7509999999999999,0.0032700000000000003,0.35710000000000003,0.93,0.4615000000000001,0.48960000000000004,0.93,15.0,1.0,2.0,Peru Liga 1,3.0
Luiggi Alburqueque,0.0,0.0,1.25,0.83,0.0,2.92,0.0,0.58,0.0,0.1475,0.5762999999999999,0.00108,0.2745,1.0,0.6875,0.5849,0.58,12.0,1.0,2.0,Peru Liga 1,3.0
Antony Quijano,0.0,0.0,1.55,1.09,0.0,0.73,0.0,0.64,0.09,0.1827,0.7065,0.00318,0.3913,1.36,0.44439999999999996,0.4747,1.91,11.0,2.0,2.0,Peru Liga 1,3.0
Hugo Magallanes,0.0,0.0,1.43,1.96,0.09,2.17,0.0,0.57,0.0,0.2404,0.6745,0.00213,0.3007,1.35,0.6667000000000001,0.5943999999999999,1.26,23.0,2.0,2.0,Peru Liga 1,3.0
José Guidino,0.0,0.0,1.25,1.08,0.08,1.0,0.0,0.58,0.0,0.20329999999999998,0.7253999999999999,0.00492,0.2353,1.0,0.5,0.4359,1.5,12.0,2.0,2.0,Peru Liga 1,3.0
Erick Perleche,0.0,0.0,1.31,0.69,0.06,0.94,0.0,0.44,0.0,0.1725,0.7572,0.00313,0.3333,0.81,0.4375,0.4615000000000001,1.25,16.0,1.0,2.0,Peru Liga 1,3.0
Sebastian Aranda,0.0,0.0,3.3,1.04,0.13,1.7,0.04,1.17,0.04,0.21960000000000002,0.6851,0.002779999999999999,0.2979,1.57,0.5263,0.5821999999999999,1.22,23.0,1.0,2.0,Peru Liga 1,3.0
Alejandro González,0.03,0.03,0.52,1.69,0.07,3.28,0.03,0.79,0.03,0.28380000000000005,0.7909999999999999,0.002759999999999999,0.4637,1.9,0.5286,0.4605,0.86,29.0,3.0,2.0,Peru Liga 1,3.0
César Inga,0.08,0.0,1.92,0.75,0.0,1.75,0.08,0.75,0.0,0.16829999999999998,0.7475,0.0025,0.2895,1.58,0.6667000000000001,0.5309,0.92,12.0,1.0,2.0,Peru Liga 1,3.0
John Fajardo,0.0,0.0,1.27,0.73,0.18,5.18,0.0,0.27,0.0,0.2991,0.7842,0.0023599999999999997,0.3953,2.18,0.4,0.4923,0.64,11.0,3.0,2.0,Peru Liga 1,3.0
Joel Pereira,0.0,0.0,1.42,1.03,0.0,0.94,0.0,0.77,0.32,0.5061,0.8164,0.01477,0.6509999999999999,0.42,0.5758,0.5851,0.84,31.0,2.0,2.0,Polonia Ekstraklasa,3.0
Erik Janža,0.06,0.0,1.63,1.44,0.0,1.72,0.0,0.75,0.34,0.5378000000000001,0.7942999999999999,0.014159999999999999,0.5236,1.09,0.4375,0.5343,1.06,32.0,2.0,2.0,Polonia Ekstraklasa,3.0
Zoran Arsenić,0.0,0.0,1.32,1.65,0.0,2.68,0.0,0.32,0.03,0.5532,0.8466,0.00526,0.5323,0.48,0.6185,0.6406999999999999,1.03,31.0,2.0,2.0,Polonia Ekstraklasa,3.0
Pedro Rebocho,0.0,0.0,1.79,0.89,0.0,0.89,0.0,0.37,0.05,0.5611,0.8873999999999999,0.01711,0.7391,0.63,0.4,0.5832999999999999,0.37,19.0,2.0,2.0,Polonia Ekstraklasa,3.0
Filip Dagerstål,0.0,0.0,1.1,1.45,0.0,2.65,0.0,0.4,0.1,0.6045,0.9016,0.0054,0.6470999999999999,0.45,0.5690000000000001,0.5439,0.65,20.0,2.0,2.0,Polonia Ekstraklasa,3.0
Rafał Janicki,0.0,0.0,1.13,1.0,0.0,3.25,0.0,0.25,0.06,0.4575,0.8715999999999999,0.0032500000000000003,0.6304000000000001,1.0,0.6557000000000001,0.6239,0.88,16.0,3.0,2.0,Polonia Ekstraklasa,3.0
Stratos Svarnas,0.1,0.03,1.48,2.07,0.03,2.1,0.03,0.48,0.07,0.5631,0.8370999999999998,0.009210000000000001,0.5878,0.62,0.6778,0.6009,1.31,29.0,2.0,2.0,Polonia Ekstraklasa,3.0
Leonardo Koutris,0.13,0.0,2.56,2.44,0.0,2.31,0.0,0.81,0.06,0.5031,0.7714,0.0125,0.32530000000000003,0.94,0.6429,0.6211,1.13,16.0,2.0,2.0,Polonia Ekstraklasa,3.0
David Jablonsky,0.07,0.07,1.07,2.47,0.07,4.53,0.0,0.07,0.0,0.3267,0.8081999999999999,0.00313,0.5529,0.6,0.6667000000000001,0.5922,1.27,15.0,3.0,2.0,Polonia Ekstraklasa,3.0
Matej Rodin,0.07,0.0,0.86,1.0,0.0,4.86,0.0,0.21,0.0,0.385,0.7904000000000001,0.0025700000000000002,0.46319999999999995,0.57,0.6863000000000001,0.6304000000000001,1.0,14.0,2.0,2.0,Polonia Ekstraklasa,3.0
Mateusz Matras,0.06,0.06,1.32,1.19,0.0,4.0,0.0,0.29,0.06,0.48450000000000004,0.8382,0.0028399999999999996,0.5249000000000001,1.16,0.6417,0.5813000000000001,1.45,31.0,3.0,2.0,Polonia Ekstraklasa,3.0
Mario Maloča,0.04,0.0,0.88,1.54,0.04,4.19,0.0,0.12,0.0,0.52,0.895,0.00215,0.623,1.19,0.7540999999999998,0.7545000000000001,0.31,26.0,3.0,2.0,Polonia Ekstraklasa,3.0
Michał Nalepa,0.09,0.0,1.3,1.17,0.09,4.13,0.0,0.48,0.09,0.5296,0.8759999999999999,0.00365,0.5481,1.43,0.6481,0.5838,1.39,23.0,2.0,2.0,Polonia Ekstraklasa,3.0
Tomáš Petrášek,0.08,0.08,0.69,0.54,0.0,2.69,0.0,0.23,0.0,0.3085,0.7929999999999999,0.00192,0.47539999999999993,0.08,0.7778,0.7079000000000001,0.69,13.0,3.0,2.0,Polonia Ekstraklasa,3.0
Jan Grzesik,0.13,0.07,1.17,1.37,0.0,2.13,0.0,0.4,0.17,0.273,0.7448,0.005900000000000001,0.4043,0.83,0.4643,0.5512999999999999,0.9,30.0,2.0,2.0,Polonia Ekstraklasa,3.0
Aleks Ławniczak,0.0,0.0,1.3,1.7,0.0,4.33,0.0,0.22,0.04,0.4093,0.8462000000000001,0.0014099999999999998,0.4286,0.96,0.5686,0.6186,0.78,27.0,1.0,2.0,Polonia Ekstraklasa,3.0
Boris Sekulić,0.09,0.0,2.73,0.45,0.0,1.27,0.0,0.55,0.18,0.33549999999999996,0.8022,0.00536,0.3333,0.45,0.36840000000000006,0.5408000000000001,1.09,11.0,3.0,2.0,Polonia Ekstraklasa,3.0
Virgil Ghiță,0.09,0.06,1.88,1.76,0.03,3.18,0.03,0.59,0.0,0.44290000000000007,0.7942,0.005,0.5021,0.85,0.7049000000000001,0.614,0.85,34.0,2.0,2.0,Polonia Ekstraklasa,3.0
Robert Ivanov,0.03,0.0,1.58,2.16,0.0,2.48,0.0,0.84,0.0,0.5347999999999999,0.7618,0.00735,0.44780000000000003,0.84,0.7212000000000001,0.625,0.9,31.0,2.0,2.0,Polonia Ekstraklasa,3.0
Dominick Zator,0.06,0.06,1.71,1.18,0.0,4.12,0.0,0.59,0.18,0.3547,0.7148,0.005940000000000001,0.303,1.12,0.5468999999999999,0.5755,0.76,17.0,2.0,2.0,Polonia Ekstraklasa,3.0
Richard Jensen,0.03,0.0,1.76,2.24,0.07,2.21,0.0,0.62,0.1,0.5597000000000001,0.8367000000000001,0.00614,0.5297,0.93,0.589,0.5707,0.9,29.0,2.0,2.0,Polonia Ekstraklasa,3.0
Artur Jędrzejczyk,0.0,0.0,1.38,1.42,0.0,3.46,0.0,0.23,0.04,0.4777,0.8575,0.00496,0.5579999999999999,0.69,0.6842,0.6607999999999999,1.23,26.0,3.0,2.0,Polonia Ekstraklasa,3.0
Ariel Mosór,0.0,0.0,0.82,1.75,0.04,4.04,0.04,0.36,0.07,0.4107,0.7609,0.0035399999999999997,0.40090000000000003,0.57,0.649,0.6314,0.89,28.0,1.0,2.0,Polonia Ekstraklasa,3.0
Raphael Rossi,0.07,0.07,1.57,1.57,0.0,3.83,0.0,0.4,0.03,0.41929999999999995,0.7711,0.00333,0.4242,1.03,0.7168000000000001,0.6378,1.33,30.0,3.0,2.0,Polonia Ekstraklasa,3.0
Maik Nawrocki,0.16,0.12,1.28,1.24,0.0,2.56,0.04,0.32,0.04,0.5207999999999999,0.8625,0.007039999999999999,0.46509999999999996,0.88,0.6128999999999999,0.5676000000000001,0.88,25.0,1.0,2.0,Polonia Ekstraklasa,3.0
Ľubomír Šatka,0.08,0.0,0.85,1.0,0.0,2.92,0.0,0.23,0.0,0.5931000000000001,0.9313000000000001,0.00477,0.6522,0.77,0.7429000000000001,0.6984,0.54,13.0,2.0,2.0,Polonia Ekstraklasa,3.0
Bartosz Kopacz,0.04,0.04,1.68,1.14,0.0,4.36,0.04,0.71,0.11,0.4829,0.8247,0.00579,0.4407,1.07,0.73,0.6113000000000001,1.18,28.0,3.0,2.0,Polonia Ekstraklasa,3.0
Emil Bergström,0.08,0.08,1.24,2.16,0.04,3.44,0.0,0.52,0.0,0.45520000000000005,0.8559,0.0028399999999999996,0.5,0.92,0.6627,0.5864,0.92,25.0,2.0,2.0,Polonia Ekstraklasa,3.0
Patryk Stępiński,0.0,0.0,0.67,1.39,0.0,2.91,0.0,0.15,0.18,0.49090000000000006,0.8352,0.0072699999999999996,0.5065999999999999,1.0,0.5762999999999999,0.5714,0.52,33.0,2.0,2.0,Polonia Ekstraklasa,3.0
Dawid Abramowicz,0.13,0.0,0.97,1.16,0.0,2.19,0.0,0.45,0.13,0.3206,0.7021999999999999,0.00748,0.3358,1.03,0.561,0.5336,1.06,31.0,3.0,2.0,Polonia Ekstraklasa,3.0
Barry Douglas,0.0,0.0,0.94,0.94,0.06,1.75,0.0,0.5,0.06,0.44189999999999996,0.8331000000000001,0.01106,0.5882,0.31,0.5938000000000001,0.4796,1.5,16.0,3.0,2.0,Polonia Ekstraklasa,3.0
Kamil Kruk,0.1,0.1,1.4,1.45,0.0,3.45,0.0,0.45,0.0,0.447,0.7998000000000001,0.0034999999999999996,0.3857,0.7,0.5581,0.5539999999999999,1.1,20.0,1.0,2.0,Polonia Ekstraklasa,3.0
Martin Kreuzriegler,0.1,0.0,1.23,1.7,0.03,3.67,0.0,0.57,0.03,0.3653,0.8120000000000002,0.00383,0.42340000000000005,0.77,0.6022,0.5729,0.8,30.0,2.0,2.0,Polonia Ekstraklasa,3.0
Benedikt Zech,0.0,0.0,1.17,1.13,0.03,2.47,0.0,0.2,0.0,0.65,0.8896999999999999,0.00507,0.6505,1.13,0.6526000000000001,0.6443000000000001,0.67,30.0,3.0,2.0,Polonia Ekstraklasa,3.0
Aleksander Paluszek,0.18,0.12,0.65,1.29,0.0,2.65,0.0,0.12,0.0,0.35710000000000003,0.7709999999999999,0.00194,0.39640000000000003,0.65,0.6418,0.5268,1.53,17.0,1.0,2.0,Polonia Ekstraklasa,3.0
Marcin Flis,0.0,0.0,1.04,1.73,0.04,4.54,0.0,0.62,0.15,0.5235,0.7626999999999999,0.0046500000000000005,0.32770000000000005,1.0,0.7172,0.6219,1.15,26.0,2.0,2.0,Polonia Ekstraklasa,3.0
Mateusz Żyro,0.0,0.0,1.4,0.9,0.0,3.3,0.0,0.2,0.03,0.413,0.8475,0.00487,0.5886,0.83,0.618,0.5971,1.27,30.0,2.0,2.0,Polonia Ekstraklasa,3.0
Antonio Milić,0.04,0.04,0.7,0.83,0.04,2.83,0.0,0.52,0.0,0.5695999999999999,0.8824,0.00596,0.5043,0.7,0.4935000000000001,0.5070999999999999,0.7,23.0,2.0,2.0,Polonia Ekstraklasa,3.0
Jarosław Jach,0.04,0.04,1.32,1.4,0.0,5.0,0.04,0.72,0.04,0.48840000000000006,0.7928000000000001,0.00392,0.4518,1.04,0.6124,0.5596,1.0,25.0,2.0,2.0,Polonia Ekstraklasa,3.0
Israel Puerto,0.0,0.0,1.31,1.38,0.04,5.04,0.0,0.62,0.08,0.425,0.7719,0.00269,0.4582,1.08,0.76,0.607,1.58,26.0,2.0,2.0,Polonia Ekstraklasa,3.0
Serafin Szota,0.0,0.0,1.19,0.96,0.0,3.56,0.0,0.37,0.04,0.48810000000000003,0.8536,0.00426,0.5569,1.04,0.43560000000000004,0.48040000000000005,0.63,27.0,1.0,2.0,Polonia Ekstraklasa,3.0
Rafał Augustyniak,0.16,0.04,1.56,1.08,0.0,2.56,0.04,0.64,0.0,0.4788,0.8822,0.0047599999999999995,0.5426000000000001,0.68,0.6786,0.5762999999999999,1.08,25.0,2.0,2.0,Polonia Ekstraklasa,3.0
Piotr Malarczyk,0.18,0.12,0.82,0.65,0.0,3.35,0.0,0.35,0.0,0.3771,0.8003,0.00229,0.48719999999999997,1.06,0.6720999999999999,0.5962,0.76,17.0,3.0,2.0,Polonia Ekstraklasa,3.0
Dimitrios Stavropoulos,0.06,0.03,1.55,2.03,0.0,3.0,0.0,0.61,0.03,0.40099999999999997,0.7514,0.00442,0.3761,0.87,0.6565000000000001,0.5854,1.26,31.0,2.0,2.0,Polonia Ekstraklasa,3.0
Constantin Reiner,0.17,0.08,2.08,1.33,0.0,4.0,0.0,1.0,0.0,0.3492,0.7804000000000001,0.0032500000000000003,0.37929999999999997,0.83,0.6944,0.5832999999999999,0.92,12.0,2.0,2.0,Polonia Ekstraklasa,3.0
Milan Rundić,0.0,0.0,0.78,0.83,0.0,1.89,0.0,0.17,0.06,0.4661,0.7914,0.00772,0.42950000000000005,0.44,0.6825,0.6195,0.78,18.0,3.0,2.0,Polonia Ekstraklasa,3.0
Dawid Szymonowicz,0.03,0.0,0.97,2.0,0.0,3.06,0.03,0.36,0.0,0.3718,0.8362,0.0014199999999999998,0.44,0.88,0.6283000000000001,0.6144,1.03,33.0,2.0,2.0,Polonia Ekstraklasa,3.0
Marius Briceag,0.0,0.0,0.76,1.76,0.0,2.82,0.0,0.71,0.18,0.4,0.6897,0.005469999999999999,0.44189999999999996,1.18,0.6842,0.5294,0.76,17.0,3.0,2.0,Polonia Ekstraklasa,3.0
Jakub Czerwiński,0.03,0.03,1.28,1.53,0.06,4.0,0.0,0.5,0.03,0.41340000000000005,0.8239000000000002,0.0033399999999999992,0.4744,0.69,0.5854,0.5714,0.94,32.0,3.0,2.0,Polonia Ekstraklasa,3.0
Miłosz Trojak,0.03,0.03,1.3,1.85,0.06,4.52,0.0,0.39,0.06,0.38420000000000004,0.7665999999999998,0.00264,0.41900000000000004,1.27,0.5257999999999999,0.5738,1.03,33.0,2.0,2.0,Polonia Ekstraklasa,3.0
Piotr Tomasik,0.0,0.0,1.41,0.78,0.0,2.15,0.0,0.89,0.07,0.4089,0.8297,0.00807,0.5644,0.81,0.325,0.4971,0.96,27.0,3.0,2.0,Polonia Ekstraklasa,3.0
Rafał Pietrzak,0.0,0.0,1.18,1.27,0.0,1.36,0.0,0.48,0.12,0.4191,0.7620999999999998,0.00891,0.4096,1.24,0.41820000000000007,0.509,0.61,33.0,3.0,2.0,Polonia Ekstraklasa,3.0
Alexandros Katranis,0.0,0.0,1.76,1.03,0.03,1.9,0.0,0.59,0.14,0.3231,0.6734,0.00734,0.3258,0.52,0.43479999999999996,0.5357,1.17,29.0,2.0,2.0,Polonia Ekstraklasa,3.0
Jakub Jugas,0.04,0.0,1.08,1.31,0.04,4.0,0.0,0.62,0.0,0.3223,0.7386999999999999,0.0034599999999999995,0.3333,0.85,0.5072,0.5196999999999999,0.62,26.0,3.0,2.0,Polonia Ekstraklasa,3.0
Lindsay Rose,0.06,0.0,1.06,1.0,0.0,1.94,0.06,0.41,0.0,0.35710000000000003,0.8632999999999998,0.00359,0.5844,0.65,0.6522,0.6429,0.41,17.0,3.0,2.0,Polonia Ekstraklasa,3.0
Linus Wahlqvist,0.0,0.0,1.67,0.58,0.0,1.83,0.0,0.58,0.0,0.3583,0.7047,0.00658,0.3019,0.33,0.625,0.5795,1.33,12.0,2.0,2.0,Polonia Ekstraklasa,3.0
Bartłomiej Wdowik,0.0,0.0,1.46,0.62,0.0,1.12,0.0,0.69,0.08,0.2023,0.7471,0.00462,0.25,0.69,0.5556,0.5266,0.73,26.0,1.0,2.0,Polonia Ekstraklasa,3.0
Guram Giorbelidze,0.0,0.0,1.93,1.2,0.13,1.2,0.0,0.53,0.0,0.3007,0.7805,0.00647,0.3448,1.2,0.45,0.6029,1.33,15.0,2.0,2.0,Polonia Ekstraklasa,3.0
