Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Diego Palacios,0.03,0.0,3.16,1.74,0.0,1.52,0.0,1.26,0.26,0.4765,0.8443,0.012390000000000002,0.6103000000000001,1.0,0.3696,0.5418,1.45,31.0,1.0,2.0,EEUU MLS,4.0
Claudio Bravo,0.0,0.0,4.62,1.81,0.08,1.92,0.0,1.92,0.15,0.45,0.7786,0.01012,0.4286,1.12,0.3542,0.5333,1.69,26.0,2.0,2.0,EEUU MLS,4.0
Rafael Czichos,0.12,0.12,1.65,1.77,0.0,4.08,0.04,0.38,0.04,0.4758,0.8245999999999998,0.0034999999999999996,0.4767,1.15,0.5638,0.5714,1.23,26.0,3.0,2.0,EEUU MLS,4.0
Yeimar Gómez Andrade,0.04,0.04,2.0,2.68,0.04,4.32,0.0,0.61,0.0,0.4836,0.8442000000000001,0.00321,0.503,1.14,0.6549,0.645,0.86,28.0,3.0,2.0,EEUU MLS,4.0
Bill Tuiloma,0.2,0.17,0.6,1.07,0.0,3.43,0.0,0.23,0.07,0.37670000000000003,0.8354,0.00393,0.495,0.97,0.6190000000000001,0.5663,0.9,30.0,2.0,2.0,EEUU MLS,4.0
Alex Roldán,0.03,0.0,2.03,1.06,0.0,1.81,0.0,0.91,0.19,0.47659999999999997,0.8525,0.01094,0.5556,1.0,0.4746000000000001,0.5731,0.63,32.0,2.0,2.0,EEUU MLS,4.0
Juan Sánchez Purata,0.35,0.35,1.06,1.18,0.12,5.24,0.0,0.41,0.0,0.4747,0.8327,0.0023499999999999997,0.4022,1.18,0.6154,0.5115000000000001,1.53,17.0,2.0,2.0,EEUU MLS,4.0
Wyatt Omsberg,0.07,0.07,1.29,1.93,0.0,5.36,0.07,0.21,0.07,0.4343,0.7286,0.0023599999999999997,0.30870000000000003,1.21,0.6444,0.6444,0.86,14.0,2.0,2.0,EEUU MLS,4.0
Nathan Harriel,0.04,0.0,2.84,1.68,0.0,3.08,0.0,1.16,0.0,0.2332,0.6758,0.0047599999999999995,0.21880000000000002,0.68,0.6456000000000001,0.597,1.28,25.0,1.0,2.0,EEUU MLS,4.0
Francisco Calvo,0.15,0.15,1.92,2.69,0.0,1.85,0.08,0.46,0.08,0.7177,0.8349000000000001,0.00592,0.4891,1.92,0.4918,0.5782,1.15,13.0,3.0,2.0,EEUU MLS,4.0
Julio Cascante,0.09,0.09,1.17,0.83,0.0,3.29,0.03,0.26,0.03,0.5722999999999999,0.8467,0.0064600000000000005,0.5699,1.31,0.6284000000000001,0.6156,1.17,35.0,2.0,2.0,EEUU MLS,4.0
Daniel Lovitz,0.03,0.0,1.53,0.88,0.06,1.84,0.0,0.41,0.03,0.37689999999999996,0.7695000000000001,0.0076300000000000005,0.4932000000000001,0.97,0.68,0.6271,0.84,32.0,3.0,2.0,EEUU MLS,4.0
Nathan Cardoso,0.12,0.08,2.35,2.15,0.08,3.46,0.04,1.0,0.0,0.555,0.8697,0.00227,0.55,1.58,0.732,0.6484000000000001,0.85,26.0,2.0,2.0,EEUU MLS,4.0
Graham Zusi,0.1,0.0,1.52,1.29,0.0,1.76,0.0,0.76,0.29,0.5347999999999999,0.8138999999999998,0.01052,0.5022,1.24,0.5357,0.5667,0.81,21.0,3.0,2.0,EEUU MLS,4.0
Jesús Murillo,0.09,0.03,1.53,1.31,0.0,4.16,0.0,0.47,0.06,0.4075,0.7998000000000001,0.00291,0.3958,0.84,0.6459999999999999,0.6061,1.34,32.0,2.0,2.0,EEUU MLS,4.0
Jonathan Mensah,0.07,0.07,0.7,0.97,0.0,3.97,0.0,0.33,0.0,0.5527000000000001,0.8884000000000001,0.0039000000000000003,0.5568,0.97,0.5661999999999999,0.5257999999999999,0.87,30.0,3.0,2.0,EEUU MLS,4.0
Matt Hedges,0.03,0.03,1.07,0.97,0.03,4.53,0.0,0.47,0.03,0.5192999999999999,0.8479000000000001,0.0017299999999999998,0.40099999999999997,0.73,0.5699,0.5758,0.43,30.0,3.0,2.0,EEUU MLS,4.0
Dave Romney,0.09,0.06,0.56,0.81,0.0,3.47,0.03,0.09,0.13,0.4563000000000001,0.8473,0.00256,0.4579,1.0,0.6942,0.6730000000000002,0.28,32.0,2.0,2.0,EEUU MLS,4.0
Justen Glad,0.11,0.07,0.81,1.33,0.04,4.07,0.0,0.41,0.04,0.4874000000000001,0.8579000000000001,0.00311,0.5067,0.96,0.6136,0.5802,1.0,27.0,2.0,2.0,EEUU MLS,4.0
Henry Kessler,0.05,0.05,0.95,0.73,0.14,3.86,0.0,0.23,0.0,0.5327,0.9044,0.0014099999999999998,0.5678,1.05,0.5977,0.6345000000000001,0.68,22.0,2.0,2.0,EEUU MLS,4.0
Antônio Carlos,0.0,0.0,1.14,1.59,0.0,4.45,0.0,0.27,0.0,0.4191,0.8665999999999999,0.0032700000000000003,0.5753,1.18,0.7241,0.6503999999999999,0.86,22.0,2.0,2.0,EEUU MLS,4.0
Marcelo Silva,0.06,0.03,1.25,1.66,0.06,3.5,0.0,0.22,0.0,0.395,0.8931999999999999,0.0014399999999999999,0.5137999999999999,1.09,0.633,0.6166,0.63,32.0,3.0,2.0,EEUU MLS,4.0
Shaq Moore,0.0,0.0,2.67,1.0,0.08,1.25,0.0,0.42,0.17,0.285,0.7719,0.0055000000000000005,0.3103,0.92,0.7221999999999998,0.6531,0.83,12.0,2.0,2.0,EEUU MLS,4.0
Giorgio Chiellini,0.0,0.0,0.85,1.08,0.0,3.15,0.0,0.08,0.08,0.34850000000000003,0.8256,0.00492,0.507,0.46,0.6429,0.6833,0.62,13.0,3.0,2.0,EEUU MLS,4.0
Andrew Brody,0.06,0.0,1.31,1.43,0.0,2.03,0.0,0.49,0.23,0.3823,0.8288,0.01094,0.52,1.09,0.45099999999999996,0.5339,0.31,35.0,2.0,2.0,EEUU MLS,4.0
Olivier Mbaizo,0.0,0.0,1.27,0.77,0.0,1.0,0.0,0.55,0.32,0.2445,0.7844,0.00627,0.439,0.36,0.3636,0.48700000000000004,0.91,22.0,2.0,2.0,EEUU MLS,4.0
Lalas Abubakar,0.13,0.0,1.03,1.53,0.06,2.97,0.06,0.28,0.03,0.3956,0.8656999999999999,0.00197,0.45520000000000005,1.09,0.6789000000000001,0.5769,1.31,32.0,2.0,2.0,EEUU MLS,4.0
João Moutinho,0.07,0.03,2.45,1.07,0.03,1.52,0.0,0.38,0.03,0.4862,0.8,0.0089,0.39870000000000005,1.31,0.6557000000000001,0.5857,1.38,29.0,2.0,2.0,EEUU MLS,4.0
Daniel Steres,0.11,0.0,1.0,1.11,0.06,4.0,0.0,0.11,0.0,0.5244,0.9078,0.00244,0.7154,1.44,0.5862,0.5631,1.0,18.0,3.0,2.0,EEUU MLS,4.0
Maxime Chanot,0.04,0.0,0.88,0.88,0.0,3.21,0.0,0.25,0.0,0.365,0.8606999999999999,0.00221,0.5313000000000001,0.83,0.6415000000000001,0.6415000000000001,0.5,24.0,3.0,2.0,EEUU MLS,4.0
Robin Jansson,0.05,0.0,1.09,1.09,0.0,3.05,0.0,0.23,0.05,0.46180000000000004,0.8652,0.006,0.6211,1.18,0.4878,0.6147,0.59,22.0,3.0,2.0,EEUU MLS,4.0
Guzmán Corujo,0.04,0.0,1.76,1.6,0.0,4.36,0.04,0.8,0.0,0.4832,0.8551000000000001,0.0020399999999999997,0.4011,1.04,0.4928,0.5525,0.84,25.0,2.0,2.0,EEUU MLS,4.0
Damion Lowe,0.03,0.03,2.1,1.93,0.07,3.76,0.03,0.55,0.1,0.4393,0.81,0.00307,0.38939999999999997,1.31,0.6338,0.5870000000000001,1.41,29.0,2.0,2.0,EEUU MLS,4.0
Alistair Johnston,0.11,0.03,1.49,0.94,0.0,1.2,0.0,0.6,0.2,0.3937,0.8519999999999999,0.00866,0.5285,1.11,0.4808,0.5021,1.37,35.0,2.0,2.0,EEUU MLS,4.0
Gabriele Corbo,0.0,0.0,1.5,0.93,0.0,2.0,0.0,0.36,0.14,0.4764,0.8591,0.006790000000000001,0.5057,1.0,0.5652,0.5846,0.79,14.0,1.0,2.0,EEUU MLS,4.0
Carlos Teran,0.05,0.05,1.27,1.73,0.0,2.73,0.0,0.36,0.0,0.35,0.7961,0.0025900000000000003,0.4351,1.0,0.6122,0.5667,0.91,22.0,1.0,2.0,EEUU MLS,4.0
Thiago Martins,0.0,0.0,0.62,0.79,0.0,3.76,0.03,0.17,0.0,0.5320999999999999,0.8924,0.0025900000000000003,0.5859000000000001,0.72,0.7,0.6372,0.38,29.0,2.0,2.0,EEUU MLS,4.0
Andrew Gutman,0.16,0.04,2.0,0.96,0.0,1.28,0.0,0.68,0.12,0.3408,0.7887,0.0070799999999999995,0.39020000000000005,1.32,0.5817999999999999,0.5769,1.36,25.0,2.0,2.0,EEUU MLS,4.0
Ranko Veselinović,0.03,0.0,1.32,1.06,0.1,5.74,0.0,0.32,0.0,0.3468,0.8540000000000001,0.0015199999999999999,0.49700000000000005,1.32,0.5263,0.5579999999999999,0.71,31.0,1.0,2.0,EEUU MLS,4.0
Andreu Fontàs,0.07,0.0,1.32,1.04,0.0,3.43,0.04,0.43,0.04,0.6628999999999999,0.8723000000000001,0.00775,0.5191,1.29,0.5672,0.5796,0.71,28.0,3.0,2.0,EEUU MLS,4.0
Steve Birnbaum,0.06,0.06,0.72,1.91,0.0,3.81,0.0,0.25,0.13,0.4366,0.8195999999999999,0.0025,0.49329999999999996,1.78,0.7956,0.6762999999999999,1.41,32.0,3.0,2.0,EEUU MLS,4.0
Mamadou Fall,0.06,0.0,1.38,1.13,0.0,3.0,0.0,0.69,0.06,0.4619,0.8119,0.0034999999999999996,0.40909999999999996,0.88,0.6585,0.5357,1.13,16.0,1.0,2.0,EEUU MLS,4.0
Rayan Raveloson,0.14,0.05,1.27,0.68,0.0,1.32,0.0,0.95,0.05,0.3895000000000001,0.8611000000000001,0.00927,0.6203,0.91,0.45159999999999995,0.5085999999999999,0.91,22.0,2.0,2.0,EEUU MLS,4.0
Aimé Mabika,0.0,0.0,1.19,0.94,0.06,3.5,0.0,0.31,0.06,0.265,0.8703,0.0008100000000000001,0.5217,1.06,0.6154,0.6119,0.5,16.0,2.0,2.0,EEUU MLS,4.0
Kamal Miller,0.07,0.03,0.93,1.07,0.03,2.0,0.0,0.41,0.14,0.5859000000000001,0.8481000000000001,0.01079,0.5353,1.17,0.6197,0.5963,0.62,29.0,2.0,2.0,EEUU MLS,4.0
Miguel Navarro,0.0,0.0,2.08,2.2,0.08,2.24,0.0,0.8,0.08,0.4,0.7729999999999998,0.008,0.32030000000000003,1.44,0.6923,0.6347,1.56,25.0,1.0,2.0,EEUU MLS,4.0
Keegan Rosenberry,0.06,0.0,1.06,1.24,0.09,2.15,0.0,0.56,0.09,0.38849999999999996,0.8198000000000001,0.00632,0.5764,1.44,0.54,0.5361,0.56,34.0,2.0,2.0,EEUU MLS,4.0
Nouhou Tolo,0.03,0.0,1.77,1.43,0.07,2.67,0.03,0.3,0.13,0.38769999999999993,0.8573000000000001,0.00643,0.4587,1.17,0.52,0.5939,0.8,30.0,2.0,2.0,EEUU MLS,4.0
Julian Araujo,0.03,0.03,2.09,1.31,0.06,2.26,0.03,0.6,0.17,0.45970000000000005,0.8527,0.01117,0.4608,1.17,0.5082,0.4964,1.2,35.0,1.0,2.0,EEUU MLS,4.0
Josh Williams,0.0,0.0,0.43,1.3,0.0,2.91,0.0,0.13,0.09,0.3243,0.8686,0.0017399999999999998,0.5,0.74,0.6470999999999999,0.6596,0.22,23.0,3.0,2.0,EEUU MLS,4.0
D.J. Taylor,0.04,0.0,1.59,1.67,0.04,2.48,0.0,0.56,0.11,0.3522,0.7696999999999999,0.007070000000000001,0.35369999999999996,1.11,0.3261,0.5128,0.78,27.0,2.0,2.0,EEUU MLS,4.0
Zac McGraw,0.05,0.0,0.73,1.32,0.0,3.55,0.0,0.27,0.0,0.2,0.8114000000000001,0.00086,0.5172,0.59,0.7193,0.6526000000000001,0.5,22.0,2.0,2.0,EEUU MLS,4.0
Javain Brown,0.04,0.0,1.41,0.78,0.0,2.11,0.0,0.48,0.04,0.33149999999999996,0.7898999999999999,0.00385,0.39089999999999997,1.11,0.5,0.5212,0.7,27.0,2.0,2.0,EEUU MLS,4.0
DeJuan Jones,0.03,0.0,1.26,1.03,0.0,1.87,0.0,0.55,0.16,0.5061,0.8579000000000001,0.01081,0.5189,1.23,0.3455,0.45899999999999996,0.65,31.0,2.0,2.0,EEUU MLS,4.0
Andrew Farrell,0.0,0.0,1.34,0.84,0.13,3.16,0.03,0.22,0.0,0.5413,0.8464,0.00494,0.5017,1.09,0.5,0.6299,0.5,32.0,3.0,2.0,EEUU MLS,4.0
Jaylin Lindsey,0.0,0.0,0.96,1.0,0.0,1.15,0.0,0.23,0.15,0.33809999999999996,0.8601000000000001,0.00658,0.597,0.96,0.4839,0.5124000000000001,0.81,26.0,1.0,2.0,EEUU MLS,4.0
José Antonio Martinez,0.0,0.0,0.85,1.15,0.03,4.42,0.0,0.48,0.0,0.6387999999999999,0.8534,0.00358,0.42450000000000004,0.76,0.5832999999999999,0.5584,0.61,33.0,2.0,2.0,EEUU MLS,4.0
George Campbell,0.0,0.0,1.05,1.0,0.0,3.2,0.0,0.5,0.1,0.48150000000000004,0.8598,0.00375,0.5,0.85,0.5246000000000001,0.4828,0.95,20.0,1.0,2.0,EEUU MLS,4.0
Tom Edwards,0.0,0.0,0.95,1.45,0.0,1.95,0.0,0.4,0.05,0.3515,0.6302,0.0062,0.3318,0.85,0.68,0.5758,1.0,20.0,1.0,2.0,EEUU MLS,4.0
Xavier Arreaga,0.04,0.04,1.0,1.67,0.04,2.85,0.0,0.48,0.0,0.4526,0.8854000000000001,0.0028899999999999998,0.5614,0.85,0.5,0.5344,0.67,27.0,2.0,2.0,EEUU MLS,4.0
Boris Sekulić,0.0,0.0,1.76,1.09,0.0,1.27,0.0,0.42,0.06,0.3515,0.8345,0.00782,0.4423,1.12,0.4667,0.5291,1.03,33.0,3.0,2.0,EEUU MLS,4.0
Miloš Degenek,0.0,0.0,1.11,1.29,0.07,3.57,0.0,0.18,0.0,0.4493000000000001,0.8442000000000001,0.00318,0.4731,0.89,0.5455,0.5808,0.93,28.0,2.0,2.0,EEUU MLS,4.0
Nicolas Isimat-Mirin,0.0,0.0,1.29,0.93,0.04,3.64,0.0,0.29,0.0,0.4968,0.8806999999999999,0.00271,0.5417000000000001,1.29,0.6324,0.5849,0.89,28.0,3.0,2.0,EEUU MLS,4.0
Sami Guediri,0.0,0.0,1.85,0.77,0.0,1.08,0.0,0.38,0.08,0.26,0.7929,0.00492,0.4222000000000001,1.38,0.44439999999999996,0.5972000000000001,0.69,13.0,2.0,2.0,EEUU MLS,4.0
Sean Nealis,0.0,0.0,1.5,1.26,0.0,3.91,0.0,0.53,0.03,0.3521,0.7234999999999999,0.002,0.29690000000000005,1.03,0.6622,0.6098,1.44,34.0,2.0,2.0,EEUU MLS,4.0
Alexander Ring,0.11,0.03,1.7,0.81,0.0,1.3,0.03,1.51,0.11,0.40950000000000003,0.8151999999999999,0.01038,0.5227,1.27,0.41180000000000005,0.39740000000000003,1.43,37.0,3.0,2.0,EEUU MLS,4.0
Marcos López,0.06,0.0,1.59,1.82,0.0,1.94,0.0,0.18,0.0,0.43,0.7962,0.00847,0.4459,1.65,0.575,0.6242,1.41,17.0,1.0,2.0,EEUU MLS,4.0
Steven Moreira,0.03,0.0,1.5,0.81,0.03,1.44,0.0,0.56,0.13,0.4606,0.8379000000000002,0.01119,0.5714,1.0,0.3478,0.4389,1.03,32.0,2.0,2.0,EEUU MLS,4.0
Michael Boxall,0.0,0.0,1.34,1.47,0.03,4.34,0.0,0.34,0.0,0.37559999999999993,0.8543999999999999,0.00297,0.4436,1.13,0.6234000000000001,0.5634999999999999,1.0,32.0,3.0,2.0,EEUU MLS,4.0
Aaron Long,0.13,0.1,0.73,0.9,0.0,2.57,0.0,0.33,0.07,0.3477,0.7622,0.002799999999999999,0.331,0.83,0.6587999999999999,0.6128999999999999,0.83,30.0,3.0,2.0,EEUU MLS,4.0
Malte Amundsen,0.0,0.0,1.78,1.37,0.0,1.33,0.0,0.3,0.19,0.38439999999999996,0.7765000000000001,0.008,0.4414,0.93,0.46509999999999996,0.47700000000000004,1.07,27.0,2.0,2.0,EEUU MLS,4.0
Franco Escobar,0.05,0.0,1.4,0.7,0.0,0.9,0.0,0.55,0.05,0.282,0.8085,0.005849999999999999,0.434,0.4,0.4483,0.5385,0.5,20.0,2.0,2.0,EEUU MLS,4.0
Donovan Pines,0.0,0.0,1.76,1.62,0.05,3.52,0.05,0.43,0.0,0.2686,0.7961,0.00148,0.43040000000000006,1.29,0.6818000000000001,0.6831,0.62,21.0,2.0,2.0,EEUU MLS,4.0
Marco Farfan,0.03,0.0,1.53,0.88,0.06,1.71,0.0,0.59,0.12,0.3924,0.8462999999999999,0.00709,0.4368000000000001,0.74,0.4177,0.5338,0.76,34.0,2.0,2.0,EEUU MLS,4.0
Danny Wilson,0.0,0.0,0.96,0.46,0.0,4.0,0.08,0.38,0.04,0.48,0.8165,0.004269999999999999,0.5538000000000001,1.42,0.7,0.6331,0.81,26.0,3.0,2.0,EEUU MLS,4.0
Brent Kallman,0.1,0.1,0.76,0.95,0.0,4.67,0.0,0.05,0.0,0.2862,0.7854000000000001,0.0019500000000000001,0.46340000000000003,1.19,0.6098,0.6593000000000001,0.67,21.0,3.0,2.0,EEUU MLS,4.0
Nick Hagglund,0.03,0.0,1.18,1.26,0.03,4.0,0.0,0.41,0.06,0.3491,0.7582,0.00379,0.3913,1.09,0.725,0.6353,1.0,34.0,3.0,2.0,EEUU MLS,4.0
Rudy Camacho,0.03,0.03,1.27,1.8,0.03,2.4,0.03,0.3,0.03,0.642,0.8820999999999999,0.005469999999999999,0.5374000000000001,1.27,0.6829000000000001,0.6076999999999999,1.1,30.0,3.0,2.0,EEUU MLS,4.0
Bakaye Dibassy,0.04,0.04,1.08,1.42,0.0,3.77,0.0,0.31,0.0,0.36230000000000007,0.8173999999999999,0.00308,0.4493000000000001,1.15,0.39740000000000003,0.47619999999999996,1.04,26.0,3.0,2.0,EEUU MLS,4.0
Tayvon Gray,0.0,0.0,1.33,0.48,0.0,1.78,0.0,0.19,0.07,0.32559999999999995,0.8237000000000001,0.0053,0.4079,0.74,0.5714,0.625,0.52,27.0,1.0,2.0,EEUU MLS,4.0
Sega Coulibaly,0.03,0.0,1.41,0.97,0.0,2.24,0.03,0.45,0.0,0.5183,0.9155,0.00207,0.5103,1.24,0.5714,0.5864,1.14,29.0,2.0,2.0,EEUU MLS,4.0
Tim Parker,0.0,0.0,0.89,0.71,0.04,4.0,0.0,0.18,0.07,0.45890000000000003,0.8856,0.00229,0.4672,1.32,0.6667000000000001,0.62,0.61,28.0,2.0,2.0,EEUU MLS,4.0
Derrick Williams,0.0,0.0,0.54,0.79,0.11,3.39,0.0,0.46,0.07,0.51,0.8775,0.00482,0.5273,1.14,0.6452,0.5529999999999999,0.82,28.0,2.0,2.0,EEUU MLS,4.0
Joel Waterman,0.09,0.0,0.94,1.28,0.06,2.53,0.09,0.47,0.09,0.6478,0.8842,0.00753,0.5644,1.25,0.6207,0.5495,1.0,32.0,2.0,2.0,EEUU MLS,4.0
Ruben Gabrielsen,0.06,0.03,0.39,1.0,0.0,2.64,0.03,0.22,0.03,0.5567,0.8862000000000001,0.00411,0.5926,1.28,0.5726,0.5508,0.42,36.0,3.0,2.0,EEUU MLS,4.0
Héctor Jimenez,0.0,0.0,0.71,0.93,0.0,0.64,0.0,0.5,0.21,0.2964,0.853,0.006999999999999999,0.5667,0.57,0.3636,0.48150000000000004,0.71,14.0,3.0,2.0,EEUU MLS,4.0
Nick Lima,0.0,0.0,1.16,1.05,0.03,1.3,0.0,0.86,0.19,0.3178,0.8519999999999999,0.005620000000000001,0.5987,1.05,0.5439,0.4954,0.49,37.0,2.0,2.0,EEUU MLS,4.0
Adam Lundqvist,0.0,0.0,2.29,1.32,0.0,1.52,0.0,1.03,0.06,0.39870000000000005,0.8188,0.00506,0.40399999999999997,1.39,0.5476,0.5884999999999999,0.9,31.0,2.0,2.0,EEUU MLS,4.0
Dylan Nealis,0.0,0.0,2.93,1.34,0.0,2.14,0.0,1.28,0.03,0.2266,0.6545000000000001,0.00417,0.3333,0.79,0.5929000000000001,0.5536,1.55,29.0,2.0,2.0,EEUU MLS,4.0
Tanner Beason,0.0,0.0,1.36,1.61,0.0,2.89,0.04,0.57,0.0,0.45069999999999993,0.8708,0.0028199999999999996,0.6063000000000001,1.57,0.5789,0.6568,0.21,28.0,2.0,2.0,EEUU MLS,4.0
Geoff Cameron,0.0,0.0,1.15,1.56,0.04,4.0,0.04,0.22,0.04,0.3148,0.7976000000000001,0.00244,0.4732,1.19,0.5455,0.5583,0.85,27.0,3.0,2.0,EEUU MLS,4.0
Jack Maher,0.07,0.07,0.86,0.89,0.04,2.86,0.0,0.36,0.0,0.3611,0.8853,0.0018599999999999999,0.5714,0.75,0.7,0.6259999999999999,0.54,28.0,1.0,2.0,EEUU MLS,4.0
Christian Fuchs,0.12,0.0,1.38,1.5,0.0,2.54,0.04,0.92,0.04,0.5253999999999999,0.8067,0.00712,0.5309,1.12,0.5765,0.4706,1.31,26.0,3.0,2.0,EEUU MLS,4.0
Larrys Mabiala,0.0,0.0,0.9,0.71,0.0,4.24,0.05,0.38,0.0,0.3995,0.8439,0.0032400000000000003,0.5758,0.95,0.6923,0.5832999999999999,0.9,21.0,3.0,2.0,EEUU MLS,4.0
Kyle Smith,0.07,0.03,1.52,0.41,0.0,2.1,0.0,0.9,0.0,0.23550000000000001,0.7731,0.00386,0.43010000000000004,0.62,0.46,0.5,0.76,29.0,3.0,2.0,EEUU MLS,4.0
Tristan Blackmon,0.04,0.0,0.96,1.14,0.07,2.79,0.0,0.18,0.0,0.4039,0.8064,0.00421,0.4489,1.18,0.5645,0.6154,0.5,28.0,2.0,2.0,EEUU MLS,4.0
Jackson Ragen,0.0,0.0,0.91,0.57,0.04,3.52,0.04,0.17,0.0,0.35960000000000003,0.8754999999999998,0.002259999999999999,0.597,0.78,0.614,0.5817999999999999,0.83,23.0,2.0,2.0,EEUU MLS,4.0
Harrison Afful,0.0,0.0,0.62,0.62,0.05,1.29,0.0,0.38,0.0,0.4238,0.8787,0.00714,0.5421,0.62,0.5185000000000001,0.4556,0.81,21.0,3.0,2.0,EEUU MLS,4.0
Robert Voloder,0.08,0.0,0.83,1.0,0.0,1.33,0.0,0.17,0.0,0.4175,0.8443,0.00375,0.4545,1.0,0.6,0.6585,0.42,12.0,1.0,2.0,EEUU MLS,4.0
Eddie Segura,0.0,0.0,0.93,0.53,0.0,2.2,0.0,0.33,0.0,0.3847,0.8665999999999999,0.00313,0.47300000000000003,0.6,0.4194,0.4615000000000001,0.67,15.0,2.0,2.0,EEUU MLS,4.0
William Sands,0.0,0.0,1.08,0.58,0.0,1.42,0.0,0.0,0.0,0.1925,0.8095,0.003419999999999999,0.2143,0.67,0.6429,0.6923,0.25,12.0,1.0,2.0,EEUU MLS,4.0
Auston Trusty,0.0,0.0,1.44,1.31,0.0,1.63,0.06,0.25,0.06,0.4681,0.8304,0.00544,0.3925,1.38,0.6,0.6174000000000001,1.13,16.0,2.0,2.0,EEUU MLS,4.0
Chris Mavinga,0.0,0.0,2.05,1.0,0.0,2.42,0.05,0.42,0.0,0.4063000000000001,0.8912,0.0030499999999999998,0.5192,1.53,0.6429,0.688,0.63,19.0,3.0,2.0,EEUU MLS,4.0
Ryan Hollingshead,0.18,0.03,1.7,1.06,0.0,1.33,0.0,0.91,0.09,0.3064,0.8090999999999999,0.00639,0.3333,0.88,0.5841,0.541,0.85,33.0,3.0,2.0,EEUU MLS,4.0
Ryan Sailor,0.0,0.0,1.0,0.78,0.0,3.13,0.0,0.3,0.0,0.3239,0.8737999999999999,0.00074,0.47830000000000006,1.09,0.5192,0.5938000000000001,0.26,23.0,2.0,2.0,EEUU MLS,4.0
Alvas Powell,0.0,0.0,1.7,0.87,0.0,1.4,0.0,0.73,0.1,0.20299999999999996,0.7094,0.004429999999999999,0.4216,1.1,0.5667,0.5697,0.87,30.0,2.0,2.0,EEUU MLS,4.0
Nkosi Tafari,0.0,0.0,0.63,0.74,0.0,2.41,0.0,0.04,0.0,0.31810000000000005,0.8545,0.002,0.4828,0.63,0.5122,0.5949,0.33,27.0,2.0,2.0,EEUU MLS,4.0
Rodrigo Schlegel,0.03,0.0,1.67,1.27,0.1,3.53,0.0,0.77,0.0,0.39870000000000005,0.8729,0.00313,0.46379999999999993,1.17,0.45,0.5231,1.33,30.0,2.0,2.0,EEUU MLS,4.0
Luís Martins,0.0,0.0,0.33,0.5,0.0,0.83,0.0,0.17,0.08,0.1475,0.774,0.0025,0.1905,0.33,0.625,0.48150000000000004,0.42,12.0,3.0,2.0,EEUU MLS,4.0
Carlos Salcedo,0.0,0.0,1.08,2.0,0.0,4.08,0.0,0.69,0.08,0.6146,0.831,0.00415,0.4681,1.77,0.6667000000000001,0.5765,0.77,13.0,2.0,2.0,EEUU MLS,4.0
Lukas MacNaughton,0.0,0.0,0.52,1.04,0.0,3.48,0.0,0.12,0.0,0.3908,0.8475,0.00268,0.47859999999999997,1.16,0.6234000000000001,0.5669,0.76,25.0,2.0,2.0,EEUU MLS,4.0
Raheem Edwards,0.03,0.0,2.81,1.16,0.03,1.25,0.0,1.28,0.13,0.39189999999999997,0.8214,0.00888,0.5682,1.06,0.6207,0.5046,1.75,32.0,2.0,2.0,EEUU MLS,4.0
Taylor Washington,0.0,0.0,0.21,0.64,0.0,0.57,0.0,0.43,0.14,0.1636,0.7904000000000001,0.00243,0.37929999999999997,0.36,0.6667000000000001,0.4706,0.36,14.0,2.0,2.0,EEUU MLS,4.0
Jon Gallagher,0.03,0.0,1.17,0.94,0.03,0.86,0.0,0.54,0.11,0.3786,0.8408,0.00797,0.5497,1.17,0.65,0.5487000000000001,0.74,35.0,2.0,2.0,EEUU MLS,4.0
Christopher McVey,0.03,0.0,1.63,1.34,0.03,2.51,0.0,0.66,0.06,0.43090000000000006,0.8408,0.00483,0.5075999999999999,1.54,0.5882,0.4932000000000001,1.43,35.0,2.0,2.0,EEUU MLS,4.0
Andy Najar,0.0,0.0,1.13,2.22,0.0,1.87,0.0,0.61,0.0,0.3478,0.7837999999999999,0.007039999999999999,0.4322,1.13,0.5,0.5146999999999999,0.91,23.0,2.0,2.0,EEUU MLS,4.0
Kortne Ford,0.0,0.0,0.79,1.0,0.07,2.0,0.0,0.14,0.0,0.3264,0.8140000000000001,0.0025700000000000002,0.5,1.07,0.5745,0.575,0.79,14.0,2.0,2.0,EEUU MLS,4.0
Sam Junqua,0.0,0.0,0.93,0.47,0.0,1.2,0.0,0.13,0.07,0.1827,0.8540000000000001,0.0032700000000000003,0.5,0.73,0.7646999999999999,0.7547,0.2,15.0,2.0,2.0,EEUU MLS,4.0
Zeca,0.0,0.0,1.5,0.4,0.0,0.95,0.0,0.4,0.0,0.30150000000000005,0.8325,0.0086,0.3721,1.1,0.3125,0.5474,0.3,20.0,2.0,2.0,EEUU MLS,4.0
Žan Kolmanič,0.0,0.0,0.77,0.5,0.05,0.68,0.05,0.45,0.14,0.2932,0.8078,0.005410000000000001,0.18919999999999998,0.5,0.2353,0.42469999999999997,0.45,22.0,1.0,2.0,EEUU MLS,4.0
