Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Interceptions,Big chances created,Assists,Accurate passes %,Aerial duels won %,Total duels won %,Was fouled,Appearances,Age Range,Position,League,Level
Will Bruin,0.13,0.08,37.5,0.83,0.08,0.0,0.08,0.0,0.0,78.71,33.33,35.48,0.54,24.0,3.0,4.0,EEUU MLS,4.0
Marinos Tzionis,0.04,0.04,54.55,0.81,0.04,0.0,0.22,0.04,0.0,79.93,20.0,53.79,1.11,27.0,1.0,4.0,EEUU MLS,4.0
Dominique Badji,0.0,0.08,50.0,1.12,0.0,0.0,0.36,0.04,0.08,78.88,40.38,40.14,0.6,25.0,3.0,4.0,EEUU MLS,4.0
Kevin Cabral,0.03,0.26,43.4,1.03,0.0,0.0,0.17,0.23,0.09,81.08,21.43,43.6,0.83,35.0,1.0,4.0,EEUU MLS,4.0
Aké Arnaud Loba,0.05,0.0,53.33,0.19,0.0,0.0,0.05,0.05,0.0,68.97,40.0,43.86,0.19,21.0,2.0,4.0,EEUU MLS,4.0
Quinn Sullivan,0.06,0.12,75.0,0.29,0.0,0.0,0.18,0.06,0.0,70.45,30.0,37.14,0.06,17.0,1.0,4.0,EEUU MLS,4.0
Tom Barlow,0.12,0.18,53.33,0.7,0.0,0.0,0.0,0.0,0.0,60.91,42.61,36.0,0.15,33.0,2.0,4.0,EEUU MLS,4.0
Dom Dwyer,0.18,0.18,50.0,0.95,0.0,0.0,0.09,0.05,0.0,65.26,27.78,40.3,0.73,22.0,3.0,4.0,EEUU MLS,4.0
Rubio Rubin,0.04,0.13,30.0,0.96,0.0,0.0,0.04,0.0,0.0,79.41,43.94,42.2,0.58,24.0,2.0,4.0,EEUU MLS,4.0
Benji Michel,0.03,0.16,50.0,0.78,0.0,0.0,0.19,0.06,0.0,79.44,50.77,46.11,0.53,32.0,2.0,4.0,EEUU MLS,4.0
Abu Danladi,0.11,0.0,33.33,0.53,0.0,0.0,0.42,0.05,0.0,74.34,38.89,35.58,0.42,19.0,2.0,4.0,EEUU MLS,4.0
Jordan Perruzza,0.0,0.0,36.36,0.62,0.0,0.0,0.0,0.0,0.0,63.64,60.0,42.11,0.38,13.0,1.0,4.0,EEUU MLS,4.0
Miguel Berry,0.07,0.13,32.26,0.93,0.0,0.0,0.07,0.07,0.0,71.15,28.45,30.8,0.77,30.0,2.0,4.0,EEUU MLS,4.0
Justin Rennicks,0.12,0.29,23.08,0.71,0.0,0.0,0.12,0.06,0.0,73.79,17.39,35.23,0.94,17.0,1.0,4.0,EEUU MLS,4.0
Mason Toye,0.1,0.45,40.0,1.05,0.0,0.0,0.15,0.15,0.0,78.79,42.86,34.38,0.3,20.0,2.0,4.0,EEUU MLS,4.0
Ayo Akinola,0.08,0.19,56.25,1.0,0.0,0.0,0.08,0.0,0.0,73.71,48.15,38.81,0.35,26.0,1.0,4.0,EEUU MLS,4.0
Jayden Nelson,0.03,0.03,50.86,0.94,0.0,0.0,0.42,0.03,0.06,82.75,50.0,41.39,0.65,31.0,1.0,4.0,EEUU MLS,4.0
Jota,0.33,0.12,48.0,2.42,0.03,0.0,0.39,0.39,0.33,79.51,27.27,49.39,0.88,33.0,1.0,4.0,Escocia Premiership,3.0
Lawrence Shankland,0.65,0.43,51.56,3.24,0.05,0.0,0.22,0.14,0.11,68.99,43.24,39.8,1.24,37.0,2.0,4.0,Escocia Premiership,3.0
Antonio Čolak,0.56,0.4,46.15,3.16,0.08,0.0,0.08,0.12,0.04,75.43,26.67,33.33,0.68,25.0,2.0,4.0,Escocia Premiership,3.0
Kyogo Furuhashi,0.75,0.44,37.5,2.44,0.03,0.0,0.14,0.03,0.06,67.59,12.9,35.83,0.47,36.0,2.0,4.0,Escocia Premiership,3.0
Kevin van Veen,0.66,0.37,53.09,3.05,0.05,0.38,0.08,0.08,0.05,62.59,28.47,34.98,0.95,38.0,3.0,4.0,Escocia Premiership,3.0
Fashion Sakala,0.41,0.38,50.94,3.31,0.07,0.0,0.17,0.24,0.24,80.51,44.87,42.81,0.69,29.0,2.0,4.0,Escocia Premiership,3.0
Blair Spittal,0.17,0.06,55.26,1.22,0.0,2.78,0.31,0.25,0.19,66.57,36.3,43.2,0.58,36.0,2.0,4.0,Escocia Premiership,3.0
Steven Fletcher,0.27,0.39,27.59,2.73,0.03,0.0,0.24,0.06,0.06,62.21,57.67,50.76,0.82,33.0,3.0,4.0,Escocia Premiership,3.0
Liel Abada,0.29,0.26,41.3,1.56,0.0,0.0,0.09,0.29,0.15,81.61,9.52,33.82,0.32,34.0,1.0,4.0,Escocia Premiership,3.0
Curtis Main,0.24,0.24,48.28,2.46,0.05,0.0,0.24,0.16,0.05,59.42,45.83,41.09,1.08,37.0,3.0,4.0,Escocia Premiership,3.0
Kevin Nisbet,0.63,0.58,54.17,2.74,0.05,1.05,0.11,0.11,0.05,59.64,36.92,40.12,1.11,19.0,2.0,4.0,Escocia Premiership,3.0
Alfredo Morelos,0.34,0.38,32.0,2.63,0.09,0.0,0.03,0.13,0.16,80.78,45.16,37.58,0.5,32.0,2.0,4.0,Escocia Premiership,3.0
Kyle Vassell,0.29,0.07,25.0,2.64,0.07,0.0,0.14,0.36,0.14,61.43,35.37,37.78,1.93,14.0,3.0,4.0,Escocia Premiership,3.0
Josh Ginnelly,0.4,0.1,51.56,1.57,0.03,0.0,0.27,0.23,0.13,82.24,15.0,43.92,1.27,30.0,2.0,4.0,Escocia Premiership,3.0
Jordan White,0.29,0.11,22.22,1.5,0.11,0.0,0.13,0.13,0.05,55.89,43.81,41.25,0.89,38.0,3.0,4.0,Escocia Premiership,3.0
Stevie May,0.24,0.16,31.91,2.19,0.03,0.0,0.16,0.16,0.16,67.61,27.16,34.54,0.73,37.0,3.0,4.0,Escocia Premiership,3.0
Barrie McKay,0.11,0.05,51.28,1.03,0.0,0.0,0.38,0.08,0.16,76.02,37.5,49.24,0.84,37.0,2.0,4.0,Escocia Premiership,3.0
Vicente Besuijen,0.17,0.0,52.94,0.94,0.0,0.0,0.17,0.11,0.06,75.56,12.5,54.43,1.28,18.0,1.0,4.0,Escocia Premiership,3.0
Mykola Kukharevych,0.33,0.2,18.75,2.27,0.07,0.0,0.27,0.07,0.07,67.84,41.67,36.87,0.73,15.0,1.0,4.0,Escocia Premiership,3.0
Bojan Miovski,0.43,0.41,40.63,1.86,0.08,0.0,0.32,0.16,0.05,62.72,28.27,31.41,0.7,37.0,1.0,4.0,Escocia Premiership,3.0
Giorgos Giakoumakis,0.32,0.37,28.57,2.32,0.05,0.0,0.11,0.05,0.05,75.19,55.56,39.13,0.42,19.0,2.0,4.0,Escocia Premiership,3.0
Luís Henriques de Barros Lopes,0.43,0.19,44.44,1.59,0.14,0.9,0.16,0.11,0.05,67.89,40.71,40.36,1.51,37.0,1.0,4.0,Escocia Premiership,3.0
Hyun-gyu Oh,0.38,0.31,42.86,1.88,0.13,0.0,0.06,0.06,0.0,74.32,40.91,38.81,0.5,16.0,1.0,4.0,Escocia Premiership,3.0
Christian Doidge,0.09,0.13,40.0,1.44,0.03,0.0,0.13,0.19,0.13,48.89,47.99,46.04,0.69,32.0,3.0,4.0,Escocia Premiership,3.0
Jamie Murphy,0.13,0.0,60.0,0.83,0.0,0.0,0.17,0.08,0.0,73.49,27.27,50.35,1.21,24.0,3.0,4.0,Escocia Premiership,3.0
Daizen Maeda,0.23,0.31,41.27,1.11,0.06,0.0,0.51,0.17,0.14,78.86,27.59,39.68,0.8,35.0,2.0,4.0,Escocia Premiership,3.0
Eamonn Brophy,0.15,0.1,27.27,2.0,0.0,0.0,0.0,0.15,0.2,64.6,35.48,29.17,0.3,20.0,2.0,4.0,Escocia Premiership,3.0
Steven Bradley,0.06,0.0,53.13,1.13,0.0,0.0,0.44,0.06,0.13,64.08,42.19,49.09,1.13,16.0,1.0,4.0,Escocia Premiership,3.0
Rabbi Matondo,0.0,0.05,43.1,0.95,0.0,0.0,0.16,0.21,0.21,75.0,39.13,41.1,0.68,19.0,1.0,4.0,Escocia Premiership,3.0
Kyle Lafferty,0.08,0.08,33.33,1.0,0.0,0.0,0.17,0.0,0.0,56.82,49.3,40.87,0.58,12.0,3.0,4.0,Escocia Premiership,3.0
Bruce Anderson,0.2,0.1,33.33,1.53,0.03,0.0,0.1,0.07,0.07,64.48,26.27,31.36,0.97,30.0,2.0,4.0,Escocia Premiership,3.0
Nicky Clark,0.17,0.17,37.5,1.39,0.04,0.0,0.04,0.09,0.09,65.44,33.09,37.5,1.04,23.0,3.0,4.0,Escocia Premiership,3.0
Tony Watt,0.19,0.07,32.5,1.3,0.0,0.0,0.33,0.04,0.04,58.06,44.29,40.53,1.15,27.0,2.0,4.0,Escocia Premiership,3.0
Glenn Middleton,0.07,0.17,38.71,1.1,0.0,0.69,0.17,0.14,0.07,77.0,13.79,35.83,0.83,29.0,1.0,4.0,Escocia Premiership,3.0
Joel Nouble,0.23,0.07,44.92,1.27,0.07,0.0,0.37,0.1,0.07,68.29,41.86,39.96,2.47,30.0,2.0,4.0,Escocia Premiership,3.0
Scott Robinson,0.13,0.13,20.0,0.63,0.0,0.0,0.19,0.06,0.0,62.69,25.93,30.77,0.38,16.0,3.0,4.0,Escocia Premiership,3.0
Oli Shaw,0.0,0.17,33.33,1.67,0.0,0.0,0.33,0.0,0.0,69.19,47.37,41.38,0.58,12.0,2.0,4.0,Escocia Premiership,3.0
Jonah Ayunga,0.16,0.42,44.12,2.16,0.05,0.0,0.11,0.0,0.11,61.06,29.89,36.67,1.37,19.0,2.0,4.0,Escocia Premiership,3.0
Stephen Humphrys,0.16,0.16,48.0,1.63,0.0,0.0,0.05,0.05,0.0,60.69,44.78,39.57,0.42,19.0,2.0,4.0,Escocia Premiership,3.0
Innes Cameron,0.06,0.0,22.22,0.75,0.0,0.0,0.13,0.06,0.06,48.72,36.3,35.48,0.38,16.0,1.0,4.0,Escocia Premiership,3.0
Alex Greive,0.14,0.14,58.33,0.89,0.04,0.0,0.07,0.04,0.0,69.59,20.29,31.13,0.64,28.0,1.0,4.0,Escocia Premiership,3.0
Simon Murray,0.14,0.14,41.67,1.07,0.0,0.0,0.0,0.07,0.07,61.63,25.0,34.78,0.43,14.0,3.0,4.0,Escocia Premiership,3.0
Alan Forrest,0.11,0.03,39.02,0.97,0.0,0.0,0.31,0.06,0.0,73.62,27.78,37.84,0.29,35.0,2.0,4.0,Escocia Premiership,3.0
Rory Macleod,0.0,0.0,40.0,0.47,0.0,0.0,0.07,0.07,0.0,75.0,0.0,27.78,0.27,15.0,1.0,4.0,Escocia Premiership,3.0
Harry McKirdy,0.0,0.0,43.75,0.82,0.0,0.0,0.18,0.05,0.0,71.85,33.33,36.36,0.45,22.0,2.0,4.0,Escocia Premiership,3.0
Connor McLennan,0.04,0.15,33.33,0.69,0.0,0.0,0.31,0.08,0.04,72.06,47.17,44.59,0.73,26.0,1.0,4.0,Escocia Premiership,3.0
Thelonius Bair,0.04,0.07,40.0,0.48,0.0,0.0,0.11,0.04,0.04,56.58,43.68,36.84,0.07,27.0,1.0,4.0,Escocia Premiership,3.0
Connor Shields,0.0,0.11,26.67,0.63,0.0,0.0,0.21,0.16,0.11,65.91,30.36,31.85,0.42,19.0,2.0,4.0,Escocia Premiership,3.0
Marley Watkins,0.04,0.04,36.36,0.35,0.0,0.0,0.0,0.04,0.04,65.82,42.86,38.76,0.42,26.0,3.0,4.0,Escocia Premiership,3.0
William Akio,0.08,0.0,33.33,0.33,0.0,0.0,0.17,0.0,0.0,54.1,28.57,40.0,0.08,12.0,2.0,4.0,Escocia Premiership,3.0
Shayden Morris,0.0,0.0,40.0,0.46,0.0,0.0,0.38,0.0,0.0,82.22,11.11,29.17,0.23,13.0,1.0,4.0,Escocia Premiership,3.0
Kurtis Guthrie,0.0,0.06,40.0,1.06,0.0,0.0,0.13,0.0,0.0,57.89,42.86,40.13,1.06,16.0,2.0,4.0,Escocia Premiership,3.0
Elias Hoff Melkersen,0.0,0.0,37.5,0.62,0.0,0.0,0.15,0.08,0.08,81.82,23.81,29.51,0.38,13.0,1.0,4.0,Escocia Premiership,3.0
Jordy Hiwula,0.05,0.0,15.38,0.38,0.0,0.0,0.19,0.05,0.0,69.92,19.23,25.37,0.14,21.0,2.0,4.0,Escocia Premiership,3.0
Dominic Samuel,0.0,0.0,0.0,0.27,0.0,0.0,0.09,0.0,0.0,77.94,40.0,37.14,0.55,11.0,2.0,4.0,Escocia Premiership,3.0
Zak Rudden,0.08,0.17,33.33,0.83,0.08,0.0,0.0,0.0,0.0,43.4,29.03,30.19,0.25,12.0,1.0,4.0,Escocia Premiership,3.0
Kai Fotheringham,0.0,0.0,41.67,0.55,0.0,0.0,0.09,0.09,0.18,64.08,61.9,44.44,0.64,11.0,1.0,4.0,Escocia Premiership,3.0
Sadat Anaku,0.0,0.07,42.86,0.93,0.0,0.0,0.07,0.0,0.0,80.7,9.52,20.0,0.14,14.0,1.0,4.0,Escocia Premiership,3.0
Roberto López,0.18,0.08,48.15,2.03,0.0,0.0,0.45,0.28,0.1,78.54,38.46,46.44,0.55,40.0,1.0,4.0,España La Liga 2,2.0
Raúl García,0.49,0.28,37.5,2.44,0.08,0.0,0.18,0.1,0.18,64.4,45.85,43.61,1.38,39.0,1.0,4.0,España La Liga 2,2.0
Sandro Ramírez,0.33,0.19,43.4,2.86,0.0,2.38,0.14,0.24,0.14,87.13,41.18,52.67,1.38,21.0,2.0,4.0,España La Liga 2,2.0
Myrto Uzuni,0.61,0.61,45.83,2.66,0.03,0.0,0.39,0.13,0.13,77.25,33.01,43.49,1.29,38.0,2.0,4.0,España La Liga 2,2.0
José Callejón,0.1,0.1,37.5,1.31,0.02,0.0,0.26,0.29,0.21,80.0,36.05,45.2,1.19,42.0,3.0,4.0,España La Liga 2,2.0
Jonathan Dubasin,0.26,0.15,56.96,1.46,0.0,0.0,0.33,0.23,0.13,69.74,43.06,47.07,1.36,39.0,1.0,4.0,España La Liga 2,2.0
Chris Ramos,0.29,0.38,38.24,2.42,0.17,0.0,0.21,0.25,0.0,53.72,63.36,54.88,1.88,24.0,2.0,4.0,España La Liga 2,2.0
Enric Gallego,0.28,0.23,36.36,2.13,0.05,0.0,0.3,0.18,0.08,55.67,52.2,42.58,0.73,40.0,3.0,4.0,España La Liga 2,2.0
Dani Raba,0.13,0.06,48.15,1.23,0.0,0.0,0.23,0.29,0.1,73.41,34.15,46.22,2.35,31.0,2.0,4.0,España La Liga 2,2.0
Óscar Pinchi,0.16,0.13,45.05,1.66,0.0,0.0,0.39,0.16,0.05,71.21,39.19,45.29,1.58,38.0,2.0,4.0,España La Liga 2,2.0
Mustapha Bundu,0.11,0.07,56.1,0.64,0.0,0.0,0.18,0.21,0.07,80.5,68.75,52.43,0.25,28.0,2.0,4.0,España La Liga 2,2.0
Germán Valera,0.05,0.11,52.42,1.16,0.0,0.0,0.45,0.08,0.03,84.16,31.82,54.57,1.68,38.0,1.0,4.0,España La Liga 2,2.0
Jon Bautista,0.16,0.16,60.98,1.45,0.03,0.0,0.08,0.08,0.08,59.34,55.88,49.65,0.58,38.0,2.0,4.0,España La Liga 2,2.0
Rubén Castro,0.24,0.37,32.43,2.34,0.02,0.0,0.22,0.12,0.1,77.76,33.96,38.51,0.83,41.0,3.0,4.0,España La Liga 2,2.0
Christos Albanis,0.13,0.03,45.16,1.13,0.0,0.0,0.19,0.13,0.13,80.65,39.13,45.07,0.68,31.0,2.0,4.0,España La Liga 2,2.0
Higinio Marín,0.31,0.22,32.76,1.64,0.11,0.0,0.14,0.11,0.03,66.23,41.33,41.46,1.5,36.0,2.0,4.0,España La Liga 2,2.0
Sinan Bakış,0.36,0.55,60.98,2.0,0.06,0.0,0.12,0.03,0.06,74.65,51.65,48.44,1.27,33.0,2.0,4.0,España La Liga 2,2.0
Borja Bastón,0.24,0.39,35.29,2.0,0.0,0.0,0.27,0.06,0.0,64.09,47.01,43.92,1.3,33.0,3.0,4.0,España La Liga 2,2.0
Álex Millán,0.2,0.3,47.37,1.4,0.05,0.0,0.05,0.2,0.2,70.54,40.0,45.0,1.2,20.0,1.0,4.0,España La Liga 2,2.0
Giuliano Simeone,0.25,0.5,47.57,2.33,0.0,0.0,0.33,0.14,0.08,66.73,35.63,46.18,1.78,36.0,1.0,4.0,España La Liga 2,2.0
Gustavo Blanco,0.14,0.21,36.36,0.86,0.1,0.0,0.17,0.1,0.03,58.36,63.52,56.22,0.72,29.0,3.0,4.0,España La Liga 2,2.0
Manu Vallejo,0.25,0.13,58.33,1.0,0.06,0.0,0.19,0.06,0.0,74.53,34.09,40.52,0.94,16.0,2.0,4.0,España La Liga 2,2.0
Dauda Mohammed,0.15,0.15,64.71,1.07,0.0,0.0,0.11,0.0,0.07,76.62,31.82,51.53,1.11,27.0,2.0,4.0,España La Liga 2,2.0
Idrissa Thiam,0.0,0.0,55.0,0.42,0.0,0.0,0.17,0.25,0.17,79.07,44.44,64.0,0.83,12.0,1.0,4.0,España La Liga 2,2.0
Juan Carlos,0.21,0.05,53.73,1.11,0.03,0.0,0.37,0.08,0.0,71.66,27.16,44.62,1.58,38.0,3.0,4.0,España La Liga 2,2.0
Iván Romero,0.12,0.18,42.11,1.5,0.03,0.0,0.35,0.06,0.12,68.4,38.14,45.61,1.82,34.0,1.0,4.0,España La Liga 2,2.0
Borja Valle,0.15,0.15,35.29,1.05,0.03,0.0,0.28,0.0,0.0,79.83,39.82,48.0,1.97,39.0,3.0,4.0,España La Liga 2,2.0
Fernando Niño,0.1,0.1,41.86,0.9,0.03,0.0,0.13,0.08,0.08,72.37,53.91,52.69,1.54,39.0,1.0,4.0,España La Liga 2,2.0
Jorge Molina,0.12,0.24,50.0,1.08,0.0,0.0,0.04,0.08,0.04,68.21,57.14,57.75,0.92,25.0,3.0,4.0,España La Liga 2,2.0
Mohamed Bouldini,0.22,0.28,52.54,1.47,0.08,0.0,0.08,0.11,0.06,68.01,52.55,46.28,1.36,36.0,2.0,4.0,España La Liga 2,2.0
Roko Baturina,0.29,0.14,33.33,1.14,0.0,0.0,0.0,0.07,0.14,68.47,40.63,44.8,1.64,14.0,1.0,4.0,España La Liga 2,2.0
Alberto Perea,0.1,0.0,58.82,0.71,0.0,1.19,0.14,0.05,0.05,88.17,44.44,48.55,1.0,21.0,3.0,4.0,España La Liga 2,2.0
Kevin Omoruyi,0.09,0.0,80.0,1.45,0.09,0.0,0.18,0.09,0.09,50.47,46.24,43.48,0.55,11.0,1.0,4.0,España La Liga 2,2.0
Juan Otero,0.15,0.1,41.91,2.0,0.0,0.0,0.59,0.17,0.0,71.23,45.95,43.93,1.46,41.0,2.0,4.0,España La Liga 2,2.0
Armando Sadiku,0.26,0.06,50.0,1.23,0.03,0.0,0.1,0.03,0.0,75.1,35.53,32.72,0.45,31.0,3.0,4.0,España La Liga 2,2.0
Asier Villalibre,0.25,0.31,50.0,1.81,0.19,0.0,0.0,0.06,0.13,69.85,56.25,44.74,0.88,16.0,2.0,4.0,España La Liga 2,2.0
Sergi Enrich,0.21,0.18,50.0,0.91,0.09,0.0,0.06,0.09,0.03,59.89,50.84,46.09,0.82,34.0,3.0,4.0,España La Liga 2,2.0
Isak Jansson,0.07,0.0,44.83,0.78,0.0,0.0,0.3,0.0,0.0,77.2,42.5,48.82,0.37,27.0,1.0,4.0,España La Liga 2,2.0
Manu Barreiro,0.06,0.13,33.33,1.19,0.03,0.0,0.16,0.03,0.06,54.95,55.27,51.58,0.66,32.0,3.0,4.0,España La Liga 2,2.0
Ekain Zenitagoia,0.13,0.13,53.03,1.23,0.0,0.0,0.26,0.15,0.1,67.14,38.62,43.6,1.41,39.0,2.0,4.0,España La Liga 2,2.0
Álex Bermejo Escribano,0.11,0.05,50.0,1.59,0.03,0.0,0.27,0.0,0.03,73.19,44.44,46.63,1.19,37.0,2.0,4.0,España La Liga 2,2.0
Juanma García,0.14,0.14,33.33,0.97,0.0,0.0,0.45,0.07,0.1,72.16,28.13,40.49,1.1,29.0,2.0,4.0,España La Liga 2,2.0
Mamadou Sylla,0.21,0.05,40.0,0.84,0.05,0.0,0.05,0.11,0.05,72.11,38.98,40.0,1.05,19.0,2.0,4.0,España La Liga 2,2.0
Marvin Park,0.04,0.0,50.0,0.25,0.0,0.0,0.46,0.04,0.04,87.59,29.17,51.03,0.88,24.0,1.0,4.0,España La Liga 2,2.0
Alfredo Ortuño,0.24,0.27,43.24,1.92,0.08,0.0,0.03,0.03,0.0,65.48,38.57,34.28,0.38,37.0,3.0,4.0,España La Liga 2,2.0
Javier Avilés,0.05,0.05,50.0,0.74,0.0,0.0,0.42,0.05,0.0,63.86,39.39,41.67,1.0,19.0,2.0,4.0,España La Liga 2,2.0
Marc Cardona,0.19,0.28,49.21,1.39,0.03,0.0,0.25,0.03,0.0,74.9,38.46,45.89,1.28,36.0,2.0,4.0,España La Liga 2,2.0
Yuri,0.24,0.08,28.57,0.97,0.0,0.0,0.11,0.05,0.03,80.98,32.0,42.0,0.68,37.0,3.0,4.0,España La Liga 2,2.0
Joaquín Muñoz,0.09,0.09,39.62,0.91,0.0,0.0,0.27,0.18,0.14,71.49,0.0,42.47,0.82,22.0,1.0,4.0,España La Liga 2,2.0
Jacobo González,0.07,0.07,50.0,1.43,0.0,0.0,0.33,0.07,0.03,80.43,60.98,43.15,0.47,30.0,2.0,4.0,España La Liga 2,2.0
Alex Calvo,0.09,0.0,65.22,0.55,0.0,0.0,0.45,0.0,0.0,66.67,50.0,51.72,0.45,11.0,1.0,4.0,España La Liga 2,2.0
Matheus Aiás,0.09,0.29,51.16,1.53,0.0,0.0,0.18,0.03,0.0,58.86,38.71,46.04,1.09,34.0,2.0,4.0,España La Liga 2,2.0
Samuel Obeng,0.15,0.15,48.65,1.23,0.05,0.0,0.15,0.08,0.03,55.13,38.53,41.02,0.95,39.0,2.0,4.0,España La Liga 2,2.0
José Ángel Carrillo,0.1,0.0,72.73,0.71,0.0,0.0,0.05,0.05,0.0,51.87,52.35,50.23,1.0,21.0,2.0,4.0,España La Liga 2,2.0
Víctor Mollejo,0.11,0.14,16.67,0.86,0.04,0.0,0.25,0.25,0.07,69.46,43.59,42.08,1.18,28.0,1.0,4.0,España La Liga 2,2.0
Pablo Chavarría,0.21,0.13,14.29,1.0,0.08,0.0,0.17,0.13,0.13,57.74,42.71,37.21,0.54,24.0,3.0,4.0,España La Liga 2,2.0
Carlos Martinez Rodriguez,0.26,0.23,52.0,1.23,0.03,0.0,0.09,0.06,0.0,83.87,36.21,42.55,0.6,35.0,3.0,4.0,España La Liga 2,2.0
José Manuel Arnáiz,0.24,0.11,42.75,2.11,0.0,0.0,0.42,0.08,0.05,81.03,34.78,39.78,1.92,38.0,2.0,4.0,España La Liga 2,2.0
Aitor García,0.19,0.06,36.96,1.0,0.0,0.0,0.5,0.0,0.0,77.25,22.58,36.99,0.19,32.0,2.0,4.0,España La Liga 2,2.0
Fran Sol,0.09,0.06,61.11,1.06,0.03,0.0,0.0,0.03,0.06,64.89,41.54,39.72,0.47,32.0,3.0,4.0,España La Liga 2,2.0
Diego Collado,0.15,0.06,42.22,1.76,0.03,0.0,0.32,0.09,0.09,75.46,37.78,45.92,1.65,34.0,1.0,4.0,España La Liga 2,2.0
Wesley Moraes,0.08,0.22,57.89,0.89,0.03,0.0,0.03,0.06,0.06,70.32,55.41,48.24,0.44,36.0,2.0,4.0,España La Liga 2,2.0
Sergio Castel Martínez,0.0,0.15,50.0,1.12,0.0,0.0,0.04,0.04,0.08,66.07,48.28,42.03,0.5,26.0,2.0,4.0,España La Liga 2,2.0
Borja Garcés,0.11,0.25,41.67,1.31,0.03,0.0,0.11,0.03,0.03,73.19,42.06,42.59,1.17,36.0,1.0,4.0,España La Liga 2,2.0
Quique,0.13,0.0,69.23,0.6,0.0,0.0,0.17,0.07,0.03,66.12,60.0,53.61,0.4,30.0,3.0,4.0,España La Liga 2,2.0
Derik Lacerda,0.08,0.16,48.28,1.08,0.03,0.0,0.13,0.08,0.08,67.74,45.69,47.78,1.24,38.0,1.0,4.0,España La Liga 2,2.0
Ivan Azón Monzón,0.16,0.37,24.0,1.79,0.05,0.0,0.11,0.11,0.05,50.89,51.46,44.44,1.16,19.0,1.0,4.0,España La Liga 2,2.0
Eduardo Espiau,0.13,0.13,36.96,1.28,0.08,0.0,0.28,0.03,0.0,64.81,52.17,43.67,1.05,40.0,2.0,4.0,España La Liga 2,2.0
Cristo González,0.15,0.15,46.0,1.47,0.0,0.0,0.15,0.09,0.0,75.16,39.02,41.43,0.82,34.0,2.0,4.0,España La Liga 2,2.0
Jon Karrikaburu,0.16,0.26,53.13,1.58,0.0,0.0,0.0,0.0,0.0,54.89,38.89,43.09,1.26,19.0,1.0,4.0,España La Liga 2,2.0
Roberto Soldado,0.08,0.24,33.33,0.96,0.0,0.0,0.08,0.08,0.04,77.33,27.27,34.88,0.56,25.0,3.0,4.0,España La Liga 2,2.0
Dani Escriche,0.06,0.22,36.96,1.03,0.0,0.0,0.19,0.13,0.09,64.6,40.91,42.91,1.41,32.0,2.0,4.0,España La Liga 2,2.0
Darío Poveda,0.12,0.09,50.0,0.82,0.0,0.0,0.06,0.0,0.03,72.48,59.18,48.28,0.45,33.0,2.0,4.0,España La Liga 2,2.0
Dani Queipo,0.1,0.03,46.0,0.55,0.0,0.0,0.32,0.03,0.0,75.43,41.46,46.63,0.74,31.0,1.0,4.0,España La Liga 2,2.0
Miguel de la Fuente,0.12,0.24,41.46,1.52,0.0,0.0,0.12,0.15,0.12,68.26,30.95,38.89,1.76,33.0,1.0,4.0,España La Liga 2,2.0
Mourad El Ghezouani,0.09,0.09,42.11,0.66,0.0,0.0,0.11,0.09,0.0,67.6,50.0,43.14,0.49,35.0,2.0,4.0,España La Liga 2,2.0
Loren Morón,0.09,0.18,42.86,1.27,0.0,0.0,0.0,0.0,0.0,71.62,28.0,50.75,1.55,11.0,2.0,4.0,España La Liga 2,2.0
Arvin Appiah,0.05,0.0,46.67,0.43,0.0,0.0,0.05,0.05,0.05,88.74,83.33,50.0,0.67,21.0,1.0,4.0,España La Liga 2,2.0
Miguel Villar Miki,0.07,0.0,37.5,0.13,0.0,0.0,0.33,0.07,0.07,70.93,40.0,43.4,0.0,15.0,2.0,4.0,España La Liga 2,2.0
Álex Forés,0.06,0.19,31.25,0.84,0.0,0.0,0.06,0.03,0.03,62.73,57.14,43.21,0.34,32.0,1.0,4.0,España La Liga 2,2.0
Leonardo Sequeira,0.08,0.0,22.22,0.33,0.08,0.0,0.17,0.0,0.0,55.56,54.76,45.68,0.67,12.0,2.0,4.0,España La Liga 2,2.0
Taichi Hara,0.07,0.07,57.14,0.47,0.0,0.0,0.07,0.0,0.0,60.67,39.29,42.7,0.67,15.0,1.0,4.0,España La Liga 2,2.0
Heriberto Tavares,0.0,0.05,38.46,0.68,0.0,0.0,0.0,0.11,0.05,60.53,54.55,37.68,0.16,19.0,2.0,4.0,España La Liga 2,2.0
Juan Carlos Arana,0.12,0.06,9.09,1.12,0.0,0.0,0.0,0.0,0.0,67.86,23.08,37.5,0.53,17.0,1.0,4.0,España La Liga 2,2.0
Víctor Campuzano,0.1,0.25,69.23,1.1,0.05,0.0,0.0,0.05,0.0,68.22,21.95,32.2,0.6,20.0,2.0,4.0,España La Liga 2,2.0
Juan Artola,0.09,0.03,40.0,0.59,0.03,0.0,0.0,0.03,0.0,66.18,22.41,28.19,0.44,32.0,1.0,4.0,España La Liga 2,2.0
Yacine Qasmi,0.07,0.1,40.0,0.48,0.0,0.0,0.07,0.03,0.0,66.14,45.9,44.29,0.79,29.0,3.0,4.0,España La Liga 2,2.0
