Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Interceptions,Big chances created,Assists,Accurate passes %,Aerial duels won %,Total duels won %,Was fouled,Appearances,Age Range,Position,League,Level
Diego Chávez,0.06,0.13,52.63,1.13,0.0,0.0,0.56,0.13,0.06,64.73,42.86,43.7,0.38,16.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Moisés,0.06,0.12,54.17,1.18,0.0,0.0,0.06,0.18,0.06,80.38,33.33,40.95,0.29,17.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Christian Tabó,0.0,0.06,47.37,0.56,0.0,0.0,0.13,0.06,0.0,77.27,28.13,42.39,0.81,16.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Miguel Sansores,0.08,0.08,50.0,0.46,0.0,0.0,0.15,0.08,0.08,71.65,41.18,41.46,0.54,13.0,3.0,4.0,Mexico Liga MX Apertura,3.0
Javier Correa,0.07,0.2,47.06,1.8,0.0,0.0,0.0,0.0,0.0,69.86,40.0,44.44,0.07,15.0,3.0,4.0,Mexico Liga MX Apertura,3.0
Santiago Muñoz,0.0,0.0,42.86,0.25,0.0,0.0,0.08,0.08,0.08,91.67,50.0,39.39,0.42,12.0,1.0,4.0,Mexico Liga MX Apertura,3.0
Luis Amarilla,0.27,0.2,40.91,1.2,0.0,0.0,0.07,0.07,0.07,79.65,31.94,38.41,0.87,15.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Martín Barragán,0.0,0.35,30.77,2.06,0.0,0.0,0.18,0.06,0.0,75.69,47.17,36.29,0.82,17.0,3.0,4.0,Mexico Liga MX Apertura,3.0
Lucas Cavallini,0.09,0.0,27.27,1.09,0.0,0.0,0.0,0.0,0.0,63.77,34.21,35.8,0.82,11.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Ronaldo Cisneros,0.15,0.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.39,29.41,25.64,0.31,13.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Angel Zaldívar,0.31,0.23,50.0,0.92,0.0,0.0,0.08,0.0,0.0,86.57,30.43,31.58,0.31,13.0,2.0,4.0,Mexico Liga MX Apertura,3.0
Amahl Pellegrino,0.83,0.72,60.0,3.66,0.07,0.43,0.48,0.59,0.48,78.77,26.09,49.69,0.9,29.0,3.0,4.0,Noruega Eliteserien,3.0
Zlatko Tripić,0.45,0.07,30.23,1.86,0.0,0.43,0.28,0.69,0.34,72.5,48.98,53.61,2.24,29.0,3.0,4.0,Noruega Eliteserien,3.0
Akor Adams,1.0,0.67,38.71,5.13,0.27,0.0,0.07,0.07,0.13,70.83,46.55,39.22,1.07,15.0,1.0,4.0,Noruega Eliteserien,3.0
Emil Frederiksen,0.17,0.17,63.41,3.17,0.0,0.0,0.58,0.42,0.25,70.87,30.77,53.1,1.17,12.0,1.0,4.0,Noruega Eliteserien,3.0
Magnus Wolff Eikrem,0.3,0.05,50.0,1.5,0.0,1.43,0.25,0.3,0.35,75.13,33.33,40.0,0.25,20.0,3.0,4.0,Noruega Eliteserien,3.0
Bård Finne,0.55,0.38,59.26,4.52,0.0,0.43,0.17,0.41,0.31,63.98,31.25,34.29,0.55,29.0,2.0,4.0,Noruega Eliteserien,3.0
Andrej Ilić,0.69,0.38,42.86,3.0,0.38,0.0,0.38,0.0,0.0,52.38,50.45,48.77,0.23,13.0,1.0,4.0,Noruega Eliteserien,3.0
Carlo Holse,0.19,0.31,55.56,3.0,0.06,0.0,0.56,0.44,0.13,80.24,60.0,58.57,0.88,16.0,1.0,4.0,Noruega Eliteserien,3.0
Ole Christian Saeter,0.67,0.42,52.63,2.42,0.08,0.0,0.33,0.17,0.0,57.14,43.66,42.28,0.83,12.0,2.0,4.0,Noruega Eliteserien,3.0
Niklas Castro,0.35,0.0,41.46,1.45,0.0,0.0,0.15,0.1,0.05,77.61,35.48,38.64,0.5,20.0,2.0,4.0,Noruega Eliteserien,3.0
Vegard Erlien,0.5,0.1,39.58,2.27,0.07,0.0,0.13,0.23,0.07,73.99,26.67,36.07,0.57,30.0,2.0,4.0,Noruega Eliteserien,3.0
Ole Didrik Blomberg,0.06,0.12,52.75,1.65,0.0,0.0,0.29,0.18,0.06,70.27,37.74,48.73,1.59,17.0,1.0,4.0,Noruega Eliteserien,3.0
Joel Mugisha Mvuka,0.25,0.08,53.57,1.17,0.0,0.0,0.67,0.25,0.25,86.46,14.29,44.96,0.92,12.0,1.0,4.0,Noruega Eliteserien,3.0
Sander Svendsen,0.17,0.0,59.38,1.6,0.03,0.0,0.33,0.3,0.27,81.3,27.59,42.76,0.77,30.0,2.0,4.0,Noruega Eliteserien,3.0
Thomas Lehne Olsen,0.54,0.54,40.0,3.27,0.08,0.0,0.27,0.15,0.08,63.18,47.71,41.96,0.5,26.0,3.0,4.0,Noruega Eliteserien,3.0
Faris Pemi Moumbagna,0.54,0.61,50.0,2.36,0.14,0.0,0.18,0.21,0.18,74.32,46.15,39.69,1.39,28.0,1.0,4.0,Noruega Eliteserien,3.0
Ola Brynhildsen,0.47,0.4,39.29,2.67,0.0,0.0,0.13,0.27,0.13,73.21,27.78,43.16,1.27,15.0,1.0,4.0,Noruega Eliteserien,3.0
Danilo Al-Saed,0.38,0.17,48.88,2.38,0.0,0.0,0.45,0.14,0.07,74.12,20.0,44.07,0.48,29.0,1.0,4.0,Noruega Eliteserien,3.0
Lars-Jørgen Salvesen,0.34,0.45,57.5,3.0,0.1,0.0,0.24,0.1,0.0,72.22,43.75,38.33,0.59,29.0,2.0,4.0,Noruega Eliteserien,3.0
Tobias Fjeld Gulliksen,0.22,0.04,64.18,1.43,0.0,0.0,0.39,0.04,0.04,82.88,22.73,45.93,1.43,23.0,1.0,4.0,Noruega Eliteserien,3.0
Nicholas D'Agostino,0.14,0.48,30.0,2.33,0.05,0.0,0.19,0.33,0.29,64.0,47.44,42.96,0.43,21.0,2.0,4.0,Noruega Eliteserien,3.0
Frederik Børsting,0.17,0.24,53.13,1.03,0.0,0.0,0.62,0.1,0.1,80.04,29.17,40.63,1.0,29.0,2.0,4.0,Noruega Eliteserien,3.0
Mikael Ingebrigtsen,0.25,0.21,48.78,1.75,0.0,0.0,0.38,0.17,0.17,79.3,44.44,53.04,0.63,24.0,2.0,4.0,Noruega Eliteserien,3.0
Eric Kitolano,0.17,0.22,48.28,1.04,0.04,0.0,0.22,0.3,0.13,80.75,52.94,46.22,0.83,23.0,2.0,4.0,Noruega Eliteserien,3.0
Pål Alexander Kirkevold,0.21,0.21,55.38,1.96,0.04,0.0,0.25,0.11,0.14,65.8,48.07,44.08,1.75,28.0,3.0,4.0,Noruega Eliteserien,3.0
Nino Žugelj,0.17,0.33,45.16,2.33,0.0,0.0,0.25,0.17,0.0,77.3,45.45,40.0,0.25,12.0,1.0,4.0,Noruega Eliteserien,3.0
Jonatan Braut Brunes,0.38,0.63,50.0,2.19,0.0,0.0,0.13,0.13,0.13,64.15,41.03,38.85,0.88,16.0,1.0,4.0,Noruega Eliteserien,3.0
Sondre Sörli,0.17,0.17,35.48,1.11,0.0,0.0,0.11,0.22,0.11,82.06,40.0,34.25,0.17,18.0,2.0,4.0,Noruega Eliteserien,3.0
Mai Traore,0.27,0.27,25.0,1.53,0.0,0.0,0.33,0.13,0.13,77.78,48.72,39.02,0.47,15.0,1.0,4.0,Noruega Eliteserien,3.0
Kristian Opseth,0.3,0.37,55.56,1.85,0.11,1.23,0.04,0.15,0.07,64.44,38.98,40.0,0.37,27.0,3.0,4.0,Noruega Eliteserien,3.0
Jakob Napoleon Romsaas,0.3,0.2,48.28,1.4,0.0,0.0,0.55,0.05,0.0,80.49,43.75,36.13,0.4,20.0,1.0,4.0,Noruega Eliteserien,3.0
Kasper Høgh,0.36,0.43,66.67,2.21,0.0,0.0,0.14,0.07,0.07,69.16,41.89,40.0,1.5,14.0,1.0,4.0,Noruega Eliteserien,3.0
Veton Berisha,0.23,0.36,45.45,1.73,0.0,0.0,0.36,0.18,0.14,70.61,39.58,38.93,0.36,22.0,2.0,4.0,Noruega Eliteserien,3.0
Faniel Temesgen Tewelde,0.25,0.0,59.26,1.1,0.0,0.0,0.05,0.15,0.0,73.24,35.71,44.0,0.1,20.0,1.0,4.0,Noruega Eliteserien,3.0
Ole Erik Midtskogen,0.12,0.15,60.61,1.77,0.0,0.0,0.19,0.08,0.0,60.77,59.15,51.72,1.31,26.0,2.0,4.0,Noruega Eliteserien,3.0
ÍIsak Snær Þorvaldsson,0.28,0.17,40.0,1.06,0.06,0.0,0.11,0.06,0.0,67.74,43.24,40.5,1.0,18.0,1.0,4.0,Noruega Eliteserien,3.0
Jayden Nelson,0.17,0.13,47.31,1.42,0.0,0.0,0.21,0.17,0.21,78.41,21.74,36.52,0.63,24.0,1.0,4.0,Noruega Eliteserien,3.0
Jakob Maslo Dunsby,0.12,0.12,50.72,1.19,0.0,0.0,0.81,0.08,0.0,73.26,19.05,46.33,1.46,26.0,1.0,4.0,Noruega Eliteserien,3.0
Moses Dramwi Mawa,0.14,0.0,55.56,0.86,0.0,0.0,0.43,0.21,0.0,74.81,30.0,37.68,0.71,14.0,2.0,4.0,Noruega Eliteserien,3.0
Rafik Zekhnini,0.08,0.17,75.0,0.42,0.0,0.0,0.08,0.25,0.17,79.08,87.5,48.98,0.17,12.0,2.0,4.0,Noruega Eliteserien,3.0
Franklin Daddysboy Nyenetue,0.26,0.13,78.57,0.87,0.09,0.0,0.0,0.13,0.09,73.02,27.12,37.5,0.35,23.0,1.0,4.0,Noruega Eliteserien,3.0
Mushaga Bakenga,0.28,0.48,55.56,2.07,0.14,0.0,0.21,0.1,0.07,61.85,47.73,43.26,0.72,29.0,3.0,4.0,Noruega Eliteserien,3.0
Marcus Mehnert,0.14,0.17,50.85,1.45,0.0,0.0,0.28,0.07,0.03,66.95,42.86,46.99,1.1,29.0,2.0,4.0,Noruega Eliteserien,3.0
Sory Diarra,0.32,0.24,42.31,1.44,0.08,0.0,0.04,0.12,0.0,63.5,36.78,34.34,0.6,25.0,1.0,4.0,Noruega Eliteserien,3.0
Kevin Kabran,0.15,0.2,36.36,1.55,0.0,0.0,0.15,0.1,0.05,68.81,38.64,35.48,0.8,20.0,2.0,4.0,Noruega Eliteserien,3.0
Alexander Ruud Tveter,0.27,0.27,76.92,1.33,0.07,0.0,0.17,0.07,0.03,66.02,43.61,44.21,0.6,30.0,3.0,4.0,Noruega Eliteserien,3.0
Gilbert Koomson,0.04,0.08,61.9,0.56,0.0,0.0,0.12,0.12,0.16,73.05,46.15,47.95,0.64,25.0,2.0,4.0,Noruega Eliteserien,3.0
Alexander Søderlund,0.13,0.19,41.67,1.13,0.0,0.0,0.0,0.06,0.13,63.02,43.33,41.07,1.38,16.0,3.0,4.0,Noruega Eliteserien,3.0
Lasse Selvåg Nordås,0.08,0.17,43.33,1.25,0.04,0.0,0.17,0.17,0.17,76.37,44.44,38.13,0.46,24.0,1.0,4.0,Noruega Eliteserien,3.0
Moctar Diop,0.13,0.07,60.0,1.53,0.07,0.0,0.13,0.0,0.07,63.24,56.34,47.71,0.33,15.0,1.0,4.0,Noruega Eliteserien,3.0
Martin Samuelsen,0.13,0.13,56.25,0.67,0.07,0.0,0.13,0.0,0.07,74.6,60.61,56.31,0.67,15.0,2.0,4.0,Noruega Eliteserien,3.0
Rasmus Eggen Vinge,0.08,0.0,44.78,1.08,0.0,0.0,0.46,0.31,0.15,82.33,22.22,43.84,1.31,13.0,1.0,4.0,Noruega Eliteserien,3.0
Isaac Atanga,0.2,0.04,41.94,1.44,0.0,0.0,0.36,0.04,0.04,71.05,35.48,35.34,0.6,25.0,1.0,4.0,Noruega Eliteserien,3.0
Leon Hien,0.07,0.0,100.0,0.33,0.07,0.0,0.27,0.07,0.0,82.7,53.19,53.85,0.4,15.0,1.0,4.0,Noruega Eliteserien,3.0
Kasper Lunding,0.0,0.0,59.57,0.73,0.0,0.0,0.2,0.0,0.07,69.93,27.27,53.41,0.2,15.0,1.0,4.0,Noruega Eliteserien,3.0
Seedy Jatta,0.29,0.24,33.33,1.53,0.18,0.0,0.12,0.06,0.06,70.94,17.02,26.88,1.24,17.0,1.0,4.0,Noruega Eliteserien,3.0
Henrik Udahl,0.26,0.33,41.38,1.44,0.0,0.0,0.04,0.11,0.07,66.38,31.76,35.35,0.7,27.0,2.0,4.0,Noruega Eliteserien,3.0
Rasmus Wiedesheim-Paul,0.22,0.28,68.42,0.94,0.06,0.0,0.11,0.06,0.06,64.0,37.5,48.33,0.33,18.0,1.0,4.0,Noruega Eliteserien,3.0
Martin Ramsland,0.08,0.31,25.0,1.0,0.0,0.0,0.38,0.0,0.0,62.3,40.79,43.18,0.54,13.0,2.0,4.0,Noruega Eliteserien,3.0
Moses Ebiye,0.17,0.22,40.0,1.28,0.06,0.0,0.06,0.06,0.06,70.39,28.85,35.0,0.44,18.0,2.0,4.0,Noruega Eliteserien,3.0
Luca Kjerrumgaard,0.0,0.0,60.0,1.18,0.0,0.0,0.0,0.0,0.0,68.63,59.09,47.83,0.09,11.0,1.0,4.0,Noruega Eliteserien,3.0
Bilal Njie,0.19,0.19,51.79,1.58,0.0,0.0,0.23,0.12,0.08,73.27,35.56,43.53,0.73,26.0,2.0,4.0,Noruega Eliteserien,3.0
Elias Hoff Melkersen,0.33,0.42,51.85,1.75,0.08,0.0,0.08,0.0,0.0,72.5,28.89,32.23,0.83,12.0,1.0,4.0,Noruega Eliteserien,3.0
Jeppe Kjaer,0.07,0.0,50.0,0.86,0.0,0.0,0.43,0.0,0.0,80.8,0.0,46.3,1.14,14.0,1.0,4.0,Noruega Eliteserien,3.0
Jonas Enkerud,0.05,0.11,66.67,0.47,0.0,0.0,0.26,0.0,0.0,65.79,53.33,42.62,0.0,19.0,3.0,4.0,Noruega Eliteserien,3.0
Jostein Ekeland,0.0,0.08,50.0,0.54,0.0,0.0,0.23,0.08,0.15,74.04,33.33,37.5,0.46,13.0,2.0,4.0,Noruega Eliteserien,3.0
Aune Selland Heggebø,0.09,0.05,46.15,0.86,0.0,0.0,0.05,0.0,0.0,71.21,42.37,41.51,0.23,22.0,1.0,4.0,Noruega Eliteserien,3.0
Steffen Skalevik,0.07,0.07,33.33,0.67,0.07,0.0,0.0,0.0,0.0,53.06,39.13,35.56,0.4,15.0,2.0,4.0,Noruega Eliteserien,3.0
Kristoffer Odemarksbakken,0.0,0.0,33.33,0.9,0.0,0.0,0.33,0.05,0.0,66.78,35.71,38.1,0.57,21.0,2.0,4.0,Noruega Eliteserien,3.0
Torgeir Børven,0.04,0.08,40.0,0.5,0.0,0.0,0.08,0.0,0.0,68.18,40.82,39.73,0.04,24.0,3.0,4.0,Noruega Eliteserien,3.0
Tobias Hammer Svendsen,0.04,0.0,51.67,0.33,0.0,0.0,0.33,0.07,0.04,90.5,14.29,40.44,0.81,27.0,1.0,4.0,Noruega Eliteserien,3.0
Oscar Aga,0.09,0.45,60.0,1.0,0.0,0.0,0.09,0.09,0.09,57.26,40.63,47.76,0.55,11.0,1.0,4.0,Noruega Eliteserien,3.0
Bjorn Martin Kristensen,0.14,0.14,38.67,1.62,0.0,0.0,0.34,0.07,0.03,69.28,26.53,39.29,1.28,29.0,1.0,4.0,Noruega Eliteserien,3.0
Herman Geelmuyden,0.0,0.0,50.0,0.93,0.0,0.0,0.2,0.07,0.0,67.89,36.0,42.25,0.6,15.0,1.0,4.0,Noruega Eliteserien,3.0
Jacob Emile Dicko Eng,0.0,0.0,29.17,0.41,0.0,0.0,0.0,0.0,0.0,81.76,25.0,32.47,0.47,17.0,1.0,4.0,Noruega Eliteserien,3.0
Henrik Skogvold,0.06,0.28,46.43,1.06,0.0,0.0,0.06,0.06,0.06,65.33,27.27,27.5,0.22,18.0,2.0,4.0,Noruega Eliteserien,3.0
Alex Valera,0.71,0.24,38.1,3.0,0.35,0.0,0.06,0.12,0.06,70.95,50.0,41.78,0.71,17.0,2.0,4.0,Peru Liga 1,3.0
Bernardo Cuesta,0.44,0.16,61.11,2.97,0.0,0.0,0.13,0.25,0.19,71.22,43.4,41.75,0.63,32.0,3.0,4.0,Peru Liga 1,3.0
Hernán Barcos,0.55,0.24,46.0,2.82,0.09,0.0,0.18,0.27,0.15,63.22,51.08,43.92,1.27,33.0,3.0,4.0,Peru Liga 1,3.0
Roberto Ovelar,0.42,0.23,54.39,2.85,0.0,0.0,0.15,0.23,0.19,76.65,62.26,53.82,1.92,26.0,3.0,4.0,Peru Liga 1,3.0
Adrián Fernández,0.38,0.08,36.84,2.54,0.21,0.0,0.04,0.25,0.08,61.79,54.49,46.88,1.46,24.0,3.0,4.0,Peru Liga 1,3.0
Irven Ávila,0.29,0.17,44.23,1.8,0.03,0.0,0.09,0.37,0.31,80.54,39.18,40.86,1.29,35.0,3.0,4.0,Peru Liga 1,3.0
Facundo Peraza,0.45,0.3,42.86,2.12,0.06,0.0,0.09,0.09,0.15,65.83,40.54,51.5,2.73,33.0,3.0,4.0,Peru Liga 1,3.0
Alejandro Hohberg,0.34,0.25,27.27,1.94,0.03,0.0,0.16,0.06,0.06,78.59,46.15,51.3,0.63,32.0,3.0,4.0,Peru Liga 1,3.0
Janio Pósito,0.58,0.23,16.67,2.46,0.12,0.0,0.12,0.04,0.08,74.64,34.83,38.66,1.27,26.0,3.0,4.0,Peru Liga 1,3.0
Luis Iberico,0.37,0.2,36.51,2.34,0.09,0.0,0.29,0.14,0.03,75.43,45.95,41.96,1.31,35.0,2.0,4.0,Peru Liga 1,3.0
Adrián Ugarriza,0.36,0.36,51.9,3.11,0.07,0.0,0.39,0.07,0.11,71.49,47.37,48.55,2.11,28.0,2.0,4.0,Peru Liga 1,3.0
Sebastián Gularte,0.31,0.38,14.29,2.92,0.0,0.0,0.15,0.08,0.08,72.05,45.59,50.41,2.08,13.0,3.0,4.0,Peru Liga 1,3.0
Yorleys Mena,0.58,0.19,35.94,3.23,0.08,0.0,0.46,0.15,0.12,71.66,34.78,30.49,0.92,26.0,3.0,4.0,Peru Liga 1,3.0
Rodrigo Pastorini,0.22,0.09,55.56,1.47,0.0,0.39,0.31,0.16,0.03,68.97,49.26,46.25,0.72,32.0,3.0,4.0,Peru Liga 1,3.0
Danilo Carando,0.48,0.3,50.0,2.36,0.27,0.0,0.18,0.0,0.0,61.8,60.71,53.13,0.61,33.0,3.0,4.0,Peru Liga 1,3.0
Matías Succar,0.21,0.14,50.0,2.5,0.0,0.0,0.0,0.07,0.0,70.18,55.26,48.18,1.86,14.0,1.0,4.0,Peru Liga 1,3.0
Diego Saffadi,0.11,0.07,41.18,1.52,0.0,0.0,0.22,0.22,0.15,70.98,40.0,49.59,2.04,27.0,2.0,4.0,Peru Liga 1,3.0
José Miguel Manzaneda,0.16,0.1,63.46,1.23,0.03,0.0,0.35,0.13,0.13,80.9,39.58,46.67,1.19,31.0,2.0,4.0,Peru Liga 1,3.0
Cristian Bordacahar,0.03,0.17,41.67,1.3,0.03,0.0,0.43,0.33,0.07,68.87,51.92,44.89,0.93,30.0,3.0,4.0,Peru Liga 1,3.0
Othoniel Arce,0.18,0.27,45.45,1.91,0.09,0.0,0.27,0.09,0.09,66.09,53.7,47.57,1.27,11.0,3.0,4.0,Peru Liga 1,3.0
Hideyoshi Arakaki,0.41,0.24,43.48,2.24,0.21,0.0,0.38,0.0,0.03,65.51,52.17,48.42,1.1,29.0,2.0,4.0,Peru Liga 1,3.0
Ronal Huaccha,0.24,0.32,73.68,1.65,0.0,0.0,0.12,0.06,0.09,75.35,34.38,42.86,0.47,34.0,2.0,4.0,Peru Liga 1,3.0
Osnar Noronha,0.26,0.15,46.43,1.32,0.03,0.0,0.09,0.03,0.0,75.0,40.35,44.72,0.71,34.0,3.0,4.0,Peru Liga 1,3.0
Nicolás Royón,0.2,0.16,75.0,1.96,0.04,0.0,0.2,0.04,0.04,55.67,34.62,39.1,0.44,25.0,3.0,4.0,Peru Liga 1,3.0
Erinson Ramirez,0.06,0.06,31.03,1.94,0.0,0.0,0.13,0.19,0.13,74.92,28.57,41.46,1.06,16.0,2.0,4.0,Peru Liga 1,3.0
Gabriel Leyes,0.47,0.0,41.86,2.2,0.0,0.0,0.07,0.33,0.47,58.33,55.24,46.61,2.27,15.0,3.0,4.0,Peru Liga 1,3.0
Alexis Blanco,0.35,0.41,50.0,1.59,0.12,0.0,0.18,0.12,0.06,69.13,45.05,44.44,1.0,17.0,3.0,4.0,Peru Liga 1,3.0
Marco Aldair Rodríguez,0.09,0.09,42.5,1.18,0.03,0.0,0.27,0.18,0.15,75.35,52.56,47.89,1.21,33.0,2.0,4.0,Peru Liga 1,3.0
José Rivera,0.23,0.1,47.37,1.84,0.0,0.0,0.23,0.1,0.06,82.47,28.81,43.27,1.13,31.0,2.0,4.0,Peru Liga 1,3.0
Mauro Guevgeozian,0.39,0.22,28.57,1.5,0.17,0.0,0.11,0.0,0.0,62.56,50.0,42.86,1.11,18.0,3.0,4.0,Peru Liga 1,3.0
Facundo Curuchet,0.06,0.16,52.24,1.26,0.0,0.0,0.13,0.03,0.06,62.72,44.44,53.76,1.13,31.0,3.0,4.0,Peru Liga 1,3.0
Percy Liza,0.24,0.12,38.89,0.94,0.18,0.0,0.18,0.06,0.06,68.86,43.18,41.38,0.76,17.0,1.0,4.0,Peru Liga 1,3.0
Abdiel Arroyo,0.08,0.0,58.54,1.4,0.0,0.0,0.2,0.08,0.08,77.13,70.73,51.81,1.04,25.0,2.0,4.0,Peru Liga 1,3.0
Italo Regalado,0.08,0.15,25.0,1.31,0.08,0.0,0.54,0.08,0.15,70.63,43.59,40.19,0.69,13.0,2.0,4.0,Peru Liga 1,3.0
Joyce Conde,0.26,0.26,28.57,1.16,0.11,0.0,0.21,0.11,0.0,63.55,54.84,49.33,0.68,19.0,3.0,4.0,Peru Liga 1,3.0
Joffré Escobar,0.28,0.24,39.13,1.59,0.17,1.15,0.0,0.03,0.0,74.56,42.67,45.11,1.14,29.0,2.0,4.0,Peru Liga 1,3.0
Renato Espinosa,0.2,0.1,57.14,1.1,0.0,0.0,0.07,0.03,0.03,68.42,53.23,50.43,0.43,30.0,2.0,4.0,Peru Liga 1,3.0
Diego Chávez,0.11,0.18,37.5,1.86,0.0,0.0,0.43,0.11,0.18,71.18,36.89,36.64,0.46,28.0,2.0,4.0,Peru Liga 1,3.0
Hernán Rengifo,0.39,0.28,33.33,1.17,0.22,0.0,0.0,0.06,0.0,63.4,55.0,54.35,0.72,18.0,3.0,4.0,Peru Liga 1,3.0
Gonzalo Verón,0.07,0.37,47.96,2.19,0.07,0.0,0.26,0.3,0.26,73.94,50.82,47.73,1.93,27.0,3.0,4.0,Peru Liga 1,3.0
Gabriel Tellas,0.17,0.04,100.0,1.0,0.08,0.0,0.08,0.0,0.0,54.17,56.86,56.16,0.38,24.0,3.0,4.0,Peru Liga 1,3.0
Joao Grimaldo,0.18,0.14,37.5,0.82,0.0,0.0,0.55,0.14,0.14,80.36,61.9,44.44,0.73,22.0,1.0,4.0,Peru Liga 1,3.0
Arley Rodríguez,0.13,0.07,40.74,0.7,0.07,0.0,0.4,0.07,0.13,76.21,56.6,51.03,1.8,30.0,2.0,4.0,Peru Liga 1,3.0
Sebastián Gonzalez Zela,0.12,0.06,66.67,1.24,0.06,0.0,0.0,0.06,0.0,57.65,50.0,51.16,0.76,17.0,1.0,4.0,Peru Liga 1,3.0
Jesus Chavez,0.1,0.24,40.63,1.14,0.05,0.95,0.43,0.14,0.1,74.26,45.45,49.05,1.9,21.0,3.0,4.0,Peru Liga 1,3.0
Alexis Rodríguez,0.32,0.11,36.11,1.71,0.04,0.0,0.32,0.18,0.14,76.35,25.71,38.46,1.25,28.0,2.0,4.0,Peru Liga 1,3.0
Aryan Romani,0.05,0.0,61.54,1.1,0.0,0.0,0.14,0.05,0.14,79.31,33.33,48.89,0.86,21.0,1.0,4.0,Peru Liga 1,3.0
Charles Monsalvo,0.22,0.11,37.5,1.0,0.0,0.0,0.22,0.06,0.06,88.11,10.0,34.78,0.22,18.0,3.0,4.0,Peru Liga 1,3.0
Alexander Succar,0.2,0.16,27.27,1.6,0.12,0.0,0.24,0.08,0.16,74.13,50.0,39.22,1.08,25.0,2.0,4.0,Peru Liga 1,3.0
Diego Espinoza,0.05,0.0,56.1,0.8,0.05,0.0,0.25,0.0,0.1,73.59,44.44,46.51,0.5,20.0,1.0,4.0,Peru Liga 1,3.0
José De la Cruz,0.1,0.0,25.0,0.65,0.0,0.0,0.1,0.0,0.1,78.63,38.46,37.5,0.35,20.0,1.0,4.0,Peru Liga 1,3.0
Jacson Pita Mina,0.15,0.15,66.67,0.85,0.08,0.0,0.0,0.0,0.0,74.67,56.25,54.29,0.38,13.0,2.0,4.0,Peru Liga 1,3.0
Carlos Olascuaga,0.0,0.0,66.67,1.0,0.0,0.0,0.09,0.0,0.09,62.77,75.0,56.94,1.09,11.0,3.0,4.0,Peru Liga 1,3.0
Kevin Ruiz,0.08,0.04,41.94,1.13,0.04,0.0,0.21,0.0,0.0,69.58,47.62,48.0,1.04,24.0,2.0,4.0,Peru Liga 1,3.0
Christopher Olivares,0.06,0.06,72.73,0.63,0.0,0.0,0.13,0.06,0.13,75.0,34.78,45.61,0.5,16.0,1.0,4.0,Peru Liga 1,3.0
Gino Roque,0.0,0.0,100.0,0.25,0.0,0.0,1.33,0.0,0.0,83.81,36.0,49.06,0.17,12.0,1.0,4.0,Peru Liga 1,3.0
Joao Villamarin,0.4,0.07,20.0,1.0,0.07,0.0,0.2,0.07,0.0,73.83,30.0,26.67,0.53,15.0,3.0,4.0,Peru Liga 1,3.0
Carlos Vidal Arroyo Molina,0.17,0.04,46.15,1.17,0.04,0.0,0.08,0.0,0.0,69.3,46.97,43.98,1.04,24.0,1.0,4.0,Peru Liga 1,3.0
Wilmer Aguirre,0.13,0.26,22.22,0.87,0.0,0.0,0.13,0.0,0.0,82.49,17.24,32.35,0.3,23.0,3.0,4.0,Peru Liga 1,3.0
Maximiliano Freitas,0.23,0.08,80.0,1.31,0.0,0.0,0.0,0.0,0.54,62.07,38.71,42.42,0.77,13.0,3.0,4.0,Peru Liga 1,3.0
Michael Rasmussen,0.09,0.18,100.0,0.82,0.0,0.0,0.09,0.0,0.0,78.5,50.0,54.17,0.45,11.0,1.0,4.0,Peru Liga 1,3.0
Jose Carlos Fernandez,0.0,0.16,33.33,0.92,0.0,0.0,0.04,0.0,0.04,59.35,59.14,56.74,0.8,25.0,3.0,4.0,Peru Liga 1,3.0
Baruj Aburto,0.0,0.0,88.89,0.27,0.0,0.0,0.27,0.0,0.0,80.95,0.0,45.71,0.27,11.0,1.0,4.0,Peru Liga 1,3.0
Mario Ceballos,0.08,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.0,75.71,26.92,35.19,0.42,12.0,3.0,4.0,Peru Liga 1,3.0
Mauricio Montes,0.0,0.08,0.0,0.83,0.0,0.0,0.08,0.0,0.0,65.67,42.86,48.78,0.67,12.0,3.0,4.0,Peru Liga 1,3.0
Ignacio Rey,0.0,0.08,0.0,0.46,0.0,0.0,0.0,0.0,0.0,56.1,46.67,48.57,0.38,13.0,1.0,4.0,Peru Liga 1,3.0
Josue Rodriguez,0.13,0.0,50.0,0.53,0.07,0.0,0.4,0.07,0.07,70.35,31.71,43.27,1.27,15.0,2.0,4.0,Peru Liga 1,3.0
Guillermo Larios,0.08,0.08,0.0,0.58,0.0,0.0,0.08,0.0,0.0,66.1,31.25,32.61,0.17,12.0,1.0,4.0,Peru Liga 1,3.0
Santiago Silva,0.09,0.23,50.0,0.59,0.0,0.0,0.05,0.05,0.0,75.83,39.13,35.38,0.36,22.0,3.0,4.0,Peru Liga 1,3.0
