Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level
Santiago Mele,0.0,0.0,0.06,0.0,0.21059999999999998,0.6053000000000001,0.3529,2.75,0.44,0.19,0.06,0.75,0.19,1.0,1.0,16.0,2.0,1.0,Argentina LPF,2.0
Alejandro Medina,0.0,0.07,0.07,0.0,0.2967,0.633,0.36920000000000003,3.56,0.19,0.19,0.0,1.07,0.19,1.0,0.8571,27.0,3.0,1.0,Argentina LPF,2.0
Lucas Hoyos,0.04,0.0,0.07,0.0,0.39519999999999994,0.7787999999999999,0.4341,2.37,0.44,0.19,0.11,0.63,0.26,0.8571,0.8332999999999999,27.0,3.0,1.0,Argentina LPF,2.0
Mariano Andújar,0.08,0.0,0.0,0.04,0.22440000000000002,0.6488,0.38539999999999996,1.84,0.44,0.16,0.04,0.68,0.08,1.0,0.9091,25.0,3.0,1.0,Argentina LPF,2.0
Facundo Cambeses,0.0,0.04,0.0,0.07,0.193,0.5893,0.38549999999999995,2.7,0.44,0.11,0.0,1.15,0.04,0.9,0.7333,27.0,2.0,1.0,Argentina LPF,2.0
Ramiro Macagno,0.05,0.05,0.05,0.09,0.25139999999999996,0.5606,0.3529,2.45,0.45,0.09,0.0,0.73,0.09,1.0,0.5,22.0,2.0,1.0,Argentina LPF,2.0
Rodrigo Rey,0.04,0.0,0.0,0.0,0.2211,0.4941,0.2743,2.52,0.3,0.22,0.04,1.04,0.15,1.0,1.0,27.0,3.0,1.0,Argentina LPF,2.0
Gonzalo Marinelli,0.08,0.0,0.08,0.08,0.31880000000000003,0.6762999999999999,0.4439,3.04,0.24,0.04,0.0,1.0,0.12,0.9091,0.8234999999999999,25.0,3.0,1.0,Argentina LPF,2.0
Sebastián Moyano,0.0,0.0,0.0,0.0,0.22820000000000001,0.5976,0.3557,1.91,0.55,0.09,0.0,0.91,0.0,1.0,1.0,11.0,3.0,1.0,Argentina LPF,2.0
Lucas Cháves,0.08,0.0,0.0,0.0,0.30920000000000003,0.6585,0.4378999999999999,2.4,0.28,0.12,0.04,0.88,0.16,1.0,0.9286,25.0,2.0,1.0,Argentina LPF,2.0
Diego Rodríguez,0.04,0.04,0.04,0.0,0.28650000000000003,0.6496999999999999,0.49900000000000005,2.54,0.31,0.27,0.0,1.04,0.12,1.0,0.9474000000000001,26.0,3.0,1.0,Argentina LPF,2.0
Tomás Durso,0.04,0.0,0.0,0.0,0.20350000000000001,0.5047,0.3587,2.58,0.31,0.08,0.0,1.23,0.12,0.6,0.7143,26.0,1.0,1.0,Argentina LPF,2.0
Leonardo Burián,0.05,0.0,0.0,0.05,0.23,0.6819,0.452,1.95,0.32,0.11,0.0,0.74,0.11,0.8888999999999999,0.8,19.0,3.0,1.0,Argentina LPF,2.0
Marcos Ledesma,0.06,0.0,0.11,0.06,0.2439,0.3804,0.28380000000000005,3.11,0.28,0.17,0.06,0.89,0.28,0.6667000000000001,0.7143,18.0,2.0,1.0,Argentina LPF,2.0
Gabriel Arias,0.0,0.0,0.04,0.13,0.2554,0.721,0.3935,2.42,0.25,0.08,0.0,1.04,0.21,0.8332999999999999,0.75,24.0,3.0,1.0,Argentina LPF,2.0
Federico Lanzillota,0.07,0.0,0.07,0.07,0.2707,0.8126999999999999,0.5,1.79,0.43,0.14,0.0,0.79,0.29,0.5,0.625,14.0,3.0,1.0,Argentina LPF,2.0
Lucas Acosta,0.06,0.0,0.17,0.0,0.285,0.6433,0.3453,2.67,0.39,0.06,0.0,0.67,0.28,0.5,0.3333,18.0,2.0,1.0,Argentina LPF,2.0
Media,0.0179913606911447,0.0139740820734341,0.0320950323974082,0.0344060475161987,0.2817160907127429,0.6407237580993521,0.3989419006479482,2.8811663066954645,0.2830129589632829,0.156231101511879,0.0263822894168466,1.1179265658747302,0.1725161987041036,0.8808309935205184,0.8253186825053995,25.450323974082075,,,,
