Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Srđan Mijailović,0.0,53.85,1.0,0.0,1.91,0.85,1.0,0.06,0.09,51.36,82.3,12.0,54.87,48.57,44.96,0.64,2.15,33,2,3,Serbia Mozzart Bet Superliga,4
Nemanja Krstić,0.09,24.0,0.71,0.29,1.38,0.79,0.97,0.15,0.15,30.15,72.88,7.0,50.0,50.0,44.63,0.91,1.18,34,2,3,Serbia Mozzart Bet Superliga,4
Mirko Topić,0.0,68.75,0.77,0.0,2.26,1.71,0.74,0.03,0.0,43.91,81.72,9.09,50.0,60.27,54.37,0.66,1.66,35,1,3,Serbia Mozzart Bet Superliga,4
Radomir Milosavljević,0.08,66.67,0.42,0.0,1.15,1.0,0.15,0.08,0.04,30.69,78.45,6.65,45.63,62.86,59.15,1.08,1.19,26,3,3,Serbia Mozzart Bet Superliga,4
Yves Baraye,0.15,53.85,1.38,0.59,0.94,0.09,0.32,0.18,0.03,11.65,72.73,3.85,59.26,30.19,50.85,1.5,0.71,34,3,3,Serbia Mozzart Bet Superliga,4
Danilo Pantić,0.06,68.42,0.67,2.78,0.83,0.61,0.61,0.11,0.11,32.78,82.37,8.72,51.92,69.23,52.1,1.39,1.28,18,2,3,Serbia Mozzart Bet Superliga,4
Luka Gojković,0.18,52.53,1.32,0.0,1.09,0.91,0.85,0.21,0.09,29.32,72.52,8.85,69.62,27.42,49.1,2.5,1.18,34,1,3,Serbia Mozzart Bet Superliga,4
Nemanja Tomić,0.16,54.17,0.84,1.33,0.56,0.08,0.28,0.16,0.16,21.44,77.05,6.72,43.33,52.63,53.73,1.44,0.72,25,3,3,Serbia Mozzart Bet Superliga,4
Vladimir Lučić,0.1,51.92,1.23,0.0,1.63,0.5,0.63,0.17,0.13,24.23,78.82,10.3,51.52,41.94,51.78,1.47,0.67,30,1,3,Serbia Mozzart Bet Superliga,4
Uroš Nikolić,0.33,52.78,1.67,0.6,0.63,0.08,0.42,0.08,0.13,21.17,73.62,6.71,48.39,41.67,43.38,0.63,0.63,24,2,3,Serbia Mozzart Bet Superliga,4
Siniša Babić,0.0,66.67,0.36,0.0,0.57,0.64,0.36,0.14,0.07,27.0,76.46,7.57,61.4,14.29,55.74,1.36,0.21,14,3,3,Serbia Mozzart Bet Superliga,4
Miloš Mijić,0.16,53.13,1.31,0.0,0.75,0.5,0.59,0.09,0.09,24.91,77.92,6.97,58.06,30.56,48.1,1.53,0.59,32,3,3,Serbia Mozzart Bet Superliga,4
Stefan Purtić,0.0,50.0,0.82,0.0,1.65,0.71,0.47,0.18,0.12,40.82,82.42,4.71,54.05,59.26,45.6,0.65,2.41,17,2,3,Serbia Mozzart Bet Superliga,4
Marko Putinčanin,0.11,45.45,1.19,0.0,1.81,1.48,0.63,0.07,0.0,51.48,75.54,9.56,43.5,65.43,55.51,0.89,1.78,27,3,3,Serbia Mozzart Bet Superliga,4
Nikola Srećković,0.18,43.3,1.74,0.27,1.12,0.29,0.41,0.06,0.12,18.12,69.64,6.24,44.26,49.12,51.32,2.56,1.06,34,2,3,Serbia Mozzart Bet Superliga,4
Nikola Jojić,0.19,53.33,1.3,0.0,1.08,0.46,1.0,0.16,0.22,18.59,70.06,5.59,33.87,37.96,50.14,2.0,0.7,37,1,3,Serbia Mozzart Bet Superliga,4
Dejan Zukić,0.09,63.64,1.09,0.0,1.0,0.47,0.81,0.06,0.03,22.59,79.53,6.19,68.13,50.0,53.26,1.13,0.69,32,1,3,Serbia Mozzart Bet Superliga,4
Mihailo Oreščanin,0.06,68.57,0.53,0.0,1.84,1.53,0.59,0.0,0.0,31.72,71.23,4.19,43.35,66.06,63.44,1.75,1.38,32,2,3,Serbia Mozzart Bet Superliga,4
Stefan Čolović,0.08,49.33,1.19,0.0,1.27,0.69,0.58,0.35,0.15,21.54,71.43,6.46,30.61,25.81,43.42,0.81,0.69,26,2,3,Serbia Mozzart Bet Superliga,4
Hamidou Traoré,0.0,44.44,0.5,0.0,2.21,0.64,0.93,0.07,0.0,47.29,83.38,9.43,61.19,51.72,51.75,0.64,1.0,14,2,3,Serbia Mozzart Bet Superliga,4
Nemanja Nikolić,0.13,59.09,1.32,0.0,0.48,0.1,0.23,0.23,0.19,23.61,70.22,6.16,58.57,38.41,44.07,1.58,0.97,31,3,3,Serbia Mozzart Bet Superliga,4
Andres Colorado,0.07,50.0,0.57,0.0,2.07,1.43,1.14,0.14,0.07,37.29,84.29,7.86,38.46,57.89,51.43,0.79,1.71,14,2,3,Serbia Mozzart Bet Superliga,4
Boubacari Doucoure,0.07,65.22,0.69,0.0,2.86,1.1,1.31,0.03,0.0,28.21,70.17,4.97,48.25,51.47,53.51,0.97,1.76,29,1,3,Serbia Mozzart Bet Superliga,4
Miloš Vidović,0.14,61.54,0.97,0.0,1.45,0.69,0.9,0.03,0.0,48.24,77.91,7.52,44.51,68.64,58.59,1.55,1.76,29,3,3,Serbia Mozzart Bet Superliga,4
Andrej Todoroski,0.17,51.79,1.83,0.0,0.72,0.07,0.28,0.14,0.1,13.24,78.39,4.97,65.22,16.67,46.69,1.97,0.9,29,1,3,Serbia Mozzart Bet Superliga,4
Petar Stanić,0.1,48.15,1.43,0.0,1.23,0.5,0.63,0.1,0.07,26.4,76.52,7.27,53.33,42.22,55.23,2.37,0.83,30,1,3,Serbia Mozzart Bet Superliga,4
Fousseni Diabaté,0.06,55.86,1.25,0.0,0.88,0.34,0.5,0.25,0.22,31.88,84.02,12.16,68.18,50.0,52.37,1.75,0.53,32,2,3,Serbia Mozzart Bet Superliga,4
Vasilije Đurić,0.14,68.97,1.0,0.0,0.64,0.36,0.43,0.21,0.14,17.0,78.99,4.21,36.36,36.36,59.52,1.21,0.5,14,2,3,Serbia Mozzart Bet Superliga,4
Lazar Nikolić,0.08,35.71,0.38,0.0,1.58,1.31,0.5,0.08,0.08,28.46,73.51,6.69,39.69,50.0,57.76,1.38,0.88,26,1,3,Serbia Mozzart Bet Superliga,4
Veljko Simić,0.21,56.36,1.5,0.0,1.18,0.44,0.44,0.21,0.12,19.29,78.81,6.32,43.9,27.27,53.74,1.32,1.03,34,2,3,Serbia Mozzart Bet Superliga,4
Stefan Lončar,0.06,42.11,1.94,0.0,1.5,0.89,1.17,0.06,0.11,47.11,75.94,10.28,58.99,55.0,45.22,0.83,1.17,18,2,3,Serbia Mozzart Bet Superliga,4
Nemanja Belaković,0.13,52.94,0.94,0.0,0.88,0.38,0.38,0.13,0.0,21.13,78.7,7.19,37.5,60.71,55.66,1.19,0.88,16,2,3,Serbia Mozzart Bet Superliga,4
Nikola Stanković,0.0,58.62,0.86,0.0,1.52,1.29,0.71,0.05,0.05,28.0,80.61,6.57,50.0,60.53,58.24,1.29,0.86,21,1,3,Serbia Mozzart Bet Superliga,4
Noboru Shimura,0.06,33.33,0.87,0.0,1.45,0.84,0.48,0.1,0.1,23.61,65.57,4.97,31.46,61.7,55.38,1.23,1.58,31,2,3,Serbia Mozzart Bet Superliga,4
Samuel Owusu,0.03,55.0,1.41,0.0,0.79,0.45,0.21,0.17,0.1,16.24,78.56,5.55,75.0,27.78,59.59,1.86,0.41,29,2,3,Serbia Mozzart Bet Superliga,4
Janko Tumbasević,0.06,58.33,0.88,0.0,1.25,0.56,0.53,0.06,0.03,30.16,79.38,5.78,60.87,65.22,51.29,0.63,1.47,32,3,3,Serbia Mozzart Bet Superliga,4
Saša Marković,0.06,25.0,1.56,0.0,1.44,0.19,0.5,0.13,0.13,17.44,76.7,3.56,43.75,62.5,50.53,0.5,1.06,16,3,3,Serbia Mozzart Bet Superliga,4
Stefan Tomović,0.2,50.0,0.88,0.0,0.32,0.12,0.16,0.12,0.0,21.36,79.59,10.44,43.48,18.18,49.18,1.08,0.32,25,1,3,Serbia Mozzart Bet Superliga,4
Nikola Kuveljić,0.0,70.59,0.79,0.0,1.25,0.61,0.57,0.04,0.04,34.61,86.89,7.61,70.0,64.0,52.53,0.71,1.29,28,2,3,Serbia Mozzart Bet Superliga,4
Aleksandar Busnić,0.09,55.56,0.45,0.0,1.41,0.91,0.41,0.05,0.05,28.14,73.51,3.5,42.68,65.0,57.14,0.41,0.95,22,2,3,Serbia Mozzart Bet Superliga,4
Miljan Momčilović,0.04,73.53,0.41,0.0,2.07,1.48,0.48,0.0,0.0,29.78,76.62,4.74,47.5,45.65,59.18,2.07,1.56,27,1,3,Serbia Mozzart Bet Superliga,4
Petar Mićin,0.03,60.0,1.81,0.0,1.09,0.72,0.59,0.09,0.0,23.69,75.07,6.56,43.48,40.0,50.23,0.97,1.13,32,2,3,Serbia Mozzart Bet Superliga,4
Đorđe Ivanović,0.26,51.16,2.11,0.0,0.66,0.51,0.49,0.17,0.09,21.46,76.17,7.51,22.73,44.78,38.98,0.71,1.09,35,2,3,Serbia Mozzart Bet Superliga,4
Andrija Radulović,0.26,43.24,2.57,0.0,0.69,0.69,0.46,0.09,0.0,14.63,67.38,4.29,34.85,19.35,43.92,1.49,0.86,35,1,3,Serbia Mozzart Bet Superliga,4
Nemanja Milojević,0.09,54.9,1.0,1.47,1.21,0.56,0.59,0.09,0.03,24.76,76.84,4.91,49.55,40.98,50.65,1.82,1.29,34,2,3,Serbia Mozzart Bet Superliga,4
Patrick Andrade,0.0,57.14,0.63,0.0,1.31,0.63,0.63,0.06,0.06,33.75,82.22,9.88,61.84,21.05,45.54,0.63,0.75,16,2,3,Serbia Mozzart Bet Superliga,4
Milan Marčić,0.04,58.33,1.12,0.0,2.0,0.88,0.92,0.08,0.08,29.08,73.28,7.5,55.0,52.0,49.78,1.15,1.81,26,2,3,Serbia Mozzart Bet Superliga,4
Luka Bijelović,0.26,64.29,1.32,0.0,0.68,0.29,0.19,0.13,0.06,26.58,76.21,8.81,40.63,44.68,54.09,1.03,0.39,31,1,3,Serbia Mozzart Bet Superliga,4
Damjan Krajišnik,0.12,19.05,1.21,0.0,1.39,0.52,0.88,0.06,0.03,28.0,79.0,6.82,44.21,47.69,50.5,2.18,1.76,33,2,3,Serbia Mozzart Bet Superliga,4
Novica Maksimović,0.19,45.45,0.84,0.0,1.42,0.94,0.9,0.0,0.0,41.32,77.91,9.26,41.9,59.02,56.5,1.74,1.16,31,3,3,Serbia Mozzart Bet Superliga,4
Srđan Dimitrov,0.06,60.0,1.12,0.0,1.47,0.53,0.82,0.06,0.18,18.29,76.53,4.47,36.84,17.65,46.15,1.88,2.0,17,3,3,Serbia Mozzart Bet Superliga,4
Queensy Menig,0.21,43.27,2.0,0.0,0.64,0.18,0.39,0.27,0.12,17.3,70.93,6.52,32.0,26.67,38.77,0.42,0.58,33,2,3,Serbia Mozzart Bet Superliga,4
Bojica Nikčević,0.26,66.67,1.41,0.0,1.11,0.37,0.22,0.04,0.07,15.26,69.42,4.85,22.22,34.04,45.37,1.04,1.33,27,1,3,Serbia Mozzart Bet Superliga,4
Milan Đurić,0.0,30.0,0.75,0.0,0.5,0.42,0.25,0.08,0.08,26.33,75.0,7.25,54.35,62.5,46.0,0.75,0.83,12,3,3,Serbia Mozzart Bet Superliga,4
Filip Malbašić,0.21,50.0,1.28,0.0,0.45,0.31,0.66,0.17,0.17,18.28,70.38,5.62,46.67,48.28,41.38,1.07,1.1,29,3,3,Serbia Mozzart Bet Superliga,4
Norman Campbell,0.2,39.71,1.74,0.0,0.97,0.37,0.77,0.17,0.14,15.34,69.46,5.57,39.58,22.22,34.46,0.77,1.43,35,1,3,Serbia Mozzart Bet Superliga,4
Sékou Sanogo,0.0,100.0,0.5,0.0,0.33,0.42,0.08,0.0,0.0,23.0,90.58,5.33,75.0,83.33,69.05,0.58,0.75,12,3,3,Serbia Mozzart Bet Superliga,4
Slavoljub Srnić,0.0,60.0,0.53,0.0,0.6,0.47,0.27,0.0,0.07,22.47,86.05,5.33,52.17,40.0,55.56,0.6,0.47,15,3,3,Serbia Mozzart Bet Superliga,4
Miloš Pantović,0.23,50.68,1.71,0.0,0.45,0.42,0.35,0.03,0.06,27.35,81.01,6.42,75.81,45.76,48.76,1.94,0.45,31,1,3,Serbia Mozzart Bet Superliga,4
Aleksa Matić,0.0,68.75,0.2,0.0,2.47,2.2,1.27,0.0,0.07,32.07,77.96,4.4,34.09,46.43,52.17,0.73,1.07,15,1,3,Serbia Mozzart Bet Superliga,4
Đorđe Denić,0.04,80.0,0.52,0.0,2.72,0.76,1.8,0.08,0.0,26.76,69.66,6.72,39.34,40.7,46.67,0.8,2.04,25,2,3,Serbia Mozzart Bet Superliga,4
Luka Zorić,0.13,61.54,0.87,0.0,1.47,0.53,0.63,0.03,0.0,20.23,65.9,4.27,30.34,40.28,43.29,0.63,1.9,30,2,3,Serbia Mozzart Bet Superliga,4
Miloš Tošeski,0.06,76.92,0.63,0.0,0.81,0.44,0.63,0.13,0.25,20.94,78.51,4.88,50.0,27.27,39.47,0.81,0.88,16,2,3,Serbia Mozzart Bet Superliga,4
Luka Luković,0.12,34.48,1.24,0.0,1.94,0.35,0.82,0.12,0.0,20.12,70.47,7.35,54.55,27.91,40.59,0.82,1.24,17,2,3,Serbia Mozzart Bet Superliga,4
Miloš Adamović,0.0,72.73,0.65,0.0,1.65,1.24,1.29,0.06,0.0,45.94,74.52,7.65,50.36,43.75,44.6,0.71,1.94,17,3,3,Serbia Mozzart Bet Superliga,4
Nikola Petković,0.0,45.45,0.71,0.0,0.71,0.71,0.07,0.07,0.0,23.21,76.62,5.93,44.64,50.0,58.7,0.57,0.57,14,1,3,Serbia Mozzart Bet Superliga,4
Luka Adžić,0.09,48.89,1.3,0.0,0.48,0.22,0.22,0.13,0.0,11.35,80.46,4.3,54.55,47.06,43.44,0.52,0.78,23,2,3,Serbia Mozzart Bet Superliga,4
Ljubomir Fejsa,0.0,60.0,0.09,0.0,1.48,0.57,0.61,0.0,0.0,38.3,88.88,5.96,61.05,45.45,56.72,1.04,0.74,23,3,3,Serbia Mozzart Bet Superliga,4
Dejan Dražić,0.0,61.11,0.5,0.0,1.14,0.43,0.43,0.07,0.07,15.5,64.98,3.79,36.36,41.18,50.0,0.79,1.07,14,2,3,Serbia Mozzart Bet Superliga,4
Sead Islamović,0.06,52.38,0.94,0.0,1.71,0.76,0.59,0.0,0.0,23.18,75.38,5.53,43.14,35.14,48.18,0.76,1.0,17,1,3,Serbia Mozzart Bet Superliga,4
Cristian,0.07,50.0,1.71,0.0,1.07,0.5,1.07,0.14,0.07,13.21,59.46,4.0,31.58,20.0,43.26,1.43,0.36,14,1,3,Serbia Mozzart Bet Superliga,4
Miloš Đokić,0.03,38.89,0.97,0.0,1.45,0.48,0.52,0.0,0.06,17.94,73.2,3.61,40.91,46.15,55.61,1.26,0.77,31,3,3,Serbia Mozzart Bet Superliga,4
Aleksa Đurasović,0.03,92.31,0.5,0.0,1.0,0.8,0.3,0.03,0.0,20.93,78.5,4.47,56.92,46.94,56.34,0.5,0.53,30,1,3,Serbia Mozzart Bet Superliga,4
Marko Đurišić,0.0,83.33,0.48,0.0,0.95,0.52,0.19,0.1,0.1,25.24,76.04,4.0,38.55,45.45,51.72,1.19,1.48,21,2,3,Serbia Mozzart Bet Superliga,4
Sambou Sissoko,0.0,69.23,0.42,0.0,1.67,1.21,0.96,0.0,0.0,29.63,79.47,5.67,48.6,53.06,48.81,0.33,1.17,24,1,3,Serbia Mozzart Bet Superliga,4
Žarko Udovičić,0.03,56.25,0.58,0.0,0.48,0.94,0.48,0.09,0.06,23.82,72.39,5.73,32.71,50.0,49.61,0.64,0.55,33,3,3,Serbia Mozzart Bet Superliga,4
Edmund Addo,0.0,65.31,0.88,0.0,1.5,1.56,1.38,0.0,0.06,42.5,79.41,6.06,49.41,59.09,51.9,1.69,2.5,16,1,3,Serbia Mozzart Bet Superliga,4
Aleksandar Mesarović,0.0,60.87,0.81,0.0,1.16,0.68,0.71,0.03,0.03,30.61,81.98,9.87,67.01,29.73,46.92,0.81,1.1,31,2,3,Serbia Mozzart Bet Superliga,4
Igor Miladinović,0.0,38.46,0.45,0.0,0.73,0.27,0.45,0.27,0.18,10.36,80.7,2.55,100.0,28.57,38.78,0.36,0.91,11,1,3,Serbia Mozzart Bet Superliga,4
Jug Stanojev,0.06,41.67,0.63,0.0,0.31,0.31,0.19,0.0,0.0,9.0,79.17,3.38,45.45,40.0,34.78,0.13,0.63,16,1,3,Serbia Mozzart Bet Superliga,4
Nebojša Bastajić,0.15,46.15,1.59,0.0,1.09,0.18,0.97,0.18,0.03,19.76,75.89,6.32,57.14,44.71,46.85,2.21,1.0,34,3,3,Serbia Mozzart Bet Superliga,4
Stefan Mitrović,0.15,49.09,1.35,0.0,0.32,0.06,0.29,0.03,0.09,15.88,83.33,6.47,50.0,24.0,39.55,1.09,0.76,34,1,3,Serbia Mozzart Bet Superliga,4
Miljan Krpić,0.0,100.0,0.17,0.0,0.42,0.0,0.08,0.0,0.0,2.67,84.38,0.5,66.67,100.0,61.11,0.17,0.42,12,1,3,Serbia Mozzart Bet Superliga,4
Nikola Vlajković,0.0,70.59,0.79,0.0,1.92,1.38,0.83,0.04,0.0,28.08,66.47,5.38,30.71,42.86,51.35,0.79,1.54,24,2,3,Serbia Mozzart Bet Superliga,4
Damir Sadiković,0.07,75.0,0.52,1.72,0.45,0.55,0.41,0.07,0.0,32.17,78.67,6.76,56.73,57.89,49.61,0.59,0.62,29,2,3,Serbia Mozzart Bet Superliga,4
Aleksandar Varjačić,0.07,54.55,0.47,0.0,0.73,0.47,0.6,0.0,0.0,16.53,71.37,3.93,30.56,35.29,52.58,1.47,0.6,15,3,3,Serbia Mozzart Bet Superliga,4
Mlađan Stevanović,0.0,0.0,0.27,0.0,1.27,0.82,0.64,0.0,0.0,11.55,70.08,3.36,35.0,44.44,53.19,0.64,0.64,11,2,3,Serbia Mozzart Bet Superliga,4
Eliomar Silva,0.04,55.56,0.48,0.0,0.48,0.22,0.48,0.11,0.0,7.93,62.15,2.33,38.1,56.52,47.42,0.56,0.67,27,3,3,Serbia Mozzart Bet Superliga,4
Stefan Marjanović,0.03,68.18,0.72,0.0,1.14,1.66,0.76,0.03,0.03,37.76,74.34,3.72,40.7,60.68,50.75,0.59,1.72,29,2,3,Serbia Mozzart Bet Superliga,4
Regis Samuel Baha,0.0,60.71,0.53,0.0,1.07,1.07,0.33,0.0,0.0,36.3,71.35,6.6,42.67,71.43,57.54,1.03,1.5,30,2,3,Serbia Mozzart Bet Superliga,4
Đorđe Jovanović,0.04,44.44,0.86,0.0,1.0,0.21,0.5,0.07,0.04,9.29,64.62,2.96,20.0,27.5,41.99,0.75,0.93,28,1,3,Serbia Mozzart Bet Superliga,4
Petar Đuričković,0.05,55.56,0.77,0.0,1.14,0.36,0.64,0.05,0.0,18.55,70.83,4.95,54.55,23.81,47.59,1.32,0.82,22,3,3,Serbia Mozzart Bet Superliga,4
Nenad Gavrić,0.05,36.84,1.05,0.0,0.32,0.37,0.05,0.16,0.21,12.68,67.63,3.74,34.78,41.67,45.54,1.47,1.16,19,3,3,Serbia Mozzart Bet Superliga,4
Marko Pantić,0.0,71.43,0.73,0.0,0.41,0.64,0.23,0.0,0.0,14.36,75.63,3.0,41.46,42.86,52.58,1.14,1.05,22,2,3,Serbia Mozzart Bet Superliga,4
Dragoljub Srnić,0.0,50.0,0.1,0.0,1.0,0.52,0.43,0.05,0.0,21.14,76.58,4.0,55.22,43.24,49.22,0.95,1.05,21,3,3,Serbia Mozzart Bet Superliga,4
Zoran Danoski,0.15,29.82,1.11,0.0,1.04,0.44,0.93,0.19,0.07,15.3,63.92,4.85,31.48,25.0,40.85,1.63,1.19,27,3,3,Serbia Mozzart Bet Superliga,4
Edin Ajdinović,0.04,45.45,0.25,0.0,0.68,0.29,0.5,0.14,0.11,20.82,72.04,3.32,49.41,36.36,40.95,0.39,0.5,28,1,3,Serbia Mozzart Bet Superliga,4
Jovan Mituljikić,0.07,58.82,0.71,0.0,0.5,0.29,0.07,0.0,0.07,12.36,71.68,4.0,36.36,32.14,43.42,0.5,0.5,14,1,3,Serbia Mozzart Bet Superliga,4
Marko Ivezić,0.0,40.91,0.72,0.0,1.59,1.31,1.34,0.0,0.03,35.69,77.29,4.79,48.25,55.84,42.09,0.66,2.14,29,1,3,Serbia Mozzart Bet Superliga,4
Stefan Cvetković,0.08,55.17,1.2,0.0,0.28,0.28,0.32,0.04,0.08,9.64,77.59,4.2,66.67,56.25,46.15,0.4,0.24,25,2,3,Serbia Mozzart Bet Superliga,4
Mitar Ergelaš,0.04,36.84,0.65,0.0,0.74,0.3,0.61,0.17,0.13,9.87,60.35,2.13,33.33,36.36,44.68,1.17,0.74,23,1,3,Serbia Mozzart Bet Superliga,4
Samir Radovac,0.0,100.0,0.53,0.0,0.93,0.47,0.67,0.0,0.0,16.27,77.46,3.87,38.46,27.27,50.79,0.73,0.6,15,2,3,Serbia Mozzart Bet Superliga,4
Nemanja Jović,0.09,36.84,0.86,0.0,0.73,0.14,0.5,0.09,0.09,13.73,72.19,3.82,33.33,43.59,46.86,1.59,0.95,22,1,3,Serbia Mozzart Bet Superliga,4
Stefan Kovač,0.04,62.5,1.0,0.0,1.4,0.96,1.08,0.0,0.04,25.08,74.32,7.24,37.7,39.39,39.79,0.52,2.04,25,1,3,Serbia Mozzart Bet Superliga,4
Morice Abraham,0.0,45.45,0.53,0.0,0.4,0.07,0.33,0.13,0.0,7.27,76.15,2.27,71.43,16.67,41.51,0.67,0.6,15,1,3,Serbia Mozzart Bet Superliga,4
Đorđe Gordić,0.19,23.53,0.81,0.0,1.38,0.44,0.56,0.13,0.06,22.75,76.92,6.06,40.63,17.65,42.86,1.56,0.94,16,1,3,Serbia Mozzart Bet Superliga,4
Mehmed Ćosić,0.07,50.0,0.53,0.0,1.13,0.6,0.87,0.0,0.0,16.13,73.14,2.53,34.48,21.43,45.0,0.87,0.6,15,2,3,Serbia Mozzart Bet Superliga,4
Aleksandar Ješić,0.0,71.43,0.64,0.0,1.04,1.08,0.48,0.0,0.0,32.2,78.88,6.8,60.24,36.36,44.74,1.24,1.28,25,2,3,Serbia Mozzart Bet Superliga,4
Arihiro Sentoku,0.09,20.0,0.55,0.0,0.82,0.36,0.36,0.09,0.0,11.27,79.03,2.27,57.14,7.69,34.55,0.73,0.82,11,2,3,Serbia Mozzart Bet Superliga,4
Vladimir Radivojević,0.14,55.0,0.41,0.0,0.55,0.24,0.41,0.07,0.07,26.72,69.81,8.76,41.38,25.64,42.28,0.93,0.69,29,3,3,Serbia Mozzart Bet Superliga,4
Ibrahim Tanko,0.06,44.68,0.79,0.0,0.65,0.15,0.18,0.0,0.06,7.74,64.64,2.21,28.57,51.47,46.51,0.65,1.03,34,1,3,Serbia Mozzart Bet Superliga,4
Radivoj Bosić,0.04,47.22,0.78,0.0,0.65,0.17,0.43,0.09,0.0,7.04,70.37,2.43,58.33,21.43,44.07,0.74,0.74,23,1,3,Serbia Mozzart Bet Superliga,4
Lazar Arsić,0.0,35.0,1.19,0.0,0.62,0.52,0.43,0.05,0.0,17.24,67.96,4.43,35.56,26.09,43.97,1.71,1.14,21,3,3,Serbia Mozzart Bet Superliga,4
Nemanja Subotić,0.03,52.63,0.91,0.0,0.78,0.22,0.25,0.06,0.0,16.75,69.03,5.47,50.85,35.9,48.04,0.91,0.69,32,3,3,Serbia Mozzart Bet Superliga,4
Miloš Brnović,0.0,0.0,0.42,0.0,0.83,0.17,0.08,0.0,0.0,4.5,77.78,1.67,60.0,28.57,41.86,0.33,0.67,12,1,3,Serbia Mozzart Bet Superliga,4
Dimitrije Petronijević,0.0,44.44,0.57,0.0,1.5,0.71,0.57,0.07,0.0,19.29,69.63,3.14,35.71,46.67,48.75,0.5,0.93,14,1,3,Serbia Mozzart Bet Superliga,4
Mihajlo Nešković,0.07,45.21,0.93,0.0,1.1,0.33,0.7,0.03,0.03,21.97,77.85,4.9,36.36,43.24,49.81,1.7,0.73,30,1,3,Serbia Mozzart Bet Superliga,4
Borko Duronjić,0.07,43.75,0.72,0.0,0.72,0.28,0.59,0.1,0.07,11.45,62.35,2.79,40.38,21.21,44.25,1.21,0.72,29,2,3,Serbia Mozzart Bet Superliga,4
Stefan Dimić,0.13,38.46,0.87,0.0,0.53,0.47,0.2,0.07,0.0,16.67,86.0,7.2,83.33,18.75,37.84,1.4,1.07,15,2,3,Serbia Mozzart Bet Superliga,4
Danilo Sekulić,0.0,25.0,0.71,0.0,0.57,0.93,0.36,0.0,0.0,26.86,71.28,4.21,38.6,58.97,51.85,0.71,0.79,14,3,3,Serbia Mozzart Bet Superliga,4
Miroslav Bjeloš,0.0,57.14,0.64,0.0,0.82,0.55,0.36,0.0,0.0,15.55,70.18,2.45,37.5,33.33,45.24,0.27,0.73,11,3,3,Serbia Mozzart Bet Superliga,4
Predrag Medić,0.0,40.0,0.56,0.0,1.22,0.39,0.5,0.0,0.06,17.56,72.15,3.44,37.78,59.52,55.36,0.61,0.72,18,2,3,Serbia Mozzart Bet Superliga,4
Bogdan Jočić,0.05,28.57,0.41,0.0,1.73,0.36,1.09,0.0,0.05,19.18,73.46,3.45,50.0,46.43,41.03,0.41,1.41,22,1,3,Serbia Mozzart Bet Superliga,4
Goran Lončar,0.0,75.0,0.2,0.0,0.9,0.8,0.35,0.0,0.0,17.5,66.0,1.95,38.6,42.31,53.08,1.85,1.5,20,1,3,Serbia Mozzart Bet Superliga,4
Uroš Ljubomirac,0.0,40.91,1.07,0.0,0.73,0.6,0.67,0.07,0.0,20.47,70.36,5.67,31.25,44.64,43.41,0.73,0.6,15,3,3,Serbia Mozzart Bet Superliga,4
Ognjen Ajdar,0.0,83.33,0.42,0.0,0.21,0.0,0.21,0.0,0.0,5.79,83.64,2.37,25.0,63.64,50.0,0.26,0.37,19,1,3,Serbia Mozzart Bet Superliga,4
Ivan Milosavljević,0.03,47.37,0.31,0.0,0.34,0.16,0.47,0.09,0.09,19.44,82.48,5.66,45.0,25.81,39.39,0.88,0.53,32,1,3,Serbia Mozzart Bet Superliga,4
Danko Kiković,0.0,51.72,0.4,0.0,1.2,0.5,0.65,0.0,0.05,14.3,74.83,3.05,48.39,34.62,43.75,0.75,1.35,20,2,3,Serbia Mozzart Bet Superliga,4
Nenad Adamović,0.09,50.0,0.27,0.0,0.27,0.18,0.55,0.0,0.0,12.64,69.78,2.27,18.18,30.0,31.58,0.36,0.36,11,3,3,Serbia Mozzart Bet Superliga,4
Filip Petrović,0.0,50.0,0.0,0.0,0.91,0.82,0.55,0.0,0.0,12.91,59.86,1.91,32.14,31.25,41.86,0.18,0.45,11,1,3,Serbia Mozzart Bet Superliga,4
Nikola Knežević,0.0,36.84,0.4,0.0,0.4,0.13,0.4,0.07,0.0,15.67,71.49,3.67,35.71,24.32,36.46,0.87,0.53,15,1,3,Serbia Mozzart Bet Superliga,4
Miroslav Maričić,0.0,57.69,0.7,0.0,0.95,0.25,0.7,0.0,0.0,21.9,74.89,5.0,65.0,33.33,45.81,1.35,1.0,20,2,3,Serbia Mozzart Bet Superliga,4
Andrija Lazarević,0.0,59.26,0.21,0.0,0.79,0.43,0.79,0.0,0.0,13.0,84.62,3.29,71.43,30.0,43.33,0.64,0.79,14,1,3,Serbia Mozzart Bet Superliga,4
Nikša Vujanović,0.04,33.33,0.67,0.0,0.7,0.33,0.59,0.0,0.0,13.81,75.34,3.22,70.0,44.0,40.28,1.41,1.07,27,1,3,Serbia Mozzart Bet Superliga,4
Lazar Pavlović,0.0,45.83,1.42,0.0,0.92,0.33,0.83,0.0,0.0,25.67,75.97,8.0,42.86,42.86,37.38,1.0,1.42,12,1,3,Serbia Mozzart Bet Superliga,4
