Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Yáser Asprilla,0.03,48.33,0.76,0.0,0.68,0.24,0.27,0.16,0.05,14.78,75.5,4.3,60.0,37.78,39.35,0.38,0.84,37,1,3,Inglaterra Championship,2
Rubin Colwill,0.0,50.0,0.65,0.0,0.55,0.05,0.35,0.05,0.05,12.0,74.17,3.25,69.57,33.33,40.63,0.4,0.55,20,1,3,Inglaterra Championship,2
Scott High,0.0,83.33,0.27,0.0,0.77,0.32,0.45,0.0,0.0,13.23,77.66,3.0,45.71,46.67,50.0,0.32,0.5,22,1,3,Inglaterra Championship,2
Abdoullah Ba,0.04,43.33,0.33,0.0,0.44,0.11,0.33,0.04,0.04,11.59,79.23,3.19,47.06,64.29,43.81,0.44,0.56,27,1,3,Inglaterra Championship,2
Pierre Ekwah,0.0,62.5,0.36,0.0,0.79,0.57,0.71,0.14,0.0,19.29,84.07,3.93,36.0,15.79,40.63,0.5,0.43,14,1,3,Inglaterra Championship,2
Taylor Richards,0.0,53.33,0.73,0.0,0.53,0.2,0.07,0.07,0.0,10.27,82.47,2.27,75.0,75.0,53.19,0.4,0.27,15,1,3,Inglaterra Championship,2
David Kasumu,0.0,54.05,0.42,0.0,1.85,0.64,1.21,0.0,0.03,17.45,69.97,3.55,36.0,35.94,45.51,1.03,1.27,33,1,3,Inglaterra Championship,2
Luke Amos,0.0,52.63,0.57,0.0,0.81,0.57,0.57,0.0,0.0,15.14,74.84,3.62,34.48,48.39,44.55,0.33,0.57,21,2,3,Inglaterra Championship,2
George Hall,0.07,46.34,0.43,0.0,0.77,0.23,0.3,0.07,0.03,7.2,70.37,2.3,33.33,19.23,35.52,0.43,0.6,30,1,3,Inglaterra Championship,2
Leandro Bacuna,0.0,57.14,0.14,0.0,0.57,0.86,0.29,0.0,0.0,19.86,80.22,2.36,51.43,56.25,44.83,0.36,0.93,14,3,3,Inglaterra Championship,2
Marquinhos,0.09,50.0,1.36,0.0,0.36,0.36,0.82,0.0,0.09,18.18,80.5,5.09,71.43,35.71,33.71,0.82,0.91,11,1,3,Inglaterra Championship,2
Jordan James,0.0,64.29,0.33,0.0,0.61,0.27,0.21,0.03,0.0,10.24,75.74,2.09,51.22,30.0,46.15,0.39,0.64,33,1,3,Inglaterra Championship,2
Anis Mehmeti,0.07,51.02,1.93,0.0,0.67,0.13,0.47,0.13,0.07,11.6,71.84,4.93,9.09,26.32,35.61,0.47,1.27,15,1,3,Inglaterra Championship,2
Andre Dozzell,0.0,33.33,0.19,0.0,0.97,0.56,0.69,0.0,0.0,23.36,82.28,5.28,49.44,26.83,36.25,0.17,0.83,36,1,3,Inglaterra Championship,2
Joshua Onomah,0.0,61.54,0.54,0.0,0.92,0.15,0.23,0.08,0.08,9.92,81.4,4.15,50.0,27.78,41.43,0.31,0.54,13,2,3,Inglaterra Championship,2
Reda Khadra,0.14,40.28,0.66,0.0,0.31,0.28,0.31,0.1,0.07,9.31,76.67,4.1,38.46,21.43,34.38,0.48,0.31,29,1,3,Inglaterra Championship,2
Allahyar Sayyadmanesh,0.11,45.24,0.89,0.0,1.47,0.74,1.05,0.05,0.11,15.89,67.55,4.74,7.14,46.55,40.28,0.58,1.79,19,1,3,Inglaterra Championship,2
George Evans,0.0,100.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,6.82,72.0,1.64,53.33,100.0,80.0,0.18,0.09,11,2,3,Inglaterra Championship,2
Malcolm Ebiowei,0.0,48.21,1.08,0.0,1.25,0.42,0.75,0.08,0.0,12.92,70.32,4.42,45.45,33.33,44.19,0.92,0.58,12,1,3,Inglaterra Championship,2
Brooke Norton-Cuffy,0.0,43.18,0.24,0.0,1.71,0.37,0.49,0.07,0.05,15.46,69.24,4.12,25.93,37.76,44.12,0.49,0.61,41,1,3,Inglaterra Championship,2
Tyler Burey,0.04,41.51,0.92,0.0,0.38,0.17,0.17,0.08,0.04,5.75,78.99,2.5,33.33,24.0,40.31,0.63,0.38,24,1,3,Inglaterra Championship,2
Sam Bell,0.13,24.0,0.5,0.0,0.46,0.29,0.21,0.08,0.04,8.38,68.16,2.92,11.11,21.25,28.28,0.29,0.25,24,1,3,Inglaterra Championship,2
Fred Onyedinma,0.0,34.62,0.18,0.0,0.82,0.65,0.35,0.06,0.12,10.76,67.76,2.12,36.84,54.17,45.71,0.71,0.82,17,2,3,Inglaterra Championship,2
Romain Esse,0.0,47.37,0.58,0.0,0.42,0.0,0.25,0.0,0.0,6.92,83.13,3.0,75.0,27.27,37.74,0.25,0.33,12,1,3,Inglaterra Championship,2
Doğukan Sinik,0.0,31.03,0.33,0.0,0.58,0.33,0.5,0.0,0.08,10.08,80.99,3.58,88.89,40.0,34.38,0.33,0.67,12,1,3,Inglaterra Championship,2
Kevin De Bruyne,0.22,62.75,2.03,0.45,0.88,0.28,0.78,0.97,0.5,42.41,80.84,16.41,68.64,50.0,49.04,0.91,0.63,32,3,3,Inglaterra Premier League,1
Bruno Fernandes,0.22,53.33,2.49,0.0,1.84,0.68,1.14,0.86,0.22,50.14,77.74,17.57,57.71,30.65,44.6,1.05,1.14,37,2,3,Inglaterra Premier League,1
Martin Ødegaard,0.41,62.82,2.51,0.0,0.97,0.16,0.89,0.38,0.19,45.65,83.96,17.97,65.88,41.18,44.13,0.7,0.81,37,2,3,Inglaterra Premier League,1
James Maddison,0.33,54.12,2.83,0.51,1.7,0.43,1.03,0.4,0.3,33.77,79.47,11.03,54.74,28.57,56.07,2.63,1.03,30,2,3,Inglaterra Premier League,1
Rodri,0.06,75.76,1.39,0.0,1.86,0.92,0.72,0.25,0.17,82.67,91.26,16.89,74.24,68.57,58.6,0.56,1.31,36,2,3,Inglaterra Premier League,1
Solly March,0.21,62.37,2.24,0.0,1.61,0.73,0.61,0.52,0.21,33.36,78.56,12.94,66.35,44.12,51.14,1.18,1.39,33,2,3,Inglaterra Premier League,1
Pascal Groß,0.24,56.67,1.05,0.0,1.59,0.35,0.81,0.43,0.22,54.78,86.04,15.05,50.0,21.74,44.26,0.49,0.95,37,3,3,Inglaterra Premier League,1
Rúben Neves,0.17,67.86,1.89,0.0,2.26,1.43,1.2,0.03,0.03,58.11,83.97,10.6,58.68,50.0,52.81,0.51,1.09,35,2,3,Inglaterra Premier League,1
James Ward-Prowse,0.24,42.11,1.16,0.46,1.71,1.45,1.03,0.24,0.11,50.5,85.36,11.97,46.81,45.83,46.42,0.5,0.89,38,2,3,Inglaterra Premier League,1
Phil Foden,0.34,57.14,1.44,0.0,0.5,0.16,0.34,0.22,0.16,31.34,86.14,12.47,58.54,42.22,49.76,0.91,0.31,32,1,3,Inglaterra Premier League,1
Casemiro,0.14,52.94,1.21,0.0,3.18,1.21,1.57,0.25,0.11,50.43,78.54,9.71,55.88,65.12,55.28,0.86,1.71,28,3,3,Inglaterra Premier League,1
Alexis Mac Allister,0.29,66.67,2.46,0.36,2.0,0.63,1.03,0.11,0.06,51.51,87.24,12.97,67.71,60.98,57.57,1.63,1.0,35,1,3,Inglaterra Premier League,1
Rodrigo Bentancur,0.28,65.63,0.83,0.0,2.5,1.11,0.67,0.0,0.11,47.61,85.18,7.28,56.1,48.39,52.66,0.44,1.33,18,2,3,Inglaterra Premier League,1
Declan Rice,0.11,61.4,0.97,0.0,2.14,1.7,0.51,0.08,0.05,56.27,88.04,13.24,67.57,58.73,58.06,0.3,0.62,37,1,3,Inglaterra Premier League,1
Enzo Fernández,0.0,56.67,1.11,0.0,2.5,0.89,1.94,0.17,0.11,78.94,89.09,17.78,74.72,41.18,52.91,1.22,0.61,18,1,3,Inglaterra Premier League,1
Bruno Guimarães,0.13,63.38,0.88,0.0,2.44,1.13,0.84,0.06,0.16,51.0,84.56,14.91,59.76,59.38,57.11,2.59,1.41,32,2,3,Inglaterra Premier League,1
İlkay Gündoğan,0.26,45.71,1.74,0.65,0.97,0.65,0.68,0.19,0.13,49.68,88.25,13.97,75.0,62.5,46.88,0.81,0.74,31,3,3,Inglaterra Premier League,1
Michael Olise,0.05,47.79,1.38,0.39,1.57,0.7,0.95,0.3,0.3,31.3,78.41,10.19,56.98,31.58,48.89,1.86,0.76,37,1,3,Inglaterra Premier League,1
Eberechi Eze,0.26,63.39,1.87,0.0,1.11,0.34,0.53,0.16,0.11,28.5,82.36,9.53,47.89,37.25,52.07,1.5,0.71,38,2,3,Inglaterra Premier League,1
Pierre-Emile Højbjerg,0.11,72.09,0.94,0.0,1.6,1.4,1.17,0.14,0.14,64.46,88.56,12.37,66.95,77.14,53.19,1.03,1.09,35,2,3,Inglaterra Premier League,1
Thomas Partey,0.09,81.4,0.85,0.0,2.12,0.85,0.82,0.06,0.0,58.97,87.98,14.94,67.3,59.68,58.93,0.7,1.12,33,2,3,Inglaterra Premier League,1
Douglas Luiz,0.16,61.54,0.92,0.39,1.97,1.08,0.89,0.19,0.16,45.86,86.45,8.68,57.86,52.08,52.4,1.14,1.3,37,2,3,Inglaterra Premier League,1
Moisés Caicedo,0.03,57.14,0.76,0.0,2.7,1.51,0.76,0.08,0.03,59.7,88.77,13.41,67.97,63.79,58.24,1.46,1.76,37,1,3,Inglaterra Premier League,1
Willian,0.19,62.71,1.52,1.23,0.48,0.33,0.67,0.3,0.19,31.33,82.27,12.78,67.95,27.27,45.56,0.89,0.41,27,3,3,Inglaterra Premier League,1
Thiago Alcântara,0.0,84.0,0.56,0.0,2.39,1.17,0.5,0.06,0.0,60.28,86.54,10.78,75.0,36.84,57.22,1.39,1.0,18,3,3,Inglaterra Premier League,1
Dwight McNeil,0.19,50.96,1.28,0.0,1.78,0.86,0.97,0.31,0.08,20.97,76.42,5.86,42.86,43.75,47.06,0.58,0.61,36,1,3,Inglaterra Premier League,1
Mason Mount,0.13,55.17,1.38,2.08,1.38,0.33,0.58,0.13,0.08,29.38,80.14,10.33,63.16,39.13,46.7,1.13,1.17,24,1,3,Inglaterra Premier League,1
Mathias Jensen,0.14,46.15,0.62,0.0,1.89,0.86,1.7,0.11,0.16,32.89,75.68,8.68,51.87,39.29,43.05,0.68,0.86,37,2,3,Inglaterra Premier League,1
Granit Xhaka,0.19,61.54,1.08,0.0,0.92,0.41,0.68,0.16,0.19,42.43,86.5,13.49,71.88,56.06,52.94,1.05,0.7,37,3,3,Inglaterra Premier League,1
Youri Tielemans,0.1,83.87,1.0,0.0,2.13,0.9,1.23,0.32,0.06,50.19,82.13,10.32,48.18,68.42,58.37,0.81,1.06,31,2,3,Inglaterra Premier League,1
Joelinton,0.19,55.79,1.59,0.0,2.19,1.5,1.13,0.13,0.03,38.44,82.28,10.38,68.63,52.8,46.95,1.06,2.03,32,2,3,Inglaterra Premier League,1
Pedro Porro,0.2,37.84,1.73,0.0,1.67,1.0,1.67,0.27,0.2,31.87,75.31,6.6,34.09,8.33,41.79,1.07,0.8,15,1,3,Inglaterra Premier League,1
João Palhinha,0.09,48.28,1.11,0.0,4.17,1.31,1.8,0.0,0.0,36.17,82.94,6.23,63.31,64.29,59.41,1.43,1.37,35,2,3,Inglaterra Premier League,1
John McGinn,0.03,76.27,1.24,0.0,1.94,0.71,1.12,0.18,0.09,28.53,81.55,7.74,64.0,51.16,57.35,1.94,1.21,34,2,3,Inglaterra Premier League,1
Tyler Adams,0.0,36.84,0.17,0.0,3.71,1.46,1.21,0.04,0.0,55.21,82.42,10.08,44.57,64.29,56.75,0.88,1.54,24,1,3,Inglaterra Premier League,1
Cheick Doucouré,0.0,71.43,1.06,0.0,2.26,1.65,0.68,0.09,0.09,36.44,83.62,6.97,55.06,50.85,54.0,0.38,1.12,34,1,3,Inglaterra Premier League,1
Alex Iwobi,0.05,52.38,1.11,0.0,1.82,0.66,0.84,0.21,0.18,36.63,78.81,11.66,51.41,26.32,47.15,0.39,0.5,38,2,3,Inglaterra Premier League,1
Lucas Paquetá,0.14,60.0,1.89,0.0,2.54,0.57,1.43,0.11,0.11,40.14,80.16,10.04,73.44,52.94,47.75,1.07,1.79,28,2,3,Inglaterra Premier League,1
Christian Eriksen,0.04,47.06,1.39,0.0,0.79,0.39,0.79,0.21,0.29,49.68,84.62,13.29,54.7,40.91,39.2,0.36,0.46,28,3,3,Inglaterra Premier League,1
Christian Nørgaard,0.05,44.44,0.86,0.0,2.36,1.55,1.36,0.18,0.14,36.05,76.29,5.86,41.67,47.37,48.28,0.91,1.59,22,2,3,Inglaterra Premier League,1
Danilo,0.23,77.78,1.15,0.0,1.38,0.69,1.46,0.08,0.15,17.46,64.32,3.62,42.42,22.22,44.32,0.23,0.31,13,1,3,Inglaterra Premier League,1
Jacob Ramsey,0.17,50.0,0.94,0.0,1.97,0.66,1.06,0.23,0.2,24.69,83.68,6.91,54.29,31.37,48.21,1.29,1.0,35,1,3,Inglaterra Premier League,1
Ivan Perišić,0.03,48.65,0.85,0.0,1.21,0.65,0.62,0.32,0.24,23.0,72.25,4.74,50.0,51.52,46.3,0.24,0.88,34,3,3,Inglaterra Premier League,1
Amadou Onana,0.03,43.9,1.03,0.0,2.18,1.12,0.36,0.06,0.06,29.39,84.02,5.52,63.08,52.17,57.02,1.48,1.33,33,1,3,Inglaterra Premier League,1
Philip Billing,0.19,63.41,1.06,0.0,1.75,0.86,0.81,0.14,0.03,28.0,79.37,6.69,40.63,59.77,55.0,0.97,0.83,36,2,3,Inglaterra Premier League,1
Julio Enciso,0.2,55.36,1.9,0.0,0.65,0.2,0.25,0.15,0.1,12.1,72.73,4.55,25.0,42.86,47.79,0.75,0.65,20,1,3,Inglaterra Premier League,1
Jefferson Lerma,0.14,59.09,0.95,0.0,1.35,1.27,0.68,0.11,0.0,42.92,82.24,8.08,43.81,60.19,55.44,0.89,1.0,37,2,3,Inglaterra Premier League,1
Antony,0.16,45.59,2.88,0.0,0.88,0.44,0.8,0.08,0.08,30.96,82.17,13.2,62.96,20.83,44.62,1.0,0.6,25,1,3,Inglaterra Premier League,1
João Moutinho,0.0,53.33,0.52,0.0,1.65,0.58,0.87,0.1,0.06,31.94,83.94,8.45,66.67,25.81,47.13,0.48,1.0,31,3,3,Inglaterra Premier League,1
Idrissa Gueye,0.0,67.86,0.45,0.0,2.94,1.7,0.88,0.03,0.03,36.64,84.53,6.61,43.02,55.1,61.46,1.52,1.3,33,3,3,Inglaterra Premier League,1
Tomáš Souček,0.06,14.29,0.94,0.0,2.14,1.47,0.83,0.08,0.08,27.03,72.05,4.53,54.79,55.12,51.36,0.44,1.39,36,2,3,Inglaterra Premier League,1
Matt Doherty,0.08,60.0,0.83,0.0,1.25,0.67,0.25,0.0,0.0,27.42,82.37,6.67,34.62,60.61,56.96,0.33,0.92,12,3,3,Inglaterra Premier League,1
Bernardo Silva,0.12,49.12,0.74,0.0,1.29,0.47,0.76,0.18,0.15,41.71,89.07,12.32,57.84,23.53,41.74,0.44,0.91,34,2,3,Inglaterra Premier League,1
Marcus Rashford,0.49,42.52,3.09,0.0,0.57,0.2,0.43,0.14,0.14,22.26,78.69,8.69,61.36,33.33,38.74,0.66,0.43,35,2,3,Inglaterra Premier League,1
Jordan Henderson,0.0,60.0,0.66,0.0,0.91,0.6,0.6,0.2,0.06,44.14,84.92,11.51,57.97,52.38,49.61,0.26,0.51,35,3,3,Inglaterra Premier League,1
Jorginho,0.06,47.06,0.34,0.0,1.88,0.94,1.34,0.0,0.03,50.31,86.27,11.59,62.75,48.65,54.98,1.28,0.56,32,3,3,Inglaterra Premier League,1
Joe Willock,0.09,46.25,1.66,0.0,1.46,0.71,0.94,0.34,0.17,25.37,85.14,9.4,63.64,50.0,45.2,0.66,1.0,35,1,3,Inglaterra Premier League,1
Vitaly Janelt,0.09,39.13,0.4,0.0,1.54,0.83,0.8,0.06,0.03,27.91,80.86,5.4,62.04,58.93,54.98,0.6,0.63,35,2,3,Inglaterra Premier League,1
Fabinho,0.0,63.64,0.5,0.0,1.81,1.03,1.06,0.11,0.06,50.42,88.65,8.06,56.15,58.82,49.8,0.67,1.47,36,2,3,Inglaterra Premier League,1
Hakim Ziyech,0.0,48.28,0.89,0.0,1.11,0.28,0.28,0.33,0.17,17.56,73.42,5.22,45.16,0.0,48.98,0.78,0.67,18,2,3,Inglaterra Premier League,1
Jarrod Bowen,0.16,39.56,1.97,0.0,1.03,0.95,1.08,0.24,0.13,18.82,72.73,5.5,40.74,33.33,42.58,1.82,0.68,38,2,3,Inglaterra Premier League,1
Kiernan Dewsbury-Hall,0.06,60.61,0.84,0.0,1.71,0.9,0.9,0.1,0.06,35.32,78.54,9.61,47.46,53.57,52.0,1.13,1.19,31,2,3,Inglaterra Premier League,1
Andreas Pereira,0.12,40.48,1.88,0.0,0.55,0.18,0.76,0.21,0.18,25.88,73.65,8.06,54.74,23.68,30.74,0.94,1.24,33,2,3,Inglaterra Premier League,1
Kaoru Mitoma,0.21,51.75,1.58,0.0,1.33,0.52,0.64,0.27,0.15,27.7,83.26,10.55,61.76,48.65,49.5,0.82,0.88,33,2,3,Inglaterra Premier League,1
Marcus Tavernier,0.22,50.0,1.61,0.0,1.43,0.39,0.91,0.17,0.17,25.91,77.35,6.78,42.22,34.69,43.77,1.22,0.91,23,1,3,Inglaterra Premier League,1
Jadon Sancho,0.23,46.58,0.81,0.0,0.62,0.27,0.77,0.23,0.12,28.81,85.05,12.65,64.71,14.29,38.27,0.38,0.35,26,1,3,Inglaterra Premier League,1
Ben Chilwell,0.09,40.0,0.7,0.0,0.91,0.78,0.52,0.04,0.09,33.0,83.27,7.7,32.08,56.52,50.99,1.0,0.57,23,2,3,Inglaterra Premier League,1
Marcel Sabitzer,0.0,50.0,1.0,0.0,1.09,0.73,0.82,0.27,0.09,26.91,79.05,7.18,52.94,54.17,51.43,0.91,0.73,11,2,3,Inglaterra Premier League,1
Harvey Elliott,0.03,55.88,1.13,0.0,0.84,0.47,0.84,0.22,0.06,29.91,82.86,9.13,51.61,20.0,44.64,0.78,0.44,32,1,3,Inglaterra Premier League,1
Marc Roca,0.03,62.96,1.09,0.0,2.06,0.72,1.44,0.13,0.06,37.84,79.36,9.03,49.28,59.38,49.24,0.91,1.25,32,2,3,Inglaterra Premier League,1
Roméo Lavia,0.03,68.29,0.41,0.0,2.07,1.14,1.1,0.0,0.0,34.17,86.38,6.52,66.2,44.44,56.08,1.66,0.97,29,1,3,Inglaterra Premier League,1
Curtis Jones,0.17,45.83,0.83,0.0,1.89,0.17,0.72,0.06,0.06,36.56,91.19,11.61,88.24,33.33,46.38,0.89,0.72,18,1,3,Inglaterra Premier League,1
Emiliano Buendía,0.13,51.85,1.29,0.0,1.34,0.53,1.5,0.21,0.05,26.11,78.63,8.16,69.7,29.87,38.32,1.16,1.13,38,2,3,Inglaterra Premier League,1
Boubacar Kamara,0.0,57.14,0.17,0.0,2.42,0.79,1.17,0.04,0.04,39.17,84.89,5.5,60.0,56.41,54.98,1.29,1.42,24,1,3,Inglaterra Premier League,1
Fred,0.06,44.44,0.74,0.0,1.34,0.54,0.66,0.11,0.06,21.77,80.71,6.03,47.62,50.0,48.42,0.63,0.94,35,2,3,Inglaterra Premier League,1
Manor Solomon,0.21,55.88,0.58,0.0,1.11,0.26,0.37,0.0,0.0,10.47,86.43,4.05,60.0,50.0,53.41,0.21,0.26,19,1,3,Inglaterra Premier League,1
João Gomes,0.09,53.33,0.36,0.0,2.64,0.36,0.91,0.0,0.0,28.36,79.49,4.73,45.45,63.64,58.25,1.45,1.55,11,1,3,Inglaterra Premier League,1
Adam Lallana,0.13,50.0,0.5,0.0,0.56,0.13,0.44,0.0,0.06,19.38,83.23,6.69,50.0,47.06,45.76,0.44,0.13,16,3,3,Inglaterra Premier League,1
Pablo Fornals,0.09,50.0,0.84,0.0,0.94,0.44,0.66,0.06,0.03,21.91,77.75,6.53,51.85,29.73,40.56,0.22,0.44,32,2,3,Inglaterra Premier League,1
Tom Cairney,0.06,52.94,0.64,0.0,0.52,0.15,0.09,0.09,0.0,21.42,87.98,6.97,69.39,44.44,52.83,0.67,0.24,33,3,3,Inglaterra Premier League,1
Matheus Nunes,0.03,61.11,0.82,0.0,1.97,0.47,0.97,0.06,0.03,28.65,82.34,6.41,68.64,42.31,52.3,1.44,1.09,34,2,3,Inglaterra Premier League,1
Dango Ouattara,0.05,45.59,1.37,0.0,1.47,0.68,1.0,0.21,0.16,15.53,65.76,4.47,40.0,44.78,48.15,0.79,0.32,19,1,3,Inglaterra Premier League,1
Daniel Podence,0.19,41.38,1.34,0.0,0.84,0.22,0.78,0.06,0.0,18.53,70.49,6.34,60.0,33.33,38.65,0.72,0.81,32,2,3,Inglaterra Premier League,1
Mateo Kovačić,0.04,65.52,0.85,0.0,1.33,0.7,0.85,0.15,0.07,48.48,86.02,10.96,51.72,50.0,47.24,0.44,0.67,27,2,3,Inglaterra Premier League,1
Cole Palmer,0.0,66.67,0.79,0.0,0.36,0.07,0.14,0.07,0.07,13.21,88.65,5.14,57.14,25.0,55.32,0.43,0.07,14,1,3,Inglaterra Premier League,1
Wilfred Ndidi,0.0,71.43,0.26,0.0,2.26,1.41,0.96,0.0,0.0,33.11,84.0,3.11,38.89,53.19,55.0,0.52,1.07,27,2,3,Inglaterra Premier League,1
Luis Sinisterra,0.26,52.78,1.47,0.0,1.11,0.42,0.42,0.0,0.0,17.32,81.46,5.95,60.0,50.0,46.67,0.63,0.74,19,1,3,Inglaterra Premier League,1
Abdoulaye Doucouré,0.2,63.33,0.8,0.0,1.24,0.52,1.0,0.12,0.08,21.52,79.55,5.44,23.08,30.23,40.36,0.16,0.84,25,2,3,Inglaterra Premier League,1
Conor Gallagher,0.09,50.0,0.8,0.0,1.31,0.66,0.77,0.14,0.03,23.11,84.55,7.26,48.15,40.43,45.39,1.0,1.0,35,1,3,Inglaterra Premier League,1
Jack Harrison,0.14,44.86,1.08,0.0,1.11,0.61,1.11,0.25,0.19,25.89,71.03,8.61,36.23,10.64,35.23,1.03,1.06,36,2,3,Inglaterra Premier League,1
Boubakary Soumaré,0.0,66.67,0.04,0.0,2.19,1.27,0.77,0.0,0.0,34.62,86.11,5.46,66.67,56.25,53.96,0.85,1.19,26,1,3,Inglaterra Premier League,1
Sean Longstaff,0.03,30.77,1.0,0.0,1.27,0.48,0.97,0.18,0.12,34.09,82.76,8.73,52.81,46.15,45.9,1.18,0.88,33,2,3,Inglaterra Premier League,1
Ryan Yates,0.0,62.5,1.0,0.0,1.46,0.38,0.35,0.08,0.08,22.19,78.16,3.19,44.64,59.62,57.08,2.04,1.92,26,2,3,Inglaterra Premier League,1
Harry Wilson,0.07,46.15,0.62,0.0,0.72,0.21,0.34,0.07,0.1,12.97,80.32,4.55,75.86,25.0,53.49,1.1,0.38,29,2,3,Inglaterra Premier League,1
Sam Greenwood,0.06,42.86,0.67,0.0,0.83,0.06,0.72,0.06,0.11,7.83,62.41,1.94,20.69,12.5,34.38,0.17,0.61,18,1,3,Inglaterra Premier League,1
Nampalys Mendy,0.05,70.0,0.11,0.0,0.68,0.68,0.37,0.0,0.0,21.53,88.26,2.32,64.71,40.0,56.67,0.53,0.47,19,3,3,Inglaterra Premier League,1
Ruben Loftus-Cheek,0.0,59.26,0.36,0.0,1.0,0.48,0.36,0.08,0.04,34.04,88.6,10.2,64.0,45.83,55.67,1.36,0.4,25,2,3,Inglaterra Premier League,1
Lewis Cook,0.0,41.18,0.21,0.0,1.32,0.82,0.86,0.11,0.07,25.11,81.79,4.68,44.23,41.18,44.85,0.36,0.54,28,2,3,Inglaterra Premier League,1
Jeffrey Schlupp,0.09,61.22,0.82,0.0,1.94,0.68,0.62,0.09,0.03,25.12,75.53,5.0,31.03,37.14,48.59,0.97,1.5,34,3,3,Inglaterra Premier League,1
Kalvin Phillips,0.0,100.0,0.5,0.0,0.5,0.42,0.58,0.0,0.0,26.0,92.63,5.08,66.67,71.43,41.18,0.17,0.83,12,2,3,Inglaterra Premier League,1
Daniel James,0.08,54.55,0.71,0.0,0.63,0.13,0.29,0.13,0.04,7.92,70.53,2.96,28.57,5.26,47.19,0.83,0.17,24,2,3,Inglaterra Premier League,1
Sergio Gómez,0.0,0.0,0.58,0.0,0.75,0.17,0.25,0.08,0.08,23.92,89.2,5.33,71.43,23.08,41.18,0.17,0.08,12,1,3,Inglaterra Premier League,1
Carney Chukwuemeka,0.0,54.55,0.36,0.0,0.93,0.43,0.14,0.0,0.0,14.29,88.5,5.21,100.0,14.29,58.14,0.36,0.14,14,1,3,Inglaterra Premier League,1
Albert Sambi Lokonga,0.0,50.0,0.13,0.0,0.93,0.8,0.4,0.0,0.0,26.6,89.97,5.8,53.13,38.1,53.25,1.13,0.53,15,1,3,Inglaterra Premier League,1
Joe Rothwell,0.0,69.57,0.15,0.0,1.0,0.45,0.7,0.05,0.05,21.45,87.65,4.15,47.5,25.0,47.62,0.15,0.85,20,2,3,Inglaterra Premier League,1
Joe Aribo,0.1,44.74,0.67,0.0,1.48,0.48,0.43,0.1,0.0,17.86,74.13,5.14,62.5,41.1,46.67,0.62,0.48,21,2,3,Inglaterra Premier League,1
Lewis O'Brien,0.08,70.0,0.54,0.0,1.23,0.38,0.46,0.0,0.0,15.92,78.74,4.08,16.67,25.0,59.7,1.15,0.38,13,2,3,Inglaterra Premier League,1
Neeskens Kebano,0.0,39.13,0.53,0.0,1.0,0.06,0.47,0.12,0.18,11.06,79.79,4.71,33.33,14.29,45.36,0.94,0.47,17,3,3,Inglaterra Premier League,1
Kamaldeen Sulemana,0.11,53.73,1.33,0.0,0.83,0.33,0.56,0.11,0.06,13.56,76.23,4.72,52.63,26.32,45.95,0.67,0.5,18,1,3,Inglaterra Premier League,1
Cheikhou Kouyaté,0.05,87.5,0.29,0.0,1.38,0.48,0.19,0.05,0.0,11.67,75.51,1.95,66.67,69.23,60.55,0.57,1.05,21,3,3,Inglaterra Premier League,1
Fábio Vieira,0.05,35.29,0.68,0.0,0.27,0.18,0.09,0.14,0.09,12.14,84.64,4.64,41.67,37.5,40.82,0.23,0.14,22,1,3,Inglaterra Premier League,1
Billy Gilmour,0.0,50.0,0.43,0.0,0.36,0.43,0.43,0.07,0.07,28.79,90.32,5.29,62.96,50.0,36.59,0.21,0.57,14,1,3,Inglaterra Premier League,1
Leander Dendoncker,0.0,57.14,0.21,0.0,0.96,0.79,0.46,0.04,0.0,15.75,87.83,2.0,62.5,48.0,54.79,0.04,0.04,24,2,3,Inglaterra Premier League,1
Jack Colback,0.0,100.0,0.0,0.0,1.64,0.27,0.27,0.09,0.0,12.82,82.98,2.36,41.67,33.33,61.11,0.73,0.82,11,3,3,Inglaterra Premier League,1
Scott McTominay,0.04,59.09,0.54,0.0,1.33,0.58,0.38,0.08,0.0,17.75,82.86,4.04,69.23,59.65,51.91,0.67,1.17,24,2,3,Inglaterra Premier League,1
Harrison Reed,0.08,38.46,0.54,0.0,1.19,0.51,0.92,0.08,0.11,32.89,79.79,7.81,46.81,45.45,41.43,0.57,1.03,37,2,3,Inglaterra Premier League,1
Mario Lemina,0.0,78.57,0.47,0.0,2.0,0.74,0.95,0.0,0.05,34.05,87.33,3.32,60.0,77.27,59.06,0.47,0.95,19,2,3,Inglaterra Premier League,1
James Milner,0.0,57.89,0.23,0.0,0.84,0.39,0.61,0.06,0.03,19.58,81.38,4.81,50.0,48.15,47.79,0.48,0.52,31,3,3,Inglaterra Premier League,1
Joshua Dasilva,0.11,68.09,0.5,0.0,0.5,0.14,0.28,0.08,0.06,15.89,82.69,4.22,50.0,42.86,51.97,0.64,0.39,36,2,3,Inglaterra Premier League,1
