Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Olimpiu Moruțan,0.17,6.3,1.8,0.0,0.71,0.31,1.09,0.23,0.23,2.006,7.3790000000000004,0.817,5.116,3.2,4.545,1.83,0.83,35.0,1.0,3.0,Italia Serie B,2.0
Giacomo Calò,0.0,5.0,0.83,0.0,0.71,0.88,0.71,0.13,0.0,2.592,7.3790000000000004,0.333,4.027,5.385,6.014,2.21,0.92,24.0,2.0,3.0,Italia Serie B,2.0
Paolo Bartolomei,0.0,7.083,1.06,0.0,0.69,0.91,0.5,0.09,0.09,2.625,6.667,0.6809999999999999,4.279,4.762,4.8100000000000005,0.53,0.75,32.0,3.0,3.0,Italia Serie B,2.0
Pasquale Schiattarella,0.0,6.470999999999999,0.36,0.0,1.46,0.96,0.64,0.14,0.04,4.525,8.295,1.025,5.769,7.0,6.715999999999999,2.21,1.0,28.0,3.0,3.0,Italia Serie B,2.0
Filippo Falco,0.0,6.154,1.5,0.0,0.43,0.0,0.14,0.07,0.0,2.714,8.763,1.221,6.429,1.6670000000000003,4.737,1.5,0.57,14.0,3.0,3.0,Italia Serie B,2.0
Žan Majer,0.03,6.667,0.81,0.0,1.74,0.87,0.94,0.1,0.1,3.668,8.311,0.784,6.581999999999999,3.8890000000000002,4.7829999999999995,0.65,1.1,31.0,3.0,3.0,Italia Serie B,2.0
Manuel Marras,0.07,5.577,1.27,0.0,3.13,0.93,2.13,0.27,0.2,2.94,7.483,0.933,4.348,3.7039999999999997,5.049,1.27,1.13,15.0,2.0,3.0,Italia Serie B,2.0
Fabian Tait,0.09,6.25,0.94,0.0,1.65,1.41,1.12,0.06,0.03,2.847,7.654999999999999,0.647,3.371,6.7780000000000005,5.421,1.03,1.41,34.0,2.0,3.0,Italia Serie B,2.0
Milan Badelj,0.12,4.8149999999999995,0.77,0.0,1.5,1.85,1.23,0.04,0.04,5.692,8.257,1.096,5.266,5.862,4.229,0.62,1.85,26.0,3.0,3.0,Italia Serie B,2.0
Alessandro Deiola,0.12,5.0,1.5,0.0,0.92,0.62,0.62,0.08,0.08,2.6149999999999998,7.559,0.496,6.378,5.125,5.0,0.42,0.46,26.0,2.0,3.0,Italia Serie B,2.0
Filip Jagiełło,0.12,6.765000000000001,0.82,0.0,0.71,0.15,0.38,0.12,0.06,2.129,8.135,0.741,4.773,5.2780000000000005,5.127000000000001,0.5,0.38,34.0,2.0,3.0,Italia Serie B,2.0
Tommaso Arrigoni,0.1,8.0,0.63,0.048,1.07,0.33,0.47,0.1,0.07,2.447,8.093,0.5269999999999999,4.483,4.359,5.3020000000000005,0.73,0.83,30.0,2.0,3.0,Italia Serie B,2.0
Valerio Verre,0.14,4.211,1.79,0.0,1.5,0.29,1.14,0.14,0.14,3.529,7.955,0.993,5.818,3.3329999999999997,4.135,0.79,1.07,14.0,2.0,3.0,Italia Serie B,2.0
Alessio Vita,0.03,3.6,1.03,0.0,1.63,1.09,1.43,0.11,0.09,2.574,6.7700000000000005,0.6769999999999999,3.152,3.8890000000000002,5.093999999999999,1.94,1.09,35.0,2.0,3.0,Italia Serie B,2.0
Luca Garritano,0.09,4.483,1.12,0.0,1.09,0.29,0.71,0.12,0.15,2.432,7.6659999999999995,0.659,4.775,2.414,4.215999999999999,0.65,0.71,34.0,2.0,3.0,Italia Serie B,2.0
Fabrizio Caligara,0.06,4.643,1.76,0.0,2.24,1.21,1.27,0.12,0.15,2.839,7.3,0.588,5.192,6.027,5.307,1.67,1.67,33.0,1.0,3.0,Italia Serie B,2.0
Nahitan Nández,0.0,4.545,0.94,0.0,1.58,0.48,1.18,0.24,0.12,3.221,7.6579999999999995,0.921,4.957,4.868,5.055,2.0,1.12,33.0,2.0,3.0,Italia Serie B,2.0
Dennis Man,0.21,5.294,1.46,0.0,0.54,0.18,0.64,0.14,0.07,2.4210000000000003,8.392,1.0070000000000001,6.773999999999999,2.903,4.218,0.71,0.54,28.0,2.0,3.0,Italia Serie B,2.0
Amato Ciciretti,0.15,6.667,1.69,0.0,0.69,0.31,0.62,0.15,0.08,1.492,7.784000000000001,0.33799999999999997,5.2170000000000005,5.0,5.0,0.46,0.54,13.0,2.0,3.0,Italia Serie B,2.0
Tanner Tessmann,0.09,4.681,1.31,0.063,1.66,0.69,0.69,0.13,0.06,4.159000000000001,8.107,0.866,5.388,5.5,5.186999999999999,0.97,0.94,32.0,1.0,3.0,Italia Serie B,2.0
Simone Santoro,0.06,5.588,1.09,0.0,2.09,0.97,1.15,0.0,0.0,2.8440000000000003,7.311,0.776,4.929,4.521,5.593999999999999,2.09,1.44,34.0,1.0,3.0,Italia Serie B,2.0
Leonardo Benedetti,0.1,5.957,0.77,0.0,1.42,0.94,0.58,0.1,0.06,2.9739999999999998,8.471,0.665,4.681,5.082,5.328,1.13,0.81,31.0,1.0,3.0,Italia Serie B,2.0
Cesc Fàbregas,0.0,4.0,0.29,0.0,1.0,0.24,0.65,0.06,0.12,3.253,8.336,0.782,5.5,2.5,4.805,0.82,0.76,17.0,3.0,3.0,Italia Serie B,2.0
Alessio Iovine,0.0,5.0,0.67,0.0,1.0,0.61,0.44,0.06,0.0,1.95,7.406999999999999,0.41100000000000003,5.161,3.871,5.146,1.0,0.78,18.0,3.0,3.0,Italia Serie B,2.0
Nicholas Ioannou,0.09,3.279,0.63,0.0,1.28,0.78,0.38,0.06,0.09,2.153,6.517,0.372,3.929,4.516,5.122,1.16,0.69,32.0,2.0,3.0,Italia Serie B,2.0
Stefano Sabelli,0.03,3.5420000000000003,0.53,0.0,1.57,0.97,0.9,0.2,0.13,3.75,6.9959999999999996,0.97,3.566,5.455,5.103,1.83,1.43,30.0,2.0,3.0,Italia Serie B,2.0
Marcel Büchel,0.04,6.8420000000000005,0.96,0.0,0.75,1.54,0.64,0.0,0.04,4.004,7.948,0.757,5.805,5.404999999999999,4.889,0.82,1.18,28.0,3.0,3.0,Italia Serie B,2.0
Magnus Kofod Andersen,0.0,2.308,0.62,0.0,1.15,0.5,0.46,0.15,0.15,1.777,8.247,0.385,5.897,2.857,4.766,0.54,0.65,26.0,1.0,3.0,Italia Serie B,2.0
Denis Cheryshev,0.17,5.833,1.04,0.0,0.61,0.22,0.52,0.13,0.09,1.23,7.067,0.4,5.238,2.5,4.1579999999999995,0.39,0.43,23.0,3.0,3.0,Italia Serie B,2.0
Drissa Camara,0.18,5.0,1.05,0.0,1.05,0.23,0.32,0.09,0.05,1.4,7.726999999999999,0.5269999999999999,4.4,2.692,4.884,1.5,1.45,22.0,1.0,3.0,Italia Serie B,2.0
Nahuel Estévez,0.03,5.556,0.97,0.0,0.78,0.94,0.72,0.14,0.06,3.992,8.212,0.836,4.088,5.361,4.602,0.53,1.19,36.0,2.0,3.0,Italia Serie B,2.0
Marcus Rohdén,0.09,4.0,1.27,0.0,1.03,0.61,0.7,0.21,0.18,2.609,7.619,0.7030000000000001,3.3329999999999997,4.107,4.381,1.03,1.45,33.0,3.0,3.0,Italia Serie B,2.0
Antoine Makoumbou,0.03,7.755,0.28,0.0,1.19,0.86,0.44,0.06,0.0,4.583,8.879000000000001,1.025,6.644,3.25,5.109,1.28,1.22,36.0,2.0,3.0,Italia Serie B,2.0
Alessandro Bellemo,0.03,7.8260000000000005,0.65,0.0,2.32,1.0,1.26,0.03,0.06,3.319,8.163,0.616,5.044,5.0,5.6,1.35,1.16,31.0,2.0,3.0,Italia Serie B,2.0
Daniele Baselli,0.06,6.0,0.83,0.0,1.44,0.61,0.67,0.0,0.0,3.033,8.315000000000001,0.5940000000000001,5.286,6.25,6.18,0.72,0.44,18.0,3.0,3.0,Italia Serie B,2.0
Andrés Tello,0.18,5.758,1.0,0.0,1.18,0.61,1.32,0.07,0.07,2.811,7.687,0.7,5.4670000000000005,5.918,4.5329999999999995,0.75,1.46,28.0,2.0,3.0,Italia Serie B,2.0
Matteo Prati,0.1,6.875,1.25,0.0,1.65,0.9,1.2,0.05,0.05,3.9450000000000003,8.01,0.63,4.194,5.833,5.07,0.7,0.9,20.0,1.0,3.0,Italia Serie B,2.0
Massimo Bertagnoli,0.08,6.667,0.54,0.0,1.54,0.54,0.62,0.0,0.08,2.554,8.042,0.646,6.667,5.263,5.436999999999999,1.38,1.38,13.0,1.0,3.0,Italia Serie B,2.0
Gregorio Luperini,0.14,5.333,1.2,0.0,1.77,0.43,0.86,0.11,0.0,1.597,6.154,0.48600000000000004,3.725,3.6409999999999996,4.42,0.97,1.17,35.0,2.0,3.0,Italia Serie B,2.0
Marco Sala,0.04,3.75,0.42,0.0,1.77,0.58,0.5,0.19,0.04,2.7039999999999997,7.183,0.55,2.872,4.242,5.0969999999999995,0.27,0.62,26.0,1.0,3.0,Italia Serie B,2.0
Francesco Zampano,0.03,4.125,0.82,0.0,1.52,0.88,0.61,0.15,0.06,3.682,7.918000000000001,0.7969999999999999,5.102,4.773,4.805,1.33,1.45,33.0,2.0,3.0,Italia Serie B,2.0
Lorenzo Dickmann,0.08,3.0,0.92,0.0,1.44,1.11,1.0,0.03,0.06,3.4530000000000003,7.739,0.606,4.242,3.636,4.798,0.94,0.64,36.0,2.0,3.0,Italia Serie B,2.0
Daniele Casiraghi,0.06,4.3100000000000005,1.03,0.0,0.59,0.5,0.72,0.28,0.19,1.666,7.373,0.513,6.779999999999999,1.6670000000000003,5.043,2.19,0.66,32.0,2.0,3.0,Italia Serie B,2.0
Niccolò Zanellato,0.0,6.956999999999999,0.57,0.0,1.11,0.68,0.36,0.0,0.04,2.9,8.017,0.693,5.795,6.522,6.221,1.54,1.14,28.0,2.0,3.0,Italia Serie B,2.0
Ben Lhassine Kone,0.11,6.316,1.11,0.0,1.32,0.95,0.74,0.05,0.0,2.1260000000000003,8.267,0.479,5.122,3.3329999999999997,4.869,2.0,1.74,19.0,1.0,3.0,Italia Serie B,2.0
Idrissa Touré,0.1,3.8979999999999997,0.9,0.0,1.52,1.0,0.69,0.1,0.07,2.31,7.06,0.593,3.438,5.978,5.128,0.83,0.93,29.0,2.0,3.0,Italia Serie B,2.0
Valerio Mastrantonio,0.04,2.5,0.68,0.0,1.56,0.92,0.32,0.04,0.04,1.5,7.12,0.388,3.9219999999999997,4.167,5.492,0.6,0.84,25.0,1.0,3.0,Italia Serie B,2.0
Luca Fiordilino,0.0,6.0,0.13,0.0,1.6,0.67,0.6,0.0,0.0,2.7199999999999998,8.235,0.45999999999999996,4.845000000000001,5.294,5.829,1.0,0.83,30.0,2.0,3.0,Italia Serie B,2.0
Christos Kourfalidis,0.05,5.0,1.1,0.0,1.14,0.57,0.76,0.1,0.14,2.533,7.519,0.638,4.654999999999999,4.318,4.575,0.81,1.0,21.0,1.0,3.0,Italia Serie B,2.0
Adrian Benedyczak,0.25,3.0,0.88,0.0,0.28,0.06,0.13,0.03,0.03,1.144,6.694,0.378,2.727,5.0,4.327,0.41,0.78,32.0,1.0,3.0,Italia Serie B,2.0
Giacomo Olzer,0.21,5.0,0.57,0.0,1.14,0.5,0.21,0.0,0.0,1.129,5.443,0.236,1.4289999999999998,4.615,4.524,0.71,1.64,14.0,1.0,3.0,Italia Serie B,2.0
Michaël Cuisance,0.15,6.429,0.92,0.0,1.08,0.23,1.0,0.0,0.15,2.554,7.952,0.585,5.152,2.857,4.24,1.31,1.38,13.0,1.0,3.0,Italia Serie B,2.0
Mikael Ellertsson,0.13,6.667,1.06,0.0,1.25,0.44,0.88,0.06,0.06,1.538,8.251999999999999,0.475,3.75,5.0,5.37,1.13,0.88,16.0,1.0,3.0,Italia Serie B,2.0
Samuele Damiani,0.0,7.5,0.33,0.0,1.41,0.33,0.41,0.04,0.04,2.274,8.339,0.41900000000000004,5.256,4.444,5.593,0.37,0.44,27.0,2.0,3.0,Italia Serie B,2.0
Giannis Fetfatzidis,0.08,5.0,1.54,0.0,0.62,0.31,0.62,0.08,0.08,1.4689999999999999,8.586,0.562,8.181999999999999,0.0,4.706,0.92,0.15,13.0,3.0,3.0,Italia Serie B,2.0
Ridgeciano Haps,0.04,4.0,0.83,0.0,1.04,1.21,0.25,0.13,0.04,2.821,7.696,0.546,5.0,6.667,6.25,1.46,0.88,24.0,2.0,3.0,Italia Serie B,2.0
Marcin Listkowski,0.08,6.316,0.92,0.0,0.67,0.58,0.5,0.08,0.0,1.7,7.401999999999999,0.508,5.0,3.0,5.1899999999999995,1.5,1.08,12.0,2.0,3.0,Italia Serie B,2.0
Lorenzo Crisetig,0.03,5.294,0.31,0.0,0.9,1.21,0.45,0.03,0.0,3.179,8.449,0.5549999999999999,6.265,5.909000000000001,5.756,1.31,0.93,29.0,2.0,3.0,Italia Serie B,2.0
Claudio Gomes,0.0,7.5,0.23,0.0,1.62,0.77,0.38,0.0,0.04,3.7619999999999996,8.333,0.7,5.114,5.122,5.86,0.85,1.04,26.0,1.0,3.0,Italia Serie B,2.0
Francesco Lisi,0.12,3.0949999999999998,1.5,0.0,0.88,0.62,0.58,0.08,0.19,1.888,6.945,0.585,3.088,4.231,4.0,0.88,1.38,26.0,3.0,3.0,Italia Serie B,2.0
Mattia Viviani,0.0,6.429,0.57,0.0,2.24,0.62,0.52,0.0,0.0,2.605,7.952,0.557,3.8600000000000003,6.956999999999999,6.188000000000001,1.29,1.24,21.0,1.0,3.0,Italia Serie B,2.0
Emanuele Ndoj,0.07,5.385,1.21,0.051000000000000004,1.68,0.39,0.64,0.04,0.11,2.2,7.744,0.614,6.420999999999999,2.821,5.101,2.36,1.68,28.0,2.0,3.0,Italia Serie B,2.0
Raffaele Celia,0.14,4.333,0.61,0.0,1.18,0.79,0.54,0.11,0.0,2.771,8.08,0.48200000000000004,5.05,3.3329999999999997,5.082,0.89,0.57,28.0,1.0,3.0,Italia Serie B,2.0
Mirko Antonucci,0.3,3.942,1.81,0.0,0.78,0.38,0.46,0.03,0.03,1.8649999999999998,6.970999999999999,0.732,2.5,3.3329999999999997,4.212,1.32,0.95,37.0,1.0,3.0,Italia Serie B,2.0
Karlo Lulić,0.0,7.5,0.55,0.0,0.55,0.25,0.3,0.1,0.15,2.21,7.986,0.6,4.545,5.455,3.443,0.05,1.0,20.0,2.0,3.0,Italia Serie B,2.0
Marco Brescianini,0.08,6.444,0.89,0.0,1.35,0.62,0.54,0.08,0.03,2.427,7.906000000000001,0.47800000000000004,3.96,4.6770000000000005,4.368,0.35,1.51,37.0,1.0,3.0,Italia Serie B,2.0
Nicolas Galazzi,0.07,4.828,0.93,0.0,0.59,0.22,0.85,0.19,0.15,1.752,7.569,0.47400000000000003,5.294,1.9440000000000002,4.056,1.33,0.81,27.0,1.0,3.0,Italia Serie B,2.0
Jakub Łabojko,0.0,4.444,0.5,0.0,1.3,0.43,0.83,0.07,0.07,2.457,7.992,0.49000000000000005,5.568,3.75,4.2,0.23,0.87,30.0,2.0,3.0,Italia Serie B,2.0
Luca Valzania,0.0,1.875,0.9,0.0,1.71,0.76,0.76,0.14,0.1,2.481,8.157,0.686,6.409999999999999,5.714,5.321,1.33,1.0,21.0,2.0,3.0,Italia Serie B,2.0
Idriz Voca,0.0,4.545,0.36,0.0,1.91,1.27,0.94,0.03,0.03,3.2030000000000003,8.344,0.521,4.902,3.034,4.567,0.97,1.09,33.0,2.0,3.0,Italia Serie B,2.0
Gianluca Busio,0.0,2.5,0.57,0.0,1.21,0.61,0.71,0.0,0.0,2.961,8.745000000000001,0.511,6.4,5.128,5.135,0.71,0.68,28.0,1.0,3.0,Italia Serie B,2.0
Matteo Tramoni,0.16,4.654999999999999,1.22,0.0,1.09,0.31,0.59,0.06,0.03,1.325,7.642,0.47800000000000004,5.714,4.6,4.262,0.5,0.97,32.0,1.0,3.0,Italia Serie B,2.0
Moutir Chajia,0.08,5.556,1.25,0.0,0.58,0.0,0.33,0.0,0.17,0.825,8.99,0.325,8.0,0.0,5.0,0.75,0.33,12.0,2.0,3.0,Italia Serie B,2.0
Mamadou Coulibaly,0.11,6.207,0.71,0.0,1.32,0.86,0.57,0.0,0.04,2.254,7.75,0.511,5.641,4.714,5.095000000000001,0.71,0.71,28.0,1.0,3.0,Italia Serie B,2.0
Christian D'Urso,0.11,5.357,0.47,0.0,0.81,0.28,0.67,0.17,0.14,1.847,8.331,0.583,6.327,2.105,4.340999999999999,0.72,0.56,36.0,2.0,3.0,Italia Serie B,2.0
Mattia Proietti,0.0,10.0,0.69,0.0,1.13,0.56,0.5,0.0,0.0,2.238,8.436,0.675,7.856999999999999,5.238,6.026,0.88,0.56,16.0,3.0,3.0,Italia Serie B,2.0
Luca Belardinelli,0.07,3.75,0.93,0.0,1.7,0.85,1.22,0.04,0.07,2.452,7.476999999999999,0.504,5.676,5.0520000000000005,4.4590000000000005,1.07,1.85,27.0,1.0,3.0,Italia Serie B,2.0
Nermin Karić,0.0,5.952,1.09,0.0,1.52,0.48,0.52,0.03,0.03,3.2030000000000003,8.221,0.858,5.6,5.758,5.066,0.64,0.94,33.0,1.0,3.0,Italia Serie B,2.0
Niccolò Corrado,0.03,6.182,0.43,0.0,0.69,1.09,0.51,0.14,0.03,2.509,7.825,0.509,5.176,4.359,5.246,0.6,0.2,35.0,1.0,3.0,Italia Serie B,2.0
Marius Marin,0.03,3.4210000000000003,0.55,0.0,2.27,1.24,1.48,0.03,0.0,2.809,7.508,0.648,4.962,3.974,4.738,1.61,1.85,33.0,2.0,3.0,Italia Serie B,2.0
Simon Sohm,0.0,4.211,0.48,0.0,0.93,0.19,0.3,0.15,0.11,2.17,8.362,0.77,8.0,3.4880000000000004,4.236,0.48,0.89,27.0,1.0,3.0,Italia Serie B,2.0
Salvatore Molina,0.0,6.0,0.0,0.0,1.15,0.15,0.69,0.15,0.15,1.5,8.308,0.292,5.882,3.3329999999999997,5.417,0.38,0.08,13.0,3.0,3.0,Italia Serie B,2.0
Giuseppe Mastinu,0.0,5.455,1.08,0.0,0.88,0.5,0.58,0.0,0.0,1.6920000000000002,6.976999999999999,0.377,3.867,5.0,4.3,0.12,0.77,26.0,3.0,3.0,Italia Serie B,2.0
Stanko Jurić,0.0,3.8890000000000002,0.47,0.0,1.47,0.6,0.57,0.1,0.0,3.3600000000000003,8.193999999999999,0.5730000000000001,6.0,5.5649999999999995,4.919,0.23,1.03,30.0,2.0,3.0,Italia Serie B,2.0
Mario Gargiulo,0.04,4.167,0.96,0.0,1.17,0.5,0.54,0.08,0.0,2.317,7.518000000000001,0.613,3.871,5.208,5.0,0.71,1.13,24.0,2.0,3.0,Italia Serie B,2.0
Jacopo Segre,0.12,5.0,0.91,0.0,0.68,0.41,0.53,0.0,0.0,1.829,8.103,0.5559999999999999,5.0,4.474,4.788,1.12,1.0,34.0,2.0,3.0,Italia Serie B,2.0
Edoardo Duca,0.0,4.444,0.67,0.0,0.95,0.67,0.43,0.1,0.0,1.548,8.123000000000001,0.529,3.0,6.0,5.1770000000000005,1.19,0.9,21.0,2.0,3.0,Italia Serie B,2.0
Georgi Tunjov,0.0,5.2,0.74,0.0,0.48,0.22,0.48,0.13,0.04,1.143,7.414,0.357,6.522,5.263,4.1,0.3,0.65,23.0,1.0,3.0,Italia Serie B,2.0
Luca Magnino,0.11,3.75,0.72,0.0,1.47,1.03,1.06,0.06,0.06,2.994,7.95,0.844,5.0,4.757,4.618,1.31,1.53,36.0,2.0,3.0,Italia Serie B,2.0
Federico Proia,0.0,5.455,1.23,0.0,1.32,0.77,0.68,0.05,0.0,1.673,7.935,0.341,5.556,3.947,4.276,0.55,1.05,22.0,2.0,3.0,Italia Serie B,2.0
John Björkengren,0.0,4.667,0.35,0.0,0.82,0.59,0.47,0.18,0.12,2.694,8.122,0.524,4.483,4.5649999999999995,4.561,0.59,1.06,17.0,2.0,3.0,Italia Serie B,2.0
Giovanni Fabbian,0.22,5.0,1.22,0.0,0.78,0.67,0.64,0.06,0.03,1.639,6.661,0.372,4.038,4.2170000000000005,4.454,1.64,1.61,36.0,1.0,3.0,Italia Serie B,2.0
Tom Van De Looi,0.03,7.5,0.66,0.0,0.97,0.47,0.28,0.0,0.0,3.447,7.679,0.553,3.878,4.691,5.243,0.63,0.91,32.0,1.0,3.0,Italia Serie B,2.0
Vittorio Parigini,0.0,5.294,0.85,0.0,1.0,0.37,0.7,0.0,0.04,1.33,7.103,0.32599999999999996,3.261,6.087,5.3229999999999995,1.15,0.63,27.0,2.0,3.0,Italia Serie B,2.0
Alessandro De Vitis,0.0,10.0,0.4,0.0,0.8,0.8,0.27,0.07,0.07,1.24,6.773999999999999,0.147,4.0,5.926,5.862,0.33,0.53,15.0,3.0,3.0,Italia Serie B,2.0
Mirko Eramo,0.0,5.0,0.35,0.0,0.96,0.69,0.42,0.0,0.0,1.7420000000000002,7.9030000000000005,0.308,6.14,7.7780000000000005,5.648,0.5,0.81,26.0,3.0,3.0,Italia Serie B,2.0
Domen Črnigoj,0.17,4.063000000000001,1.44,0.0,0.83,0.61,0.28,0.0,0.06,2.706,7.495,0.828,4.615,4.643,4.766,1.11,0.78,18.0,2.0,3.0,Italia Serie B,2.0
Andrea Schiavone,0.0,10.0,0.2,0.0,0.8,0.93,0.93,0.07,0.0,0.773,6.552,0.153,3.3329999999999997,4.0,4.375,0.27,0.33,15.0,2.0,3.0,Italia Serie B,2.0
Riccardo Improta,0.06,4.138,1.03,0.0,1.4,0.66,0.71,0.0,0.03,2.12,7.0489999999999995,0.617,1.765,4.521,4.929,1.29,0.94,35.0,2.0,3.0,Italia Serie B,2.0
Ahmad Benali,0.0,3.81,0.52,0.0,1.48,0.8,0.64,0.04,0.0,2.6559999999999997,8.494,0.564,5.875,4.865,4.737,0.36,0.64,25.0,3.0,3.0,Italia Serie B,2.0
Marco Pompetti,0.0,2.5,0.59,0.0,0.94,0.35,0.76,0.0,0.0,1.588,8.370000000000001,0.365,5.652,3.636,3.651,0.12,1.06,17.0,1.0,3.0,Italia Serie B,2.0
Dario Šarić,0.0,5.294,1.0,0.0,1.03,0.34,0.62,0.03,0.03,1.893,7.795999999999999,0.42400000000000004,5.918,4.483,5.434,1.69,0.97,29.0,2.0,3.0,Italia Serie B,2.0
Aldo Florenzi,0.14,3.793,1.05,0.0,1.24,1.29,1.24,0.05,0.0,2.4050000000000002,8.079,0.633,6.0,1.8519999999999999,4.13,2.0,1.43,21.0,1.0,3.0,Italia Serie B,2.0
Ilias Koutsoupias,0.05,8.889,0.53,0.0,0.79,0.32,0.21,0.0,0.0,1.468,8.172,0.374,5.263,5.0,5.545,1.16,1.0,19.0,1.0,3.0,Italia Serie B,2.0
Andrea Poli,0.0,5.385,0.18,0.0,0.91,0.45,0.09,0.0,0.09,1.6,8.693000000000001,0.42699999999999994,6.667,3.3329999999999997,4.8149999999999995,0.55,1.0,11.0,3.0,3.0,Italia Serie B,2.0
Marco Armellino,0.07,4.615,1.0,0.0,1.14,0.39,0.68,0.0,0.04,2.539,8.031,0.8539999999999999,3.864,5.111,5.103,0.46,0.61,28.0,3.0,3.0,Italia Serie B,2.0
Raúl Moro,0.08,4.444,0.58,0.0,0.33,0.08,0.17,0.0,0.0,0.717,6.628,0.175,2.5,4.0,5.0,0.5,0.33,12.0,1.0,3.0,Italia Serie B,2.0
Nunzio Lella,0.06,6.0,0.67,0.0,0.83,0.78,0.56,0.0,0.0,1.228,7.7379999999999995,0.333,4.737,5.238,4.881,0.67,0.83,18.0,1.0,3.0,Italia Serie B,2.0
Leonardo Capezzi,0.0,7.143000000000001,0.62,0.0,1.38,0.69,0.62,0.0,0.0,2.0620000000000003,7.575,0.492,4.333,3.125,4.4,0.38,1.31,13.0,2.0,3.0,Italia Serie B,2.0
Emil Kornvig,0.07,4.0,0.93,0.0,0.79,0.36,0.21,0.0,0.0,1.2570000000000001,7.898000000000001,0.25,5.0,6.667,5.068,1.0,1.14,14.0,1.0,3.0,Italia Serie B,2.0
Stefano Sturaro,0.0,5.0,0.5,0.0,0.89,0.11,0.33,0.06,0.06,1.322,6.891,0.306,3.8890000000000002,4.524,4.636,0.72,0.94,18.0,2.0,3.0,Italia Serie B,2.0
Davide Agazzi,0.0,5.769,0.64,0.0,1.57,0.36,0.89,0.07,0.07,2.7,8.584999999999999,0.736,6.429,6.897,4.914,0.25,0.93,28.0,2.0,3.0,Italia Serie B,2.0
Vincenzo Millico,0.0,3.3329999999999997,0.4,0.0,0.33,0.0,0.13,0.13,0.2,0.593,7.303,0.173,5.882,4.0,3.243,0.13,0.67,15.0,1.0,3.0,Italia Serie B,2.0
Giuseppe Carriero,0.06,4.167,0.76,0.0,0.82,0.3,0.36,0.06,0.0,0.845,6.343999999999999,0.20299999999999999,2.581,4.545,4.575,0.7,0.94,33.0,2.0,3.0,Italia Serie B,2.0
Álex Blanco,0.07,4.545,0.72,0.0,0.76,0.21,0.48,0.1,0.1,0.976,7.562,0.24100000000000002,3.75,2.143,3.915,0.72,0.86,29.0,2.0,3.0,Italia Serie B,2.0
Marko Rog,0.05,6.111,0.76,0.0,1.0,0.33,0.67,0.0,0.05,2.4379999999999997,8.418000000000001,0.633,7.2,2.857,4.6770000000000005,1.05,1.14,21.0,2.0,3.0,Italia Serie B,2.0
Nicola Bellomo,0.08,4.231,0.68,0.0,0.68,0.2,0.8,0.2,0.16,1.448,7.651999999999999,0.40800000000000003,4.34,2.5,3.6229999999999998,0.72,0.88,25.0,3.0,3.0,Italia Serie B,2.0
Luca Zanimacchia,0.06,4.762,1.25,0.0,0.81,0.31,0.81,0.13,0.06,2.331,8.365,0.8130000000000001,6.667,3.077,3.897,1.0,1.06,16.0,2.0,3.0,Italia Serie B,2.0
Romeo Giovannini,0.05,5.0,0.77,0.0,0.95,0.18,0.64,0.14,0.05,1.3359999999999999,7.381,0.541,5.714,1.053,4.118,0.95,0.64,22.0,1.0,3.0,Italia Serie B,2.0
Paolo Faragò,0.0,4.0,0.35,0.0,1.47,0.35,0.71,0.0,0.0,1.294,7.3180000000000005,0.271,4.348,4.583,5.181,0.29,0.41,17.0,2.0,3.0,Italia Serie B,2.0
Antonio Candela,0.07,3.929,0.59,0.0,1.03,0.28,0.52,0.07,0.1,2.862,7.904000000000001,0.541,4.697,4.13,4.049,0.21,0.97,29.0,1.0,3.0,Italia Serie B,2.0
Davide Merola,0.07,4.286,1.36,0.0,0.43,0.43,0.36,0.07,0.07,1.114,7.885,0.364,6.8420000000000005,0.714,3.78,1.07,0.57,14.0,1.0,3.0,Italia Serie B,2.0
Ádám Nagy,0.0,5.556,0.26,0.0,1.59,1.56,1.06,0.03,0.06,3.3909999999999996,7.797,0.638,4.492,3.729,4.273,0.47,0.94,34.0,2.0,3.0,Italia Serie B,2.0
Gabriel Lunetta,0.0,5.263,0.75,0.0,1.0,0.42,0.92,0.0,0.0,0.75,6.444,0.2,4.167,4.0,4.1770000000000005,0.58,1.42,12.0,2.0,3.0,Italia Serie B,2.0
Marino Defendi,0.0,6.667,0.2,0.0,0.6,0.3,0.3,0.0,0.05,1.8850000000000002,7.3469999999999995,0.47000000000000003,3.077,3.929,4.167,0.15,0.65,20.0,3.0,3.0,Italia Serie B,2.0
Alessandro Murgia,0.0,3.636,0.39,0.0,0.94,0.72,0.94,0.0,0.0,3.467,8.606,0.5780000000000001,5.455,7.083,4.884,1.39,1.39,18.0,2.0,3.0,Italia Serie B,2.0
Jérémie Broh,0.0,5.0,0.13,0.0,0.37,0.43,0.07,0.03,0.0,2.307,8.120999999999999,0.537,4.872,6.0,5.0,0.4,0.43,30.0,2.0,3.0,Italia Serie B,2.0
Edoardo Iannoni,0.0,4.545,0.57,0.0,1.68,0.96,0.75,0.0,0.0,1.529,6.7989999999999995,0.371,4.828,5.2829999999999995,4.904,0.43,1.18,28.0,1.0,3.0,Italia Serie B,2.0
