#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
252,,Tomáš Vaclík,0.8,0.4,0,0,0.6,0.2
253,,Kaiyne Woolery,0,0,0,0,0.22,0.11
254,,Patrick Bahanack,0,0.2,0,0,0.87,0.13
255,,Giorgos Vagiannidis,0,0.11,0,0,0.11,0.05
256,,Rafael Camacho,0,0,0,0,0.28,0.04
257,,Dimitrios Metaxas,0,0.1,0,0,0.95,0.14
258,,Hugo Sousa,0,0.11,0,0,1,0.28
259,,Bryan Dabo,0,0.04,0,0,0.7,0.11
260,,Georgios Valerianos,0,0.25,0,0,1.25,0.25
261,,Giannis Bouzoukis,0,0,0,0,0.48,0.14
262,,Cristopher Nunez,0,0.03,0,0,0.97,0.24
263,,Dimitris Konstantinidis,0,0.11,0,0,1,0.11
264,,Daniel Adejo,0,0.25,0,0,1.38,0.13
265,,Petros Giakoumakis,0,0,0,0,1,0
266,,Ahmad Mendes Moreira,0,0.03,0,0,0.84,0.16
267,,Viðar Örn Kjartansson,0,0,0,0,0.55,0.06
268,,João Pedro Silva,0,0,0,0,0.53,0.1
269,,Georgios Koutsias,0,0.1,0,0,0.4,0.15
270,,Christos Shelis,0,0.25,0,0,1.11,0.32
271,,Georgios Tzovaras,0,0,0,0,0.16,0.04
272,,Angelos Liasos,0,0.09,0,0,0.83,0.17
273,,Bandiougou Fadiga,0,0.04,0,0,0.93,0.14
274,,Fiorin Durmishaj,0,0,0,0,0.5,0.08
275,,Jorge Díaz,0,0.14,0,0,1.07,0.32
276,,Benjamin Verbič,0,0.04,0,0,0.15,0
277,,Lefteris Choutesiotis,2.55,0.24,0.24,0,1.3,0.24
278,,Marios Siabanis,2.8,0,0.2,0,1.2,0.2
279,,Antonis Tsiftsis,2.14,0.14,0,0,1,0.14
280,,Petros Bagalianis,0,0,0,0,1.38,0.5
281,,Cheick Doukouré,0,0.19,0,0,0.94,0.06
282,,Luis Perea,0,0.12,0,0,0.81,0.04
283,,Facundo Bertoglio,0,0,0,0,0.45,0.14
284,,Johan Martensson,0,0.15,0,0,0.93,0.22
285,,Vykintas Slivka,0,0.07,0,0,1,0.17
286,,Sebastian Grønning,0,0,0,0,0.13,0
287,,Giannis Kargas,0,0.13,0,0,0.75,0.25
288,,Sebastian Mladen,0,0.16,0,0,1.16,0.26
289,,Nicolás Mezquida,0,0,0,0,0.43,0.13
290,,Giorgos Kosteas,0,0,0,0,0.27,0.09
291,,Marios Tzavidas,0,0,0,0,0.26,0.06
292,,Gerónimo Bortagaray,0,0,0,0,0.67,0.17
293,,Nikolai Alho,0,0.24,0,0,1.38,0.32
294,,Stavros Panagiotou,0,0.16,0,0,0.79,0.21
295,,Konstantinos Balogiannis,0,0.13,0,0,1,0.09
296,,Alexandros Voilis,0,0,0,0,0.33,0
297,,Nikolaos Zouglis,0,0,0,0,0.5,0.17
298,,Christos Eleftheriadis,0,0.04,0,0,0.46,0.04
299,,Paschalis Staikos,0,0,0,0,0.2,0.1
300,,Emanuel Šakić,0,0.19,0,0,0.92,0.15
301,,Samúel Kári Friðjónsson,0,0,0,0,0.43,0.07
302,,Caleb Stanko,0,0.1,0,0,0.75,0.15
303,,Nikola Stajić,0,0,0,0,1.25,0.25
304,,Adrián Riera,0,0,0,0,0.74,0
305,,Vasilios Soulis,2.22,0.11,0,0,1.22,0.22
306,,Michaell Chirinos,0,0.07,0,0,1.36,0.29
307,,Jonas Toró,0,0,0,0,0.64,0
308,,Adrian Petre,0,0,0,0,0.6,0
309,,Konstantinos Doumtsios,0,0.1,0,0,1,0.1
310,,Thievy Bifouma,0,0,0,0,0.27,0.09
311,,Gonzalo Paz,0,0.17,0,0,1.33,0.25
312,,Fabien Antunes,0,0.06,0,0,1.11,0.22
313,,Dani Santafé,0,0,0,0,0.64,0
314,,Apostolos Stamatelopoulos,0,0,0,0,0.53,0.12
315,,Danny Bejarano,0,0.17,0,0,0.78,0
316,,Abdoulaye Dabo,0,0.11,0,0,0.89,0.11
317,,Dimitrios Kolovos,0,0,0,0,1.1,0.17
318,,Konstantinos Galanopoulos,0,0,0,0,0.08,0
319,,Themistoklis Tzimopoulos,0,0.13,0,0,0.56,0.19
