#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
298,,Christos Eleftheriadis,0.25,0.33,0,0.13,0,0.04
299,,Paschalis Staikos,0.3,0.1,0,0.1,0,0.1
300,,Emanuel Šakić,2.04,1.23,0,1.04,0,0.69
301,,Samúel Kári Friðjónsson,0.29,0.11,0,0.32,0,0.36
302,,Caleb Stanko,1.15,0.7,0,0.45,0,0.45
303,,Nikola Stajić,2,1,0,2,0,0.75
304,,Adrián Riera,1.04,0.09,0,0.13,0,0.39
305,,Vasilios Soulis,0,0,0,0.89,0,0
306,,Michaell Chirinos,1.14,0.29,0,0.43,0,0.57
307,,Jonas Toró,0.79,0.79,0,0.14,0,0.07
308,,Adrian Petre,0.2,0.2,0,0,0,0
309,,Konstantinos Doumtsios,0.48,0.24,0,0.24,0,0.14
310,,Thievy Bifouma,0,0.09,0,0,0,0.18
311,,Gonzalo Paz,1.92,1.58,0.17,3.08,0,0.08
312,,Fabien Antunes,0.39,1.28,0,0.89,0,0.17
313,,Dani Santafé,0.36,0.36,0,0.21,0,0.21
314,,Apostolos Stamatelopoulos,0.24,0.06,0,0.12,0,0.06
315,,Danny Bejarano,0.74,0.74,0,0.7,0,0.22
316,,Abdoulaye Dabo,0.22,0.56,0,0.22,0,0.11
317,,Dimitrios Kolovos,0.62,0.31,0,0.38,0,0.55
318,,Konstantinos Galanopoulos,0.25,0.25,0,0.17,0,0.08
319,,Themistoklis Tzimopoulos,0.75,0.81,0.06,1.88,0,0
320,,David Simón,1.42,1.19,0,1.97,0,0.32
321,,Kazenga LuaLua,0.28,0.44,0,0.22,0,0.06
322,,Zinédine Machach,0.65,0.09,0,0.17,0,0.04
323,,Michal Škvarka,0.13,0.07,0,0.33,0,0.13
324,,Alexandros Kartalis,0.56,0.19,0,0,0,0.31
325,,Theodosis Macheras,0,0,0,0,0,0
326,,Odysseas Lymperakis,0,0,0,1,0,0
327,,Mattheos Mountes,0,0,0,0,0,0
328,,Zini,0.5,0,0,0,0,0
329,,Ivan Demydenko,0.5,0,0,0,0,0
330,,Giannis Apostolakis,0.33,0,0,0,0,0
331,,Josh Bowler,0.75,0.25,0,0,0,0
332,,Marcelo,0.4,0.4,0,0.6,0,0.2
333,,Anastasios Karamanos,0.11,0.56,0,0.22,0,0.22
334,,Bakary Sako,0.1,0.1,0,0,0,0
335,,Daan Rienstra,0.86,0.71,0,0.33,0,0.38
336,,Enzo Gaggi,1.2,1.07,0,0.27,0,0.6
337,,Tymoteusz Puchacz,0.15,0.15,0,0.31,0,0.08
338,,Jonathan Morsay,0.63,0.58,0,0.13,0,0.38
339,,Cican Stanković,0,0,0,0.17,0,0
340,,Gervinho,0.09,0,0,0.09,0,0
341,,Enis Çokaj,0.4,0.2,0,0.25,0,0
342,,Giorgos Xenidis,0.36,0.21,0,0.43,0,0.14
343,,Lazaros Christodoulopoulos,0.08,0.15,0,0.46,0,0.15
344,,Juha Pirinen,0.42,0.88,0.04,1.71,0,0.04
345,,Antonio Luna,0.85,0.76,0.03,1.03,0,0.27
346,,Stefanos Tzimas,0.25,0,0,0,0,0
347,,Tomasz Kędziora,0.25,0.5,0,1,0,0.63
348,,Cristian Battocchio,0,0,0,0,0,0
349,,Giorgos Prountzos,0.2,0,0,0,0,0.2
350,,Filipe Soares,0.35,0.25,0,0.2,0,0.25
351,,Nicolás Quagliata,0.67,0,0,0,0,0
352,,Bruce Kamau,0,0,0,0,0,0
353,,Reagy Ofosu,0.33,0.33,0,0,0,0
354,,Rachid Bouhenna,0,1,0.2,0.4,0,0
355,,Javier Matilla,0.38,0.38,0.08,0.38,0,0.23
356,,Omar El Kaddouri,0.26,0.3,0,0.13,0,0.09
357,,Anthony Belmonte,0.67,0.27,0.07,0.2,0,0.13
358,,Ui-Jo Hwang,0.2,0,0,0,0,0
359,,Pape Cheikh,0.4,0.4,0,0.2,0,0
360,,Konstantinos Giannoulis,0.4,0.9,0,1,0,0.1
