#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
270,,Jay Dasilva,1.24,0.65,0,0.79,0,0.5
271,,Teemu Pukki,0.32,0.17,0,0.02,0,0.39
272,,Chris Maxwell,0,0,0.07,1.18,0,0.04
273,,Jake Bidwell,1.38,0.53,0,2.02,0,0.29
274,,Dan Neil,2.27,1.04,0,0.67,0.02,0.91
275,,Junior Hoilett,2,0.85,0,0.88,0,0.71
276,,Lee Peltier,1.59,0.88,0,3.26,0,0.32
277,,Ismaïla Sarr,0.44,0.38,0,0.74,0,0.41
278,,Chiedozie Ogbene,0.79,0.18,0,0.49,0,0.33
279,,Luke O'Nien,1.39,1.66,0.02,2.61,0,0.78
280,,Jonathan Howson,1.48,1,0,0.75,0,0.7
281,,Liam Cullen,0.38,0.17,0,0.38,0,0.07
282,,Alistair McCann,2.48,0.74,0,0.81,0,1.13
283,,Lucas João,0.53,0.06,0,0.71,0,0.21
284,,Murray Wallace,1.7,1.08,0,2,0,0.81
285,,Nahki Wells,0.93,0.13,0,0.18,0,0.56
286,,Sory Kaba,0.06,0.12,0,0.82,0,0.29
287,,Harry Pickering,1.55,0.68,0,1.95,0.03,0.5
288,,Jordan Thorniley,1,1.1,0,3.87,0,0.5
289,,Tolaji Bola,0,0,0,0,0,0.5
290,,Emmanuel Dennis,1.5,0.5,0,0,0,0.5
291,,Dylan Kadji,0,0.5,0,0,0,0
292,,John Clarke,0,0.33,0,1.33,0,0
293,,Gary Madine,0.3,0.15,0,1.04,0,0.22
294,,Ryan Ledson,1.08,1.25,0,1.2,0,0.55
295,,Andreas Voglsammer,0.83,0.32,0,0.54,0,0.12
296,,Ben Osborn,1,0.65,0,0.7,0,0.25
297,,Wesley Foderingham,0.03,0,0,0.75,0,0.03
298,,Cyrus Christie,1.57,1.25,0.04,1.61,0,0.54
299,,Sonny Bradley,0.47,0.63,0,3.79,0,0.42
300,,Maxime Colin,1.82,1.2,0,2.64,0,0.55
301,,Amadou Salif Mbengue,1.65,1.35,0,2.27,0.08,1
302,,Bailey Peacock-Farrell,0,0,0,0.5,0,0
303,,Ben Pearson,1.71,1.57,0,1,0,1.36
304,,Jamie Allen,1.14,0.27,0,0.32,0,0.73
305,,Matthew Pearson,1.22,1.39,0.06,2.44,0,0.72
306,,Alex Mowatt,0.55,0.34,0,0.38,0,0.41
307,,Matheus Martins,0.5,0.5,0,0.17,0,0.83
308,,Paddy McNair,1.27,0.67,0,2.1,0.03,0.6
309,,Nathan Wood,1.03,0.98,0,2.68,0,0.43
310,,Tim Krul,0,0,0,0.81,0.13,0
311,,Aaron Connolly,0.6,0.4,0,0.2,0,0.2
312,,Dwight Gayle,0.51,0.29,0,0.2,0,0.43
313,,Jordan Graham,0.52,0.64,0,1.12,0,0.48
314,,Luke Cundle,0.63,0.25,0,0.22,0,0.31
315,,Marvin Ekpiteta,1.28,1.4,0.04,4.64,0,0.08
316,,Max Aarons,1.87,1.04,0,1.44,0.02,0.47
317,,Regan Slater,0.93,0.55,0,0.61,0,0.52
318,,Dennis Cirkin,1.29,1.14,0,2,0,0.43
319,,Joe Rankin-Costello,1.83,1.25,0,1.63,0,0.79
320,,George Baldock,1.44,0.69,0,1.22,0,0.69
321,,Neil Etheridge,0,0.5,0,0.5,0,0
322,,Matt Godden,0.43,0.2,0,0.7,0,0.4
323,,Robert Dickie,1.42,1.76,0.05,3.5,0.03,0.24
324,,Sam Hutchinson,1.18,1.36,0,3.82,0,0.36
325,,Sorba Thomas,0.55,0.4,0,0.38,0,0.35
326,,Jeremy Ngakia,2.29,0.86,0,1.79,0,0.5
327,,Jack Cork,1.44,1.1,0,1.33,0,0.72
328,,George Long,0.06,0.03,0,1.14,0,0.03
329,,Joe Allen,1.28,1,0,0.8,0.04,0.52
330,,Sam Gallagher,0.76,0.29,0,1.09,0,0.26
331,,Jordan Hugill,0.4,0.08,0.04,0.72,0,0.28
332,,Josh Ruffels,0.97,1.58,0.03,2.45,0,0.27
333,,Tyler Blackett,1.5,0.5,0,3.33,0,0
334,,Bailey Wright,0.57,0.38,0,2.43,0,0.14
335,,Álvaro Fernández,1.74,1.1,0,1.1,0,1
336,,Óscar Estupiñán,0.4,0.14,0,0.89,0,0.46
337,,Will Keane,1.07,0.3,0,0.79,0,0.53
338,,Jack Bonham,0.04,0,0,0.78,0.04,0.04
339,,Ismael Koné,1.13,0.25,0,0.25,0,0.63
340,,Josh Koroma,1,0.32,0,0.37,0,0.63
341,,Lyle Foster,0.91,0,0,0.18,0,0.36
342,,Timm Klose,0.9,1.2,0,3.6,0,0.3
343,,Tom McIntyre,1.16,1,0.03,2.42,0,0.61
344,,Tyrese Campbell,0.44,0.39,0,0.2,0,0.24
345,,Mark Sykes,1.39,0.72,0,1.14,0,0.69
