#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
258,,Jan Paul van Hecke,0,0,0,0,0.88,0
259,,Daniel Podence,0,0.06,0,0,0.81,0.16
260,,Mateo Kovačić,0,0.04,0,0,0.74,0.19
261,,Davinson Sánchez,0,0.11,0,0,0.78,0.17
262,,Cole Palmer,0,0.07,0,0,0.29,0
263,,Pascal Struijk,0,0.14,0,0,1.59,0.21
264,,Marcos Senesi,0,0.13,0,0,1.58,0.19
265,,Trevoh Chalobah,0,0.16,0,0,0.92,0.04
266,,Wilfred Ndidi,0,0,0,0,1.07,0.37
267,,Danny Ings,0,0.03,0,0,0.57,0.17
268,,Taiwo Awoniyi,0,0,0,0,0.89,0.19
269,,Luis Sinisterra,0,0,0,0,1,0.21
270,,Jakub Kiwior,0,0.14,0,0,0.86,0
271,,Kyle Walker,0,0.22,0,0,0.63,0.11
272,,Abdoulaye Doucouré,0,0.16,0,0,0.96,0.08
273,,Conor Gallagher,0,0.09,0,0,0.6,0.03
274,,Dominic Calvert-Lewin,0,0.06,0,0,1.06,0.24
275,,Jordan Ayew,0,0.16,0,0,0.97,0.11
276,,Jack Harrison,0,0.06,0,0,1.39,0.14
277,,Boubakary Soumaré,0,0.04,0,0,0.88,0.27
278,,Jacob Murphy,0,0,0,0,0.28,0.06
279,,Pedro Neto,0,0.06,0,0,0.67,0.17
280,,Sean Longstaff,0,0.33,0,0,0.52,0.03
281,,Adama Traoré,0,0,0,0,0.79,0.09
282,,Séamus Coleman,0,0.17,0,0,1,0.09
283,,Ryan Yates,0,0.19,0,0,1.04,0.35
284,,Liam Cooper,0,0.11,0,0,1.67,0.11
285,,Harry Wilson,0,0,0,0,0.45,0.07
286,,Sam Greenwood,0,0,0,0,0.56,0.06
287,,Nampalys Mendy,0,0,0,0,0.47,0.21
288,,Ruben Loftus-Cheek,0,0.08,0,0,0.68,0.24
289,,Lewis Cook,0,0.11,0,0,1.21,0.18
290,,Richarlison,0,0,0,0,0.59,0.07
291,,João Félix,0,0,0,0,0.56,0.38
292,,Ayoze Pérez,0,0,0,0,0.63,0
293,,Jeffrey Schlupp,0,0.12,0,0,1,0.12
294,,Kalvin Phillips,0,0.08,0,0,0.25,0
295,,Daniel James,0,0,0,0,0.71,0.04
296,,Ederson,1.31,0.31,0.09,0,0.8,0.11
297,,Angelo Ogbonna,0,0.25,0,0,1.06,0.13
298,,Sergio Gómez,0,0,0,0,0.42,0.08
299,,Carney Chukwuemeka,0,0,0,0,0.5,0
300,,Steve Cook,0,0.17,0,0,0.92,0.83
301,,Cédric Soares,0,0,0,0,0.38,0
302,,Albert Sambi Lokonga,0,0.07,0,0,0.4,0.13
303,,Joe Rothwell,0,0.1,0,0,0.7,0.05
304,,Joe Aribo,0,0,0,0,0.95,0.19
305,,Joël Matip,0,0.21,0,0,1.29,0.14
306,,Bertrand Traoré,0,0,0,0,0.13,0
307,,Chris Richards,0,0.11,0,0,1.22,0
308,,Ryan Fraser,0,0,0,0,0.38,0
309,,Thilo Kehrer,0,0.19,0,0,1.07,0.19
310,,Lewis O'Brien,0,0.08,0,0,0.46,0.62
311,,Neeskens Kebano,0,0,0,0,0.59,0
312,,Kamaldeen Sulemana,0,0,0,0,1,0.11
313,,Rico Henry,0,0.24,0,0,0.97,0.27
314,,Cheikhou Kouyaté,0,0,0,0,0.67,0.43
315,,Brennan Johnson,0,0.08,0,0,1.05,0.37
316,,Deniz Undav,0,0,0,0,0.41,0
317,,Fábio Vieira,0,0,0,0,0.18,0.05
318,,Neco Williams,0,0.06,0,0,0.97,0.35
319,,Billy Gilmour,0,0.07,0,0,0.57,0
320,,Paul Onuachu,0,0,0,0,0.45,0.18
321,,Leander Dendoncker,0,0.13,0,0,0.54,0.04
322,,Thomas Cannon,0,0,0,0,0.5,0
323,,Caoimhin Kelleher,6,0,0,0,3,1
324,,Isaac Price,0,0,0,0,0,0
325,,Morgan Sanson,0,0,0,0,0.5,0
326,,Giulian Biancone,0,0,0,0,0.5,0
327,,Jack Colback,0,0,0,0,0.73,0.27
328,,Rasmus Kristensen,0,0.04,0,0,1.85,0.19
329,,Scott McTominay,0,0.17,0,0,0.71,0.13
330,,Raúl Jiménez,0,0.07,0,0,1.07,0.13
331,,Moussa Niakhaté,0,0.07,0,0,1.36,0.14
332,,Robert Sánchez,2.09,0.26,0.26,0.04,1.17,0.13
333,,Jeremy Sarmiento,0,0,0,0,0.22,0
334,,Harrison Reed,0,0.19,0,0,1.05,0.14
335,,Fraser Forster,2.29,0.21,0.21,0.07,1.57,0.14
336,,Mario Lemina,0,0.11,0,0,1.32,0.16
337,,James Milner,0,0.06,0,0,0.35,0.03
338,,Joshua Dasilva,0,0,0,0,0.36,0.11
339,,Emerson Palmieri,0,0,0,0,1.05,0.23
340,,Rob Holding,0,0,0,0,0.71,0.21
341,,Oliver Skipp,0,0.09,0,0,1.09,0.13
342,,Siriki Dembélé,0,0,0,0,0.33,0
343,,Takehiro Tomiyasu,0,0.05,0,0,0.43,0.1
344,,Yves Bissouma,0,0,0,0,0.74,0.13
345,,Keylor Navas,3,0.06,0.24,0,1.71,0.18
346,,Kieffer Moore,0,0.04,0,0,1.07,0.19
347,,Tyrick Mitchell,0,0.17,0,0,0.94,0.11
348,,Diego Llorente,0,0.13,0,0,1.25,0.25
349,,Remo Freuler,0,0.21,0,0,1.43,0.25
350,,Hee-Chan Hwang,0,0,0,0,0.59,0.07
351,,Carlos Vinícius,0,0,0,0,0.64,0.07
352,,Weston McKennie,0,0.05,0,0,1.63,0.21
353,,Harvey Barnes,0,0.09,0,0,1.15,0.35
354,,Orel Mangala,0,0.04,0,0,0.89,0
355,,Leon Bailey,0,0,0,0,0.94,0.03
356,,Tetê,0,0,0,0,0.85,0.31
357,,Michail Antonio,0,0,0,0,0.79,0.09
358,,Mads Roerslev,0,0.25,0,0,0.55,0.05
359,,Ainsley Maitland-Niles,0,0.05,0,0,1.23,0.18
360,,Lucas Digne,0,0.07,0,0,0.86,0.04
361,,Enock Mwepu,0,0,0,0,0.5,0.17
362,,Ludwig Augustinsson,0,0,0,0,0,0
363,,Yasin Ayari,0,0,0,0,0.67,0
364,,Javier Manquillo,0,0,0,0,0.25,0
365,,Daniel Iversen,3.17,0.08,0.17,0,1.17,0.67
366,,Will Hughes,0,0,0,0,0.37,0.04
367,,Crysencio Summerville,0,0,0,0,1.25,0.11
368,,Philippe Coutinho,0,0.05,0,0,0.35,0.1
369,,Juan Larios,0,0,0,0,0.4,0
370,,Scott McKenna,0,0.25,0,0,1,0.6
371,,James Garner,0,0.13,0,0,0.75,0.06
372,,Matt Targett,0,0.06,0,0,0.35,0
373,,Nathan Patterson,0,0.11,0,0,1.05,0.11
374,,Anthony Gordon,0,0,0,0,0.47,0.09
375,,Victor Kristiansen,0,0,0,0,1.17,0.58
376,,Illan Meslier,2.76,0.15,0.09,0,1.76,0.21
377,,Emmanuel Dennis,0,0,0,0,0.74,0.16
378,,Shandon Baptiste,0,0,0,0,0.13,0.13
379,,Bobby Decordova-Reid,0,0.06,0,0,1,0.11
380,,Sékou Mara,0,0,0,0,0.41,0.05
381,,Rúben Vinagre,0,0,0,0,0,0
382,,Kieran Tierney,0,0.04,0,0,0.33,0.04
383,,Samuel Edozie,0,0,0,0,0.41,0.12
384,,Ben Johnson,0,0.12,0,0,0.59,0.18
385,,Clément Lenglet,0,0.04,0,0,1.19,0.15
386,,Elliot Anderson,0,0,0,0,0.32,0
387,,Jonny Otto,0,0.22,0,0,0.89,0.22
388,,Ryan Christie,0,0.06,0,0,0.97,0.13
389,,Rayan Aït Nouri,0,0.1,0,0,0.76,0.1
390,,Ryan Sessegnon,0,0.06,0,0,0.76,0.12
391,,Flynn Downes,0,0,0,0,0.52,0.14
392,,Odsonne Édouard,0,0,0,0,0.69,0.03
393,,Gustavo Scarpa,0,0,0,0,0.17,0
394,,Carlos Alcaraz,0,0,0,0,1.33,0.06
395,,Chris Wood,0,0,0,0,0.32,0.04
396,,Mohamed Elyounoussi,0,0.03,0,0,1.21,0.15
397,,Manuel Lanzini,0,0,0,0,0.4,0.1
398,,Matt Ritchie,0,0,0,0,0,0
399,,Aaron Hickey,0,0.04,0,0,0.85,0.31
400,,Álex Moreno,0,0.21,0,0,0.47,0.05
401,,Jaidon Anthony,0,0,0,0,0.87,0.1
402,,Theo Walcott,0,0,0,0,1.5,0
403,,Edward Nketiah,0,0.03,0,0,0.47,0.07
404,,Wilfried Gnonto,0,0.04,0,0,1.08,0.08
405,,Bryan Gil,0,0,0,0,0.25,0
406,,Robin Koch,0,0.14,0,0,1.86,0.19
407,,Luka Milivojević,0,0.06,0,0,0.39,0
408,,Joe Gelhardt,0,0,0,0,0.07,0.13
409,,Mikkel Damsgaard,0,0,0,0,0.46,0.08
410,,Zanka,0,0.22,0,0,0.72,0.11
411,,Ellis Simms,0,0,0,0,0.36,0
412,,Stefan Bajčetić,0,0,0,0,0.36,0
413,,Kevin Schade,0,0,0,0,0.28,0.11
414,,Wout Weghorst,0,0.12,0,0,0.47,0.18
415,,Tariq Lamptey,0,0,0,0,0.3,0.05
416,,Ricardo Pereira,0,0,0,0,0.8,0.3
417,,Stuart Armstrong,0,0,0,0,1.03,0.03
418,,Adam Forshaw,0,0,0,0,1,0.08
419,,Jamie Vardy,0,0,0,0,0.68,0.35
420,,Renan Lodi,0,0.11,0,0,1.39,0.32
421,,Luke Ayling,0,0.07,0,0,1.55,0.1
422,,Fabio Carvalho,0,0,0,0,0.23,0
423,,Armando Broja,0,0,0,0,0.42,0
424,,Antoine Semenyo,0,0,0,0,0.55,0
425,,Frank Onyeka,0,0,0,0,0.48,0.05
426,,Anthony Elanga,0,0,0,0,0.13,0
427,,Keane Lewis-Potter,0,0,0,0,0.1,0.3
428,,Diego Carlos,0,0,0,0,1,0
429,,Saša Lukić,0,0,0,0,0.83,0
430,,Jaïro Riedewald,0,0,0,0,0,0
431,,Jack Hinshelwood,0,0,0,0,0,0
432,,Marek Rodák,1,0.5,0,0,1,0
433,,Divin Mubama,0,0,0,0,0,0
434,,Mads Bech Sørensen,0,0,0,0,0,0
435,,Mohamed Elneny,0,0,0,0,0.4,0
436,,Patrick Bamford,0,0,0,0,1,0.11
437,,Nathaniel Clyne,0,0.09,0,0,0.91,0.14
438,,Moussa Djenepo,0,0,0,0,0.75,0.13
439,,Kyle Walker-Peters,0,0.06,0,0,1.71,0.16
440,,Saman Ghoddos,0,0,0,0,0.33,0
441,,Nélson Semedo,0,0.19,0,0,1.06,0.11
442,,Boubacar Traoré,0,0,0,0,0.9,0
443,,Dennis Praet,0,0,0,0,0.23,0.23
444,,Hugo Bueno,0,0,0,0,1.19,0.19
445,,Harry Toffolo,0,0.05,0,0,0.63,0.26
446,,Calum Chambers,0,0,0,0,0.21,0.07
447,,Emile Smith Rowe,0,0,0,0,0.42,0
448,,Gavin Bazunu,2.16,0.13,0.06,0.03,1.56,0.19
449,,Ibrahima Diallo,0,0,0,0,1,0.06
450,,Arnaut Danjuma,0,0,0,0,0.44,0.11
451,,Mason Holgate,0,0,0,0,1,0.13
452,,Jean-Philippe Mateta,0,0,0,0,0.31,0.03
453,,Jordan Zemura,0,0.16,0,0,1.42,0.21
454,,Adam Armstrong,0,0,0,0,0.7,0.1
455,,Edouard Mendy,2.5,0.1,0,0,1.2,0.2
456,,Pablo Sarabia,0,0,0,0,0.62,0.08
457,,Pierre-Emerick Aubameyang,0,0,0,0,0.53,0
458,,Jesse Lingard,0,0.06,0,0,0.59,0.41
459,,Sergi Canós,0,0,0,0,0.4,0
460,,Illia Zabarnyi,0,0,0,0,0.6,0.4
461,,Luke Thomas,0,0.12,0,0,1,0.18
462,,Neal Maupay,0,0.04,0,0,0.63,0.07
463,,Christian Pulišić,0,0,0,0,0.46,0
464,,Romain Perraud,0,0.07,0,0,1.1,0.1
465,,Alex Oxlade-Chamberlain,0,0,0,0,0.78,0
466,,Salomón Rondón,0,0,0,0,0.29,0
467,,Jonjo Shelvey,0,0,0,0,0.91,0.09
468,,Diego Costa,0,0,0,0,0.65,0.09
469,,Junior Firpo,0,0.05,0,0,1.53,0.21
470,,Alejandro Garnacho,0,0,0,0,0.47,0.21
471,,Matías Viña,0,0.08,0,0,0.67,0.17
472,,Denis Zakaria,0,0,0,0,0.57,0.14
473,,Maxwel Cornet,0,0,0,0,0.29,0.07
