#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
406,,Dubar Enríquez,0,0,10.75,67.44,1,46.34
407,,Brayan Angulo,0,0,8.36,71.79,2,75
408,,Marlon Quiñónez,0,0,25.39,68.93,4.39,35.87
409,,Franklin Carabali,0,0,20.86,73.29,2.36,36.92
410,,Silvio Gutiérrez,0,0,12,78.57,1.14,36.36
411,,Tomson Minda,0,0,10.44,77.66,3.06,80
412,,Stiven Plaza,0,0,9.44,77.65,3.33,100
413,,Luis Arce,0,0,11,63.64,2,50
414,,Emerson Espinoza,0,0,1,100,0,0
415,,Erick Viveros,0,0,15,26.67,2,26.67
416,,Jordán Mohor,0,0,6,66.67,1,0
