#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
438,,Yacine Adli,0,0,0,0,0.5,0.17
439,,Tanguy Ndombélé,0,0,0,0,0.13,0.1
440,,Benjamin Tahirović,0,0,0,0,0.45,0
441,,Roberto Gagliardini,0,0.16,0,0,0.32,0.16
442,,Diego Coppola,0,0.1,0,0,0.6,0.2
443,,Liberato Cacace,0,0,0,0,0.58,0.17
444,,Liam Henderson,0,0,0,0,0.72,0.04
445,,Nemanja Radonjić,0,0.07,0,0,0.54,0.11
446,,Paolo Ghiglione,0,0.07,0,0,0.87,0.07
447,,Jeison Murillo,0,0.05,0,0,1.05,0.1
448,,Andrea Barberis,0,0,0,0,0.89,0.11
449,,Rick Karsdorp,0,0.08,0,0,0.54,0.08
450,,Mattia Valoti,0,0,0,0,0.44,0
451,,Warren Bondo,0,0,0,0,0.5,0
452,,Marcin Listkowski,0,0,0,0,0.2,0
453,,Lukáš Vorlický,0,0,0,0,0.33,0
454,,Mert Çetin,0,0,0,0,1,0
455,,Axel Guessand,0,0,0,0,1,0
456,,Antonio Iervolino,0,0,0,0,0,0
457,,Karim Zedadka,0,0,0,0,0.33,0
458,,Kevin Lasagna,0,0,0,0,0.88,0.12
459,,Joan González,0,0.06,0,0,0.74,0.09
460,,Lorenzo Venuti,0,0.06,0,0,0.71,0.06
