#,Team,Name,Appearances
392,,Jesé Rodríguez,11
393,,Mehdi Léris,32
394,,Abdou Harroui,23
395,,Raoul Bellanova,18
396,,Alfred Duncan,25
397,,Tomás Rincón,34
398,,Josh Doig,22
399,,Nicolas Haas,24
400,,Przemysław Wiśniewski,15
401,,Toma Bašić,25
402,,Giulio Donati,8
403,,Josip Brekalo,6
404,,Tommaso Milanese,2
405,,Lorenzo Colombo,33
406,,Tolgay Arslan,36
407,,Charles Pickel,33
408,,Joshua Zirkzee,19
409,,Matteo Gabbia,12
410,,Demba Seck,19
411,,Ronaldo Vieira,18
412,,Oliver Abildgaard,13
413,,Giulio Maggiore,16
414,,Alessio Zerbin,10
415,,Emil Holm,20
416,,Brandon Soppy,16
417,,Antonín Barák,31
418,,Fabio Miretti,27
419,,Diego Demme,7
420,,Mady Camara,15
421,,Ivan Radovanović,10
422,,Marko Pjaca,17
423,,Erik Botheim,28
424,,Matteo Cancellieri,20
425,,Michaël Cuisance,12
426,,Fabio Depaoli,35
427,,Moise Kean,28
428,,Simone Pafundi,8
429,,Emirhan İlkhan,12
430,,Pablo Rodríguez,4
431,,Edoardo Bove,22
432,,Bruno Amione,27
433,,Kristian Thorstvedt,31
434,,Roberto Piccoli,20
435,,Albin Ekdal,31
436,,Kristoffer Askildsen,21
437,,Adrien Tameze,38
438,,Yacine Adli,6
439,,Tanguy Ndombélé,30
440,,Benjamin Tahirović,11
441,,Roberto Gagliardini,19
442,,Diego Coppola,20
443,,Liberato Cacace,12
444,,Liam Henderson,25
445,,Nemanja Radonjić,28
446,,Paolo Ghiglione,15
447,,Jeison Murillo,20
448,,Andrea Barberis,9
449,,Rick Karsdorp,13
450,,Mattia Valoti,16
451,,Warren Bondo,4
452,,Marcin Listkowski,5
453,,Lukáš Vorlický,3
454,,Mert Çetin,1
455,,Axel Guessand,1
456,,Antonio Iervolino,1
457,,Karim Zedadka,3
458,,Kevin Lasagna,26
459,,Joan González,35
460,,Lorenzo Venuti,17
461,,Mattia Destro,17
462,,Pablo Galdames,13
463,,Þórir Jóhann Helgason,12
464,,Michel Ndary Adopo,9
465,,Charles De Ketelaere,32
466,,Festy Ebosele,17
467,,Pietro Pellegri,18
468,,Agustín Álvarez,22
469,,Jayden Braaf,6
470,,Domagoj Bradarić,31
471,,Marlon,28
472,,Tio Cipot,9
473,,Eldor Shomurodov,22
474,,Vivaldo,5
475,,Joel Voelkerling Persson,9
476,,Juan Cabal,12
477,,Kristijan Bistrović,11
478,,Luca Pellegrini,7
479,,Andreaw Gravillon,7
480,,Andrea Consigli,35
481,,Martín Satriano,31
482,,Gonzalo Escalante,9
483,,Lorenzo De Silvestri,15
484,,Emil Konradsen Ceide,19
485,,Salvatore Molina,5
486,,Diego Valencia,12
487,,Ibrahim Sulemana,17
488,,Marios Oikonomou,6
489,,Alessandro Bianco,7
490,,Gonzalo Villar,15
491,,Lameck Banda,36
492,,Giuseppe Pezzella,16
493,,Nicola Murru,20
494,,Michel Aebischer,32
495,,Szymon Żurkowski,13
496,,Florian Thauvin,16
497,,Grégoire Defrel,27
498,,Andrea Belotti,31
499,,Mato Jajalo,3
500,,Emmanuel Gyasi,35
501,,Mario Gila Fuentes,4
502,,Leandro Sanca,4
503,,Valentin Antov,9
504,,Gerard Yepes,5
505,,Jacopo Fazzini,21
506,,Flavio Paoletti,12
507,,Luka Romero,6
508,,Sergiño Dest,8
509,,Hamed Junior Traorè,11
510,,Samuel Di Carmine,2
511,,Jordan Majchrzak,1
512,,Niccolò Cocetta,1
513,,Jack Hendry,4
514,,Youssef Maleh,24
515,,Christian Gytkjær,22
516,,Aster Vranckx,9
517,,Marash Kumbulla,7
518,,Petko Hristov,9
519,,Marco D'Alessandro,8
520,,Raimonds Krollis,4
521,,Felix Afena-Gyan,23
522,,Hans Nicolussi Caviglia,12
523,,Franco Carboni,3
524,,Tiemoué Bakayoko,3
525,,Lorenzo Malagrida,6
526,,Nicolò Zaniolo,13
527,,Giacomo Quagliata,20
528,,Niklas Pyyhtiä,6
529,,Daniele Montevago,6
530,,Ajdin Hrustić,6
531,,Leonardo Buta,2
532,,Joaquín Sosa,10
533,,Matteo Lovato,17
534,,David Strelec,7
535,,Mikael Ellertsson,11
536,,Marko Lazetić,1
537,,Emmanuel Ekong,2
538,,Gvidas Gineitis,3
539,,Julius Beck,1
540,,Julian Kristoffersen,1
541,,Jacopo Segre,1
542,,Mert Müldür,2
543,,Antonio Raimondo,2
544,,Manuel De Luca,2
545,,Tommaso Barbieri,3
546,,Jacopo Sala,6
547,,Valentín Carboni,5
548,,Riccardo Marchizza,10
