#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
303,,Tayvon Gray,0,0.3,0,0,0.74,0.19
304,,Maximiliano Urruti,0,0.03,0,0,1.06,0.11
305,,Wil Trapp,0,0.11,0,0,0.89,0.29
306,,Sega Coulibaly,0,0.17,0,0,1.24,0.07
307,,Derrick Jones,0,0.13,0,0,0.69,0.19
308,,Tim Parker,0,0.14,0,0,1.32,0.11
309,,Jordy Alcivar,0,0,0,0,0.9,0
310,,Gabriel Słonina,2.56,0.38,0.16,0,1.25,0.16
311,,Eryk Williamson,0,0,0,0,0.68,0.18
312,,Gareth Bale,0,0,0,0,0.62,0.15
313,,Derrick Williams,0,0.18,0,0,1.14,0.18
314,,Ryan Raposo,0,0.03,0,0,0.83,0.13
315,,Samuel Grandsir,0,0,0,0,0.69,0.11
316,,Artur,0,0.08,0,0,0.92,0.21
317,,Joel Waterman,0,0.22,0,0,1.25,0.22
318,,Ruben Gabrielsen,0,0.19,0,0,1.28,0.14
319,,Noel Buck,0,0,0,0,0.14,0.14
320,,Matthew Real,0,0.11,0,0,0.11,0
321,,Héctor Jimenez,0,0,0,0,0.57,0
322,,Martín Rodríguez,0,0,0,0,1.07,0.07
323,,Isaac Atanga,0,0,0,0,0,0
324,,Reed Baker-Whiting,0,0,0,0,0.5,0
325,,Nabilai Kibunguchy,0,0,0,0,2,0.5
326,,Paul Rothrock,0,0,0,0,0.5,0
327,,Andrew Tarbell,3.75,0,0,0,1,0.75
328,,David Ochoa,3.56,0.22,0.11,0.11,1.78,0.11
329,,Nick Lima,0,0.14,0,0,1.05,0.14
330,,Adam Lundqvist,0,0.16,0,0,1.39,0.1
331,,Kristijan Kahlina,3.16,0.23,0.13,0,1.29,0.26
332,,Dylan Nealis,0,0.17,0,0,0.79,0.17
333,,Alex Bono,3.58,0.13,0.08,0,1.42,0.33
334,,Kamil Jóźwiak,0,0,0,0,1.11,0.16
