#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
377,,Erik Hurtado,0.21,0.07,58.33,0.86,0,0
378,,Mathieu Choinière,0.07,0.04,45,0.59,0,0
379,,Ronaldo Cisneros,0.25,0.18,35,1.71,0,0
380,,Erik Holt,0,0.1,50,0.6,0,0
381,,Jack Skahan,0.1,0,66.67,0.1,0,0
382,,Wilder Cartagena,0,0,0,0.75,0,0
383,,Gedion Zelalem,0,0,66.67,0.09,0,0
384,,David Ayala,0,0,77.78,0.52,0,0
385,,Héber,0.31,0.19,38.46,1.41,0.06,0
386,,Harrison Afful,0,0,63.64,0.57,0,0
387,,Robert Taylor,0.09,0.09,56,1.21,0,0
388,,Bobby Wood,0.21,0.36,56,1.86,0.07,0
389,,Nuno Santos,0.25,0,50,1.25,0,0
390,,Robert Voloder,0.08,0,100,0.08,0,0
391,,Themi Antonoglou,0,0,100,0.5,0,0
392,,Nacho Gil,0,0,50,0.25,0,0
393,,Eddie Segura,0,0,100,0.2,0,0
394,,Josh Atencio,0,0,84.62,0.39,0,0
395,,Matías Vera,0,0.04,57.69,0.36,0,0
396,,Ariel Lassiter,0.13,0.19,33.33,1.58,0,0
397,,Joseph Rosales,0,0.04,77.27,0.52,0,0
398,,William Sands,0,0,50,0.25,0,0
399,,Elias Manoel,0.29,0.14,25,1.43,0,0
400,,Brad Guzan,0,0,100,0,0,0
401,,Haris Medunjanin,0,0,40,0.1,0,0
402,,Adam Armour,0.2,0,33.33,0.6,0.2,0
403,,Memo Rodríguez,0,0.1,68,1.13,0,0
404,,Matías Pellegrini,0,0,50,0.5,0,0
405,,Kosi Thompson,0.04,0.04,56,0.46,0,0
406,,Jackson Yueill,0.13,0.03,36,0.65,0.06,0
407,,Patryk Klimala,0.17,0.17,18.18,1.93,0,0
408,,Auston Trusty,0,0.13,84.62,0.69,0,0
409,,Judson,0,0,60,0.31,0,0
410,,Chris Mavinga,0,0,100,0,0,0
411,,Ryan Hollingshead,0.18,0.12,44.44,0.76,0.03,0
412,,Tsiki Ntsabeleng,0.04,0.07,75.86,0.56,0,0
413,,Omir Fernandez,0.07,0.07,34.21,0.86,0,0
414,,Ryan Sailor,0,0.04,100,0.3,0,0
415,,Bryce Duke,0.03,0.03,46.15,0.52,0,0
416,,Sergio Ruiz Alonso,0.06,0,70,0.33,0,0
417,,Alvas Powell,0,0.03,49.12,0.77,0,0
418,,Zach Ryan,0,0.17,75,0.67,0,0
419,,Nicolás Mezquida,0,0,50,0.11,0,0
420,,James Igbekeme,0,0.04,48,0.61,0,0
421,,Nkosi Tafari,0,0,60,0.15,0,0
422,,Quentin Westberg,0,0,0,0,0,0
423,,Alec Kann,0,0,0,0,0,0
424,,Caleb Wiley,0.04,0.08,50,0.31,0,0
425,,Rodrigo Schlegel,0.03,0,75,0.33,0,0
426,,Luís Martins,0,0,33.33,0.42,0,0
427,,Ola Kamara,0.3,0.27,41.67,1.2,0,0
428,,Carlos Salcedo,0,0,60,0.23,0,0
429,,Brian Rodríguez,0.14,0.21,41.27,2,0,0
430,,Lukas MacNaughton,0,0.04,85.71,0.24,0,0
431,,Eric Remedi,0,0,57.14,0.44,0,0
432,,Darwin Cerén,0,0,88.89,0.33,0,0
433,,Raheem Edwards,0.03,0,51.28,0.53,0,0
434,,Taylor Washington,0,0,50,0.14,0,0
435,,Jon Gallagher,0.03,0,35.71,0.34,0,0
436,,Calvin Harris,0.13,0.13,100,0.88,0,0
437,,Christopher McVey,0.03,0.06,53.85,0.29,0,0
438,,Sam Nicholson,0.07,0,47.06,0.87,0,0
439,,Latif Blessing,0,0.2,61.54,0.53,0,0
440,,Andy Najar,0,0.04,55.56,0.35,0,0
441,,Kadin Chung,0,0,62.5,0.13,0,0
442,,Kevin Molino,0.09,0,42.86,0.45,0,0
443,,Obed Vargas,0,0,75,0.31,0,0
444,,Kortne Ford,0,0,100,0.14,0,0
445,,Sam Junqua,0,0,75,0.07,0,0
