#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
224,,Sajal Bag,1,0.2,0,0.4,0,0
225,,Bijoy Varghese,0,0,0,0,0,0
226,,Sumit Rathi,0,0,0,0,0,0
227,,Ravi Bamadur Rana,0,0,0,0,0,0
228,,Ricky John Shabong,0,0,0,1,0,0
229,,Harmanpreet Singh,0,0,0,0,0,0
230,,Athul Unnikrishnan,0,0,0,0,0,0
231,,Mark Zothanpuia,0.5,0,0,0,0,0
232,,Phijam Vikash Singh,1.75,0.25,0,0.25,0,0.75
233,,Mohammad Rakip,1,0.5,0,1.5,0,0.17
234,,Moirangthem Thoiba Singh,0.95,0.62,0,1.67,0.05,0.86
235,,Sanson Pereira,1.42,0.5,0,0.67,0,0.92
236,,Mandar Rao Desai,1,0.8,0,1.1,0,0.7
237,,Himanshu Jangra,0.83,0.5,0,0.17,0,0
238,,Aaron Evans,0.68,0.79,0,3.68,0,0.37
239,,Farukh Choudhary,0.44,0.5,0,0.31,0,0.56
240,,Sumeet Passi,0.36,0.36,0,0.55,0,0.27
241,,Florentin Pogba,0,0,0,0,0,0
242,,Mashoor Shereef Thangalakath,1.38,1.38,0,1.75,0,0.25
243,,Aniket Jadhav,0.58,0.25,0,0,0,0.42
244,,Debjit Majumder,0.22,0,0.11,1.89,0,0.11
245,,Suvam Sen,0,0,0,1,0.33,0
246,,Kule Mbombo,0.33,0,0,0.5,0,0
247,,Sheikh Sahil,2,0,0,0,0,0
248,,Amarjit Kiyam Singh,0,0,0,1,0,0
249,,Lalbiakhlua Jongte,0,0,0,2,0,0
250,,Gurkirat Singh,0.22,0,0,0,0,0
251,,Gaurav Bora,1.5,2.21,0.07,3.43,0.07,0.5
252,,Nihal Sudheesh,0.8,0,0,0,0,0
253,,Danish Farooq Bhat,0.8,0.27,0,0.27,0,0.6
254,,Ngasepam Tondonba Singh,0.88,1.25,0,1.25,0,0.75
255,,Alex Saji,2.71,1,0,2.29,0,0.86
256,,Mohammed Asif Khan,0.5,0.5,0,0,0,0
257,,Lalchungnunga Chhangte,1,0,0,0,0,0
258,,Mohammed Rafique,0.33,1,0,1,0,0.67
259,,Hira Mondal,0.5,1.33,0,1.67,0,0.17
260,,Gurjinder Kumar,1.27,1.18,0.09,2.36,0,0.64
261,,Mohammad Dhot,1,0,0,0,0,0
262,,Nikhil Barla,2,4,0,0,0,6
263,,Paul Ramfangzauva,0.5,0,0,0,0,0.5
264,,Mohamed Irshad,0.73,0.55,0,1.18,0.09,0.27
265,,Shubham Sarangi,1,2,0.11,1.11,0.11,1.11
266,,Joe Zoherliana,1.67,0.75,0,1,0,0.58
267,,Leon Augustine,0.6,0,0,0,0,0
268,,Laldanmawia Ralte,0.33,0,0.17,0,0,0.33
269,,Rupert Nongrum,1,0,0,0,0,1
270,,Sehnaj Singh,0,1,0,0,0,0
271,,Pritamkumar Singh,0,0.5,0,0.5,0,0
272,,Wahengbam Angousana Luwang,0,0,0,0,0,0
273,,Leander D'Cunha,0,0,0,0,0,0
274,,Akshunna Tyagi,0,0,0,0,0,0
