#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
305,,Charles Dunne,0.76,1.12,0,3.61,0,0.36
306,,Dean Cornelius,0.66,0.41,0,0.38,0,0.34
307,,Jordy Hiwula,0.33,0.19,0,0.43,0,0.05
308,,James Penrice,1.07,0.52,0.07,1.86,0,0.59
309,,Mathew Anim Cudjoe,0.17,0.08,0,0,0,0
310,,Ryan Flynn,0.2,0.75,0.05,0.45,0,0.25
311,,Dominic Samuel,0.27,0.09,0,0.09,0,0.09
312,,Jamie Brandon,0.63,0.13,0,0.25,0,0.38
313,,Zak Rudden,0.17,0,0,0.25,0,0.33
314,,Kai Fotheringham,0.55,0.09,0,0.45,0,0.64
315,,Dylan Bahamboula,0.65,0.3,0,0.45,0,0.05
316,,Robert Mahon,0,0,0,0,0,0
317,,Jack Milne,0,0,0,1,0,0
318,,James McCarthy,0.5,0,0,0,0,0
319,,Scott Romeni Bitsindou,0,0,0,0,0,0
320,,Jack Mackenzie,0.78,0.5,0.06,1.94,0.06,0.39
321,,Ross McCrorie,1.12,0.88,0.06,2.42,0.03,0.42
322,,Connor Smith,0.43,0.14,0,0.14,0,0.29
323,,Ryan Alebiosu,1.57,0.7,0.04,1.26,0,0.26
324,,Sadat Anaku,0.21,0.07,0,0.14,0,0.36
325,,Kieran Freeman,1.21,0.46,0.04,1.58,0,0.54
326,,Harrison Paton,0.43,0.43,0,1,0,1
327,,Jayden Richardson,0.74,0.63,0.05,1.53,0,0.16
328,,Alex Samuel,0.1,0.1,0,0.1,0,0.2
329,,Michael O'Halloran,0.25,0,0,0,0,0
330,,Momodou Bojang,0,0,0,0,0,0.2
331,,Archie Meekison,0.71,0,0,0.14,0,0.14
332,,David Watson,1.3,1.1,0,0.8,0,1.6
333,,Scott Pitman,0.82,0.55,0,1.12,0,0.27
334,,Thierry Small,1.29,0.21,0,1,0,0.64
335,,Phillip Čančar,0.33,0.67,0.33,2,0,0
336,,Lennon Miller,0.75,0,0,0.25,0,0.25
337,,Jack Newman,0,0,0,1,0,0.25
338,,Jair Tavares,0.13,0.13,0,0,0,0.13
339,,Michael Devlin,0,0,0,0,0,0
340,,Kian Speirs,0,0,0,0,0,0
341,,Dilan Markanday,0.33,0,0,0,0,0
342,,Riku Danzaki,0,0,0,0.33,0,0.33
343,,Zachary Hemming,0,0,0.1,0.8,0.1,0.1
344,,Tony Gallacher,0.6,0.6,0,1.4,0,0.2
345,,Fraser Taylor,0,0,0,0.67,0,0
