#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
293,,Mikel Rico,0.08,0,51.72,0.41,0.03,0
294,,Manu Barreiro,0.06,0.13,33.33,1.19,0.03,0
295,,Issa Fomba,0,0,50,1.33,0,0
296,,Vasyl Kravets,0,0,100,0,0,0
297,,Omenuke Mfulu,0,0,71.88,0.47,0,0
298,,Xavi Torres,0.06,0,100,0.45,0,0
299,,Moha Moukhliss,0,0,100,0.22,0,0
300,,Pol Lozano,0,0,77.78,0.5,0,0
301,,Jon Guridi,0.03,0.16,55.1,0.74,0,0
302,,Julio Alonso,0,0.03,62.96,0.22,0,0
303,,Ekain Zenitagoia,0.13,0.13,53.03,1.23,0,0
304,,Ivan Calero,0.03,0.03,42.5,1.33,0,0
305,,Álex Bermejo Escribano,0.11,0.05,50,1.59,0.03,0
306,,Gaspar Campos,0.23,0.07,55.07,1.03,0,0
307,,Andoni López,0,0,50,0.72,0,0
308,,Bryan Zaragoza,0.15,0,50,0.53,0,0
309,,Juanma García,0.14,0.14,33.33,0.97,0,0
310,,David Ferreiro,0,0,77.78,0.63,0,0
311,,Mamadou Sylla,0.21,0.05,40,0.84,0.05,0
312,,Aleix Febas,0,0.05,57.03,0.49,0,0
313,,Víctor Camarasa,0,0.09,50,0.64,0,0
314,,Riza Durmisi,0,0,33.33,0.27,0,0
315,,Javi Vázquez,0,0,72.73,0.15,0,0
316,,Íñigo Sáinz-Maza,0,0.06,58.49,0.4,0,0
317,,Marvin Park,0.04,0,50,0.25,0,0
318,,Moises Delgado,0,0,52.63,0.26,0,0
319,,Abel Bretones,0,0.08,50,0.69,0,0
320,,Marc Vidal,0,0,100,0,0,0
321,,Yan Eteki,0,0,100,0.5,0,0
322,,Papakouli Diop,0.08,0.04,69.23,0.81,0,0
323,,Njegoš Petrović,0,0,59.09,0.65,0,0
324,,Eugeni Valderrama,0,0,42.86,0.57,0,0
325,,Alfredo Ortuño,0.24,0.27,43.24,1.92,0.08,0
326,,Juan Fernández,0.1,0,100,0.33,0.05,0
327,,Javier Avilés,0.05,0.05,50,0.74,0,0
328,,Cristian Rivera,0,0,58.82,0.33,0,0
329,,Anderson Arroyo,0,0,70,0.18,0,0
330,,Alfred N'Diaye,0,0.09,78.95,0.77,0,0
331,,Allan Nyom,0.03,0.17,66.67,0.42,0,0
332,,José León,0,0.04,100,0.61,0,0
333,,Jesús Areso,0,0.03,65.85,0.14,0,0
334,,Marcelo Saracchi,0,0,72.73,0.56,0,0
335,,Marc Cardona,0.19,0.28,49.21,1.39,0.03,0
336,,Yuri,0.24,0.08,28.57,0.97,0,0
337,,Hugo Rama,0,0,40,0.97,0,0
338,,Iker Álvarez,0,0,0,0,0,0
339,,Guille Rosas,0.03,0,41.79,0.23,0,0
340,,Hugo Perez,0,0,100,0.17,0,0
341,,Miguel Muñoz Mora,0.08,0,57.58,0.74,0,0
342,,Marcos Paulo,0.08,0.08,39.13,0.69,0,0
343,,Joaquín Muñoz,0.09,0.09,39.62,0.91,0,0
344,,Jacobo González,0.07,0.07,50,1.43,0,0
345,,Marti Vila Garcia,0,0,50,0.17,0,0
346,,Alex Calvo,0.09,0,65.22,0.55,0,0
347,,Unai Bustinza,0,0,40,0.4,0,0
348,,Matheus Aiás,0.09,0.29,51.16,1.53,0,0
349,,Dani Fernández,0,0,47.06,0.31,0,0
350,,Erick Cabaco,0,0.07,50,0.27,0,0
351,,Samuel Obeng,0.15,0.15,48.65,1.23,0.05,0
352,,José Ángel Carrillo,0.1,0,72.73,0.71,0,0
353,,Antonio Puertas,0.11,0.14,42.62,1.4,0.06,0
354,,Jorge de Frutos,0.08,0.21,36.81,1.59,0,0
355,,Antonio Pacheco,0.09,0.06,66.67,0.3,0.03,0
356,,Jovanny Bolívar,0.14,0.43,40,1.29,0,0
357,,Benito Ramírez,0.07,0,46.15,0.71,0,0
358,,Carlos Isaac,0.06,0,75,0.5,0,0
359,,Pau Casadesús,0.25,0,33.33,0.25,0.25,0
360,,Enzo Lombardo,0,0,64,0.3,0,0
361,,Ángel Rodado,0,0,0,0,0,0
362,,Paul Anton,0,0,0,0,0,0
363,,Moussa Diarra,0,0,50,1,0,0
364,,Andrés García,0,0,100,0,0,0
365,,Luis Roldán,0,0,0,0,0,0
366,,Chema,0,0,0,0.2,0,0
367,,Diego Alende,0,0.05,60,0.23,0,0
368,,Jaume Grau,0.03,0,56.25,0.2,0,0
369,,Sergio Molina,0.07,0,54.55,0.62,0,0
370,,Jony,0.06,0,31.58,0.59,0,0
371,,Víctor Mollejo,0.11,0.14,16.67,0.86,0.04,0
372,,Haissem Hassan,0,0,50.75,1.15,0,0
373,,Pablo Chavarría,0.21,0.13,14.29,1,0.08,0
374,,Carlos Martinez Rodriguez,0.26,0.23,52,1.23,0.03,0
375,,Daniel Alonso Aceves Patiño,0,0,37.5,0.1,0,0
376,,Jonas Ramalho,0,0,50,0.22,0,0
377,,Paris Barandiaran,0,0.03,41.51,0.22,0,0
