#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
214,,Jake Doyle,0.45,0.07,0,0,0,0.17
215,,Eanna Clancy,0.76,0.47,0.06,4.47,0.06,0.29
216,,Ryan McLaughlin,1,0,0,1.5,0,0
217,,Ally Gilchrist,1.14,1.62,0,2.52,0,0.43
218,,David Cawley,0.91,0.52,0,0.22,0,0.48
219,,Darren Brownlie,0.57,0.29,0,3.43,0,0.57
220,,Axel Sjoberg,0.57,0.71,0,1,0,0.57
221,,Brian McManus,0.82,0.35,0,0.12,0,0.35
222,,Michael Leddy,0,0,0,0.14,0,0.14
223,,Matthew O'Brien,1.22,0.33,0,0.89,0,0.67
224,,Ryan Bowden,0.17,0.67,0,3.17,0,0.5
225,,Joshua Fitzpatrick,0,0,0,0,0,0
226,,Luke O'Regan,1.57,0.86,0,1.29,0,0.57
227,,Matthew Alonge,0.2,0.2,0,0.2,0,0.2
228,,Frank Liivak,0.91,0.48,0,0.24,0,0.61
229,,Adam Wells,1.23,1.23,0,2.9,0,0.68
230,,Grant Horton,0.8,1,0,1.85,0,0.1
231,,Sean Brennan,1.92,0.23,0,1,0,0.77
232,,Jarlath Jones,1.71,0.86,0.14,2.43,0,0.29
233,,Serge Atakayi,0.1,0.2,0,0.1,0,0.1
234,,Gordon Walker,0.6,0.35,0,0.75,0,0.2
235,,Oliver Byrne,0,0,0,1.3,0,0
236,,Mikey Raggett,0.4,0,0,0.2,0,0.4
237,,Callum McKay,0,0,0,0,0,1
238,,Sean Patton,0,1,0,0,0,0
239,,Daniel McCarthy,0,0,0,1,0,0
240,,Kyle Donoghue,0,0.5,0,0.5,0,0
241,,Harry Curtis,0.33,0,0,1,0,0.33
242,,Senan Mullen,1.75,0,0,0.25,0,1
243,,Donal Higgins,1.04,0.43,0.04,0.39,0,0.48
244,,John O'Donovan,0.73,0.33,0,0.87,0,0.27
245,,Robbie Burton,1.29,0.43,0,0.14,0,0.14
246,,Divine Izekor,0.1,0.1,0,0.1,0,0.4
247,,Daniel Norris,0.97,0.47,0,0.38,0,0.56
248,,Harry O'Connor,0.31,0.15,0,0.08,0,0.31
249,,Harry Brockbank,0.33,0.17,0,0.83,0,0.5
250,,Brendan Barr,0.79,0.45,0.03,0.59,0,0.31
251,,Conor Walsh,0,0,0.2,0.8,0.2,0
252,,Harvey O'Brien,0.32,1.11,0.05,3.37,0,0.16
253,,Toby Oluwayemi,0.5,0,0,1,0,0
254,,Anthony Dodd,0,0,0,0,0,0
255,,Karl O'Sullivan,0.57,0.43,0,0.14,0,0.07
256,,Alex Nolan,0.62,0.31,0.07,0.14,0,0.52
257,,Michael Gallagher,0.82,1.27,0,1.82,0,0.91
258,,David Odumosu,0,0,0,0.4,0.2,0
259,,Malik Dijksteel,1.25,0.38,0,0.38,0,0.63
260,,Nickson Okosun,0,0,0,0,0,0
