#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
280,,Shunki Higashi,0,0.05,0,0,0.68,0.05
281,,Akimi Barada,0,0.03,0,0,0.55,0.13
282,,Hikaru Nakahara,0,0.04,0,0,0.63,0.07
283,,Shota Kaneko,0,0.04,0,0,0.83,0.22
284,,Ryo Takahashi,0,0.08,0,0,0.38,0.15
285,,Joel Chima Fujita,0,0.07,0,0,0.52,0.03
286,,Sachiro Toshima,0,0.04,0,0,0.62,0.15
287,,Yoichi Naganuma,0,0.06,0,0,0.94,0.19
288,,Júnior Santos,0,0,0,0,0.68,0.05
289,,Naoki Yamada,0,0,0,0,0.48,0.05
290,,Dodi,0,0.1,0,0,0.79,0.14
291,,Ryosuke Shindo,0,0,0,0,1.57,0.29
292,,Yota Sato,0,0,0,0,0.5,0
293,,Kazuki Nagasawa,0,0,0,0,0.25,0
294,,Masato Yuzawa,0,0.08,0,0,0.54,0.12
295,,Yuta Matsumura,0,0.08,0,0,0.5,0
296,,Yuta Toyokawa,0,0,0,0,0.36,0.23
297,,Yuki Otsu,0,0.04,0,0,0.73,0.12
298,,Luiz Phellype,0,0,0,0,0.67,0.17
299,,Hiroto Yamada,0,0,0,0,0.65,0.1
300,,Shintaro Nago,0,0,0,0,0,0
301,,Toshihiro Aoyama,0,0,0,0,0.27,0.07
302,,Daiju Sasaki,0,0,0,0,0.26,0.05
303,,Ryu Takao,0,0.27,0,0,0.81,0.08
304,,Yusuke Segawa,0,0.19,0,0,0.63,0.16
305,,Kosuke Taketomi,0,0.04,0,0,0.68,0.28
306,,Yusuke Chajima,0,0,0,0,0.29,0.14
307,,Hirotaka Tameda,0,0,0,0,0.5,0.04
308,,Wellington,0,0,0,0,0.48,0.07
309,,Kentaro Oi,0,0.05,0,0,1.1,0.29
310,,Mitsuki Saito,0,0.12,0,0,1,0.08
311,,Keiya Sento,0,0.03,0,0,0.62,0.09
312,,Itsuki Someno,0,0,0,0,0.33,0.08
313,,Kotaro Omori,0,0,0,0,1.04,0.16
314,,Shinya Nakano,0,0.21,0,0,0.47,0.11
315,,Jean Patric,0,0,0,0,0.46,0.04
316,,Ryoya Morishita,0,0.22,0,0,0.78,0.13
317,,Blessing Eleke,0,0,0,0,1,0
318,,Keiya Shiihashi,0,0.13,0,0,0.87,0.23
319,,Everaldo,0,0,0,0,0.32,0
320,,Yuya Fukuda,0,0,0,0,0.27,0.07
321,,Takumi Miyayoshi,0,0,0,0,0.53,0.07
322,,Takuto Hayashi,2.4,0.2,0,0,1.2,0
323,,Bruno Mendes,0,0,0,0,0.64,0.09
324,,Keita Nakamura,0,0.08,0,0,0.5,0.08
325,,Hiroyuki Abe,0,0,0,0,0.34,0.14
326,,Masaaki Murakami,1.96,0.3,0.15,0.04,0.96,0.19
327,,Ryogo Yamasaki,0,0,0,0,0.2,0.13
328,,Yuta Miyamoto,0,0.07,0,0,0.8,0.13
329,,Yuji Kitajima,0,0,0,0,0.67,0
330,,Takuya Aoki,0,0.22,0,0,0.83,0.17
331,,Takuto Kato,0,0,0,0,0.18,0
332,,Kosuke Shirai,0,0.15,0,0,0.79,0.24
333,,Takahiro Ogihara,0,0.08,0,0,0.83,0.17
334,,Kazuya Konno,0,0,0,0,0.47,0.13
335,,Shu Kurata,0,0.06,0,0,1.06,0.11
336,,Takuya Uchida,0,0.05,0,0,0.26,0.11
337,,Juan Alano,0,0,0,0,0.57,0.04
338,,Shimpei Fukuoka,0,0.04,0,0,0.57,0.18
339,,Hideki Ishige,0,0,0,0,0.6,0.05
340,,Koki Anzai,0,0.18,0,0,0.91,0.21
341,,Itsuki Oda,0,0,0,0,0.5,0
342,,Oliver Kamdem,0,0,0,0,0,0
343,,Alexei Koşelev,3.5,0,0,0,2,0
344,,Stefan Mugoša,0,0,0,0,0.4,0
345,,Shota Fukuoka,0,0,0,0,0.64,0.18
346,,Yu Funabashi,0,0,0,0,0.31,0.08
347,,Ryuji Izumi,0,0.1,0,0,0.87,0.2
348,,Taichi Kikuchi,0,0,0,0,0.48,0
349,,Daiki Kaneko,0,0,0,0,0.5,0.14
350,,Adam Taggart,0,0,0,0,0.45,0.05
351,,Mahiro Yoshinaga,0,0,0,0,0.78,0
352,,Bojan Krkic,0,0,0,0,0.5,0.14
353,,Yota Maejima,0,0.09,0,0,0.78,0.13
354,,Ayumu Ohata,0,0.05,0,0,0.64,0.05
355,,Isa Sakamoto,0,0,0,0,0.33,0.11
356,,Yuichi Hirano,0,0.11,0,0,0.89,0
357,,Shoma Doi,0,0,0,0,0.48,0.09
358,,Yusuke Goto,0,0,0,0,0.47,0.13
359,,Ten Miyagi,0,0,0,0,0.35,0.05
360,,Taiyo Hiraoka,0,0,0,0,0.31,0.08
361,,Sung-Ryong Jung,1.77,0.39,0.06,0,0.94,0.23
362,,Tatsuya Tanaka,0,0.04,0,0,0.38,0.08
363,,Kentaro Moriya,0,0,0,0,0.33,0.08
364,,Naoki Kawaguchi,0,0.05,0,0,0.62,0.19
365,,Lukian,0,0.15,0,0,0.65,0.15
366,,Nanasei Iino,0,0.21,0,0,0.79,0
367,,Kota Miyamoto,0,0.1,0,0,1,0.1
368,,Taiga Hata,0,0.11,0,0,0.89,0.17
369,,Hidekazu Otani,0,0,0,0,0,0.25
370,,Hidetaka Maie,0,0,0,0,0.2,0.2
371,,Norimichi Yamamoto,0,0.04,0,0,1.08,0.25
372,,Hayato Nakama,0,0,0,0,0.47,0.05
373,,Wellington Silva,0,0,0,0,0.33,0
374,,Yuki Kajiura,0,0.33,0,0,0.33,0
375,,Hirokazu Ishihara,0,0.3,0,0,0.77,0.17
376,,Koya Kitagawa,0,0,0,0,0.4,0.3
377,,Riku Yamane,0,0.18,0,0,0.55,0
378,,Sotan Tanabe,0,0,0,0,0.45,0.05
379,,Yosuke Furukawa,0,0,0,0,0,0
380,,Shion Inoue,0,0,0,0,0.14,0
381,,Yuta Taki,0,0,0,0,0.11,0.11
382,,Yoichiro Kakitani,0,0,0,0,0.33,0.05
383,,Hirotaka Mita,0,0,0,0,0.25,0.06
384,,Fabián González,0,0,0,0,0.72,0
385,,Kazuya Miyahara,0,0.1,0,0,0.43,0.1
386,,Mendes,0,0.05,0,0,0.55,0.15
387,,Ryotaro Nakamura,0,0,0,0,0.17,0.08
388,,Ryotaro Meshino,0,0.08,0,0,0.31,0.08
389,,Yuto Hiratsuka,0,0,0,0,2,0
390,,Rihito Yamamoto,0,0,0,0,0,0
391,,Daiki Matsuoka,0,0.09,0,0,0.77,0.18
392,,Fuki Yamada,0,0,0,0,0.29,0.14
393,,Ryo Germain,0,0,0,0,0.62,0
394,,Yoshihiro Nakano,0,0.18,0,0,0.59,0.06
395,,Taika Nakashima,0,0,0,0,0.33,0.07
396,,Takuya Okamoto,0,0,0,0,0.64,0.18
397,,Quenten Martinus,0,0,0,0,0,0
398,,Yojiro Takahagi,0,0,0,0,0.33,0
399,,Wataru Iwashita,0,0,0,0,0.67,0
400,,Kai Matsuzaki,0,0,0,0,0.36,0.09
401,,Noriyoshi Sakai,0,0.06,0,0,0.82,0.06
402,,Kazunari Ono,0,0.16,0,0,1.05,0.21
403,,Hayato Tanaka,0,0.25,0,0,1.75,0.5
404,,Atsushi Kurokawa,0,0,0,0,0.5,0.13
405,,Kosei Shibasaki,0,0,0,0,0.23,0
406,,Gabriel Xavier,0,0,0,0,0.62,0.15
407,,Ryotaro Araki,0,0,0,0,0.54,0.15
408,,Keita Yamashita,0,0,0,0,0.33,0
409,,Tatsuki Seko,0,0,0,0,0.69,0
410,,Yuto Nagatomo,0,0.3,0,0,0.97,0.2
411,,Shota Kobayashi,0,0.17,0,0,1.17,0
412,,Ko Yanagisawa,0,0.15,0,0,1,0.08
413,,Supachok Sarachart,0,0,0,0,0.14,0
414,,Origbaajo Ismaila,0,0,0,0,0.1,0
415,,Kashif Bangnagande,0,0.12,0,0,1.06,0.24
416,,Ezequiel,0,0,0,0,0.78,0.11
417,,Takahiro Sekine,0,0,0,0,0.7,0.13
418,,Shinji Ono,0,0,0,0,0,0
419,,Shuto Nakano,0,0,0,0,0,0
420,,Talla Ndao,0,0,0,0,0,0
