Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Ignacio Valsagiácomo,0,0,60,0.33,0,0,0.27,0.07,0,0.2,0,0.27,0,0,5.33,76.25,1.47,100,0,0,0,0,0.4,0.13,0.07,0,23.08,35.71,0.33,0.47,15,2,4
Joffré Escobar,0,0.11,40,1.22,0,0,0.33,0.11,0,0.33,0,0.22,0.11,0.11,7.89,76.06,3,50,0,0.11,0,0,0.22,0,0.11,0,77.78,41.86,0.67,1.78,9,2,4
Walter Chalá,0,0.08,28.57,0.58,0,0,0.08,0.25,0,0.08,0,0.17,0.08,0.08,7.5,83.33,2.75,50,0,0,0,0,0,0.08,0,0,33.33,45.16,0.75,0.17,12,3,4
Cristian Duma,0,0,50,0.67,0,0,0.44,0,0,0.11,0,0,0,0,5,53.33,1,50,0,0,0,0,0.11,0,0.11,0,27.27,33.33,0.56,1.22,9,2,4
Darwin Suarez,0.04,0,47.06,0.35,0.04,0,1.46,1.15,0.08,2.27,0.04,0.73,0,0,29.85,77.19,4.19,39.8,0,0.19,0,0,0.92,0.12,0.27,0.08,48.15,49.17,1.15,1.23,26,2,3
Bryan Nazareno,0.06,0,60,0.35,0,0,0.53,1.06,0.06,0.82,0,0.29,0,0.06,15.24,71.81,3.18,37.29,0,0.06,0,0,1,0.18,0.24,0.06,35.71,44.44,0.65,0.82,17,1,2
Daniel Segura,0,0,0,1.63,0,0,0.13,0.13,0,0.13,0,0,0,0,4.63,81.08,1.5,0,0,0,0,0,0.38,0,0,0,0,15.38,0.13,0.13,8,1,4
Esnaider Cabezas,0,0,0,0.33,0,0,0.44,0.56,0.11,1,0,0.22,0,0,34.78,85.62,4.33,59.09,0,0,0,0,0.33,0.22,0.11,0,72.73,52,0.11,0.89,9,1,3
Jean Carrion,0.1,0,0,0.6,0,0,0.2,0.1,0,0,0,0,0,0,2.9,58.62,0.5,50,0,0,0,0,0.1,0,0.2,0,0,44.44,1,0.8,10,1,4
Manuel Núñez,0,0,0,1.17,0,0,0.17,0,0,0,0,0.17,0,0,3.83,60.87,0.33,0,0,0,0,0,0.33,0.33,0,0,28.57,46.15,1.5,1.17,6,1,4
Richard Farias,0,0,75,0.27,0,0,0.45,0.64,0.09,0.64,0,0.64,0.09,0,19.73,86.18,3.45,67.74,0,0,0,0,0.55,0.18,0.18,0,71.43,56.6,1,0.73,11,2,2
Ángel González,0.2,0.3,22.22,0.6,0,0,0.5,0.7,0,0.1,0,0.3,0.2,0.1,11,75.45,4,100,0,0,0,0,0.3,0.3,0.2,0,14.29,26.67,0.4,1,10,2,3
Denis Rodríguez,0,0,50,0.85,0,0,0.31,0,0,0.08,0,0.38,0,0.08,14.31,78.49,3.54,47.83,0,0,0,0,0.69,0.08,0.08,0,50,45.45,0.38,0.46,13,2,3
Cristian Sención,0,0,0,0.6,0,0,0,0.2,0,0.4,0,0,0,0,16,86.25,1.6,46.15,0,0,0,0,0.4,0,0,0,20,33.33,0.6,0.4,5,2,3
Eder Cetre,0,0,0,0.2,0,0,1.2,0,0,0.2,0,0.2,0,0,7.2,61.11,0.6,40,0,0,0,0,0.4,0.2,0.2,0,40,61.11,0.6,0.4,5,2,3
Sergio Vasquez,0,0,50,0.33,0,0,0.17,0.67,0,0,0,0.5,0,0,6.67,80,1.83,75,0,0,0,0,0,0,0.33,0,50,54.55,1.33,0.67,6,1,3
Juan Jimenez,0,0,45,0.4,0,0,1.07,0.6,0,0.47,0,0.63,0,0,20.57,84.12,5.47,54.43,0,0.07,0,0,0.7,0.07,0.17,0,41.67,40.12,0.47,1.33,30,2,3
William Vargas,0.03,0.03,42.31,0.31,0,0,0.62,0.38,0.03,1.41,0,0.34,0.03,0.03,26.41,81.33,3.76,45.45,0,0.1,0,0,1.07,0.17,0.24,0,54.55,50.68,0.97,0.76,29,2,2
Renato César,0,0,62.5,0.72,0,0,0.56,0.28,0,0.39,0,0.17,0,0.06,18,81.48,4.06,53.85,0,0.06,0,0,1.56,0.17,0.28,0,46.67,47.27,1.33,1.28,18,2,3
Federico Arbeláez,0,0,41.67,0,0,0,1.35,0.82,0.06,1.29,0,0.24,0,0,29.76,75.69,4.24,30.49,0,0.12,0,0,0.94,0.12,0.12,0,59.09,58.59,1,0.88,17,2,2
Byron Torrez,0,0,45.83,0.25,0,0,1.4,1.1,0,1.5,0,0.7,0.05,0,18,75.83,2.95,27.78,0,0.15,0,0,1.4,0,0.2,0,65,58.96,1.35,0.6,20,2,2
Christian Cuero,0.13,0.25,66.67,1,0,0,0.38,0.25,0,0.25,0,0.25,0,0,8,51.56,1.38,25,0,0,0,0,0.63,0,0.13,0,61.11,53.33,1,1.13,8,3,4
Arnaldo Valverde,0,0.04,50,0.46,0,0,0.61,0.11,0,0.14,0,0.21,0,0.04,12.18,74.49,3.29,40,0,0,0,0,0.68,0.11,0.07,0,35.29,43.66,0.25,0.57,28,3,3
Andy Burbano,0.1,0,33.33,1.2,0,0,1.2,1,0.1,2.1,0,0.7,0,0.1,26.9,69.52,4.9,39.34,0,0.1,0,0,0.8,0.5,0.3,0,35.71,47.76,1.3,1.2,10,2,2
Joao Paredes,0,0,0,0.17,0,0,0.33,0.17,0,0.17,0,0,0,0,9.17,70.91,3.5,50,0,0,0,0,0.83,0.17,0,0,52.63,42.11,0.67,1.67,6,2,3
Jonnathan Bravo,0,0,0,0,0,0,0.33,1.33,0,4.33,0,0.33,0,0,22.33,82.09,0.33,50,0,0,0,0,1,0.33,0.33,0,50,37.5,0.33,1,3,2,2
Federico Jesus Flores,0,0,44.44,0.32,0,0,1.09,1.05,0.05,0.64,0,0.77,0.05,0,25.36,80.11,4.14,54.41,0,0.05,0,0,1.36,0.09,0.5,0,36.36,41.33,1.18,1.68,22,3,3
Federico Andrada,0.11,0.33,0,1.33,0,0,0.11,0,0,0.11,0,0.22,0,0,8.22,82.43,3.22,100,0,0,0,0,0.56,0.11,0,0.11,28.57,44.83,1.11,0.11,9,2,4
Santiago Ramirez,0,0.09,46.15,0.64,0,0,0.64,0.18,0,0,0,0.27,0,0,9.55,78.1,2.45,44.44,0,0,0,0,0.82,0,0.09,0.09,20,48.39,1.45,1.09,11,2,4
Roberto Luzárraga,0,0,100,0.42,0,0,0.42,0.58,0.17,2.42,0,0.33,0,0,20.25,65.84,1,40.85,0,0.17,0,0,0.75,0,0.42,0.08,78.79,52.31,0.17,1.42,12,3,2
Marlon Mejía,0,0,100,0.08,0,0,0.25,1,0,2.17,0,0.17,0.08,0,25.58,81.43,1.33,48.08,0,0.08,0,0,0.75,0.33,0.17,0.08,59.38,50.82,0.67,1.08,12,2,2
Luis Castro,0,0,0,0.09,0,0,0.64,0.18,0,0.09,0,0.18,0,0,5.36,76.27,0.64,28.57,0,0,0,0,0.09,0.18,0,0,33.33,45.83,0.18,0.55,11,2,3
Jefferson Arce,0,0.06,50,0.44,0,0,0.5,0.13,0,0.06,0,0.31,0.06,0,11.38,82.97,2.31,54.55,0,0,0,0,0.56,0.13,0.13,0,42.86,44,0.31,0.44,16,1,3
Edgar Lastre,0.06,0,37.5,0.44,0,0,0.06,0.06,0.06,0.17,0,0.06,0,0,6,76.85,1.83,70,0,0,0,0,0.44,0.06,0.06,0,50,50,0.72,0.33,18,1,2
Cristopher Zambrano,0,0,20,0.43,0,0,0.71,0,0,0.14,0,0,0,0.14,7.86,76.36,2,0,0,0,0,0,0.71,0,0,0,20,34.21,0.57,0.57,7,1,4
Santiago Zamora,0,0.07,42.86,0.87,0,0,0.47,0.13,0,0.07,0,0.27,0,0,13.6,81.37,3.4,58.82,0,0.07,0,0,0.53,0,0.07,0,30,40.74,0.6,0.73,15,1,3
Jhonnier Estrada,0,0,66.67,0.18,0,0,0.36,0.82,0,1.82,0,0.45,0,0,25.09,76.09,2.09,37.78,0,0.09,0,0,0.64,0.18,0.27,0,58.33,38.46,0.18,1.09,11,2,2
Dubar Enríquez,0,0,100,0.17,0,0,0.42,0.5,0,2.17,0,0.25,0,0,10.75,67.44,1,46.34,0,0.08,0,0,1.08,0,0.08,0.08,50,56.9,0.58,0.33,12,3,2
Brayan Angulo,0,0.29,50,0.79,0,0,0.36,0.21,0,0.14,0,0,0,0,8.36,71.79,2,75,0,0,0,0,0.36,0,0.14,0.07,33.33,52.27,0.86,0.57,14,2,4
Marlon Quiñónez,0,0,44.44,0.67,0,0,0.56,0.61,0,1.72,0,0.11,0,0,25.39,68.93,4.39,35.87,0,0.17,0,0,0.78,0.17,0.22,0.06,54.29,53.85,0.89,0.72,18,1,2
Franklin Carabali,0,0,37.5,0.57,0,0,0.64,0.57,0.07,2.29,0,0.43,0,0,20.86,73.29,2.36,36.92,0,0.21,0,0,0.93,0,0.29,0.07,63.64,50,0.71,1.21,14,2,2
Silvio Gutiérrez,0,0,50,0.14,0,0,0.43,0.43,0,0.57,0,0.29,0,0,12,78.57,1.14,36.36,0,0,0,0,0.43,0.14,0.14,0,0,41.18,0.43,0.86,7,2,2
Tomson Minda,0.06,0,46.15,0.89,0,0,0.5,0.22,0,0.06,0,0.17,0,0,10.44,77.66,3.06,80,0,0,0,0,1.06,0.11,0,0,44.44,45.54,1.22,1.11,18,1,3
Stiven Plaza,0,0.11,11.11,0.44,0,0,0.11,0.33,0,0.22,0,0,0,0,9.44,77.65,3.33,100,0,0,0,0,0.33,0,0.11,0,66.67,41.03,0.67,0.56,9,1,4
Luis Arce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,63.64,2,50,0,0,0,0,0,0,0,0,0,50,1,1,1,2,3
Emerson Espinoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Erick Viveros,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,26.67,2,26.67,1,0,0,0,1,0,0,0,50,50,0,0,1,2,1
Jordán Mohor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,66.67,1,0,0,0,0,0,1,0,1,0,0,50,0,1,1,1,3
Gustavo Guerreño,0,0,50,0.67,0,0,0.67,0.33,0,0.33,0,0.33,0,0,5,53.33,0.67,0,0,0,0,0,0.33,0,0,0,42.86,34.78,0.67,1.67,3,3,4
Juan Perez,0,0,100,0.2,0,0,0.2,0,0,0,0,0.2,0,0,8.8,77.27,2,50,0,0,0,0,0.2,0,0,0,0,50,0.6,0,5,1,3
Ronal Jimenez,0,0,0,0.17,0,0,0.33,0,0,0.33,0,0.33,0,0,9.33,85.71,2.17,66.67,0,0,0,0,0.17,0,0,0,33.33,47.62,1.17,1,6,1,3
Carlos Medina,0,0,100,0.11,0,0,0.78,0.44,0,0.89,0,0.44,0,0,14.56,90.08,1.11,50,0,0,0,0,1,0,0.22,0,50,55.17,0.44,0.44,9,2,2
Jhon Acurio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,50,1,1,1,1,4
Daniel Alvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4
Diego Espinosa,0,0,0,0,0,0,0.33,0,0,0.33,0,0.33,0,0,1.33,100,0.67,0,0,0,0,0,0,0,0,0,0,14.29,0,0.67,3,2,1
Adrián Gabbarini,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,23.75,84.21,0,48.28,1.5,0.25,0.5,0,0.5,0.75,0.5,0,0,0,0,0,4,3,1
Jipson Orovio,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,5.6,75,1.2,100,0,0,0,0,0.2,0,0.2,0,25,16.67,0,1.4,5,2,3
Moisés Corozo,0,0,0,1.14,0,0,0.57,0.71,0.14,2.29,0,0,0,0,22.71,82.39,2,58.82,0,0,0,0,1.57,0.29,0.29,0,68.75,64.29,0.43,0.57,7,3,2
Jose Luis Monaga Quinonez,0,0,64.71,0.23,0,0,0.86,0.45,0.09,0.77,0,0.45,0.05,0.05,18.41,72.59,3.77,38.24,0,0.14,0,0,0.82,0.14,0.18,0.05,54.84,48.41,0.68,1.36,22,2,2
Dixon Vera,0,0,55,0.61,0,0,0.78,0.28,0,0.28,0,0.33,0.17,0,9.28,67.07,2.33,42.86,0,0.06,0,0,0.61,0.11,0.22,0,0,42.16,1,0.94,18,1,3
Rody Zambrano,0,0,75,0.1,0,0,0.57,0.62,0.1,1,0,0.57,0.05,0.1,19,69.67,3.19,30,0,0.14,0,0,1,0.1,0.24,0.05,56.25,37.96,0.38,1.67,21,2,2
Agustín Dávila,0,0.13,0,0.63,0,0,0.38,0.25,0,0.25,0,0,0,0,3.75,76.67,0.88,100,0,0,0,0,0.38,0,0.25,0,12.5,31.58,0.25,0.25,8,1,4
Jordan Yepez,0.09,0,33.33,0.64,0.09,0,0.18,0.09,0,0.27,0,0.36,0,0,6.45,74.65,2.09,100,0,0,0,0,0.36,0,0,0,37.5,29.79,0.36,1,11,1,3
Jefferson Padilla,0,0.2,60,0.4,0,0,1,0.4,0,0.2,0,1,0,0,11.6,67.24,3,50,0,0,0,0,0.6,0.2,0.4,0,25,38.46,0.2,1,5,2,3
Ruyery Blanco,0,0.09,0,0.45,0,0,0.09,0,0,0.18,0,0.18,0.09,0,3.82,80.95,1.27,50,0,0,0,0,0.27,0,0.18,0,42.86,16,0,1.27,11,2,4
Melvin Diaz,0,0,33.33,0.3,0,0,0.9,0.4,0,0.4,0,0.5,0,0,17.3,75.14,2.8,26.32,0,0,0,0,1,0.1,0.4,0,37.5,46.15,1,0.9,10,1,3
Mejia Marcos,0,0,44.44,0.75,0,0,0.88,0.38,0,0.5,0,1,0,0,13.5,74.07,3.63,26.32,0,0,0,0,0.5,0,0.25,0,33.33,39.02,0.25,0.63,8,2,4
Junior Ayovi,0,0,52.38,0.17,0,0,0.35,0.17,0,0.39,0,0.13,0.04,0.04,8.48,80.51,2.04,28.57,0,0,0,0,0.39,0.09,0.04,0,45.45,45.57,0.52,0.48,23,1,3
Ayrton Preciado,0,0,20,0.21,0,0,0.5,0.21,0,0.07,0,0.36,0,0,10.86,79.61,3.43,25,0,0,0,0,0.29,0,0.21,0,20,30.36,0.43,0.43,14,2,3
Yeison Nazareno,0,0,33.33,0.25,0,0,0.5,0.25,0,0,0,0.25,0,0,7.25,68.97,1.75,0,0,0,0,0,0,0,0,0,25,26.67,0,0.75,4,2,2
Josué Cuero,0,0,66.67,0.11,0,0,1.11,1.06,0,1.56,0,0.5,0,0,16.44,61.82,2,26,0,0.28,0,0,0.94,0.11,0.11,0.06,50,49,0.61,1.33,18,1,2
Joel Alirio Almache Hidalgo,0,0,63.16,0.36,0,0,1.29,0.14,0,0.43,0,0.86,0,0,12.36,83.82,2.14,41.18,0,0,0,0,0.57,0.07,0.14,0,50,43.96,0.43,1.29,14,2,3
Christian Cruz,0,0,60,0.25,0,0,1,0.5,0.25,0.63,0,0.13,0.13,0.13,24.25,79.38,5.5,54.55,0,0,0,0,1.13,0.38,0.25,0,60,48.94,0.75,1.63,8,3,2
Justin Cuero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
Kevin Peralta,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,3.5,85.71,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,2,2,2
José Orlando Pérez,0,0,0,0,0,0,0.67,0,0,0.33,0,0,0,0,3.67,63.64,0.67,40,0,0,0,0,0.33,0,0,0,100,60,0,0.67,3,2,2
Wilson Chuchuca,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4.33,69.23,1.33,100,0,0,0,0,0.33,0,0,0,0,33.33,0.67,0.33,3,1,3
Jaime Ortiz,0,0.09,100,0.45,0,0,0,0.09,0,0.09,0,0.09,0,0,4.09,62.22,0.91,0,0,0,0,0,0.18,0.09,0.09,0,20,22.22,0.45,0.55,11,1,4
Pedro Larrea,0.04,0.09,66.67,0.43,0,0,0.83,0.39,0,0.57,0,0.65,0,0,25.96,82.75,4.09,49.02,0,0,0,0,0.87,0.09,0.39,0.09,28.57,42.19,1,1.48,23,3,3
Denilson Ovando,0,0,12.5,0.4,0,0,0,0.2,0,0.1,0,0.4,0,0,6,71.67,1.3,75,0,0,0,0,0.3,0,0.2,0,12.5,10,0.1,0.5,10,1,4
Luis Ayala,0,0.07,20,0.47,0,0,0.6,0.2,0,0.73,0,0.33,0.2,0.13,12,73.33,2.8,38.89,0,0.2,0,0,0.6,0.07,0,0.07,37.5,48.28,1,1.07,15,2,3
Jeremy Del Castillo,0,0,100,0,0,0,1,1,0.11,2.78,0,0.67,0,0,14.89,72.39,2.22,52,0,0.11,0,0,0.78,0.11,0.11,0,78.57,58.54,0.33,0.89,9,1,2
Diego Corozo,0,0,100,0.2,0,0,0.2,0.2,0,0.4,0,0.2,0,0,9.4,72.34,1.8,28.57,0,0,0,0,0.8,0.2,0,0.2,33.33,50,0,0,5,3,2
Alexander Eras,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,22.8,50.88,1,32.1,2.2,0.2,0.2,0,1.4,0.2,0,0,0,0,0,0,5,1,1
Jordan Morán,0,0,0,0,0,0,2,0,0,0,0,2,0,0,7,57.14,2,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,2
Gustavo Nnachi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Oscar Jaramillo,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,57.14,2,0,0,0,0,0,0,0,0,0,0,12.5,0,4,1,2,4
Bryan Wittle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.67,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,3,1,4
Mayer Mendez,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,77.78,9,50,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3
William Ocles,0,0,33.33,0.29,0,0,0,0,0,0.29,0,0.14,0,0,6.71,72.34,1.86,66.67,0,0,0,0,0.57,0,0,0,28.57,30.77,0.71,1,7,2,3
Andres Garcia,0,0,50,0,0,0,0.4,0.4,0,1.8,0,0.2,0,0,22.2,77.48,3,44.12,0,0.2,0,0,1,0.2,0.4,0,100,54.55,0,0.4,5,2,2
Kevin Sambonino,0,0,50,0.12,0,0,0.41,0.18,0,0.35,0,0.53,0,0,18,83.66,2.35,43.33,0,0,0,0,0.71,0.06,0.18,0.06,42.86,37.5,0.53,0.47,17,1,3
Henry Quinonez,0,0,25,0,0,0,0.89,1.33,0,1.11,0,0.67,0,0,14.56,66.41,2.44,29.03,0,0.11,0,0,1.44,0.22,0.11,0,40,41.46,0.44,0.89,9,2,2
Marcos Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,57.14,0,0,0,0,0,0,0.5,0,0,0,100,66.67,0.5,0,2,3,4
Kevin Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,1.5,0,0,0,0,0,0.5,0,0,0,100,50,0.5,0.5,2,1,3
Facundo Queiroz,0,0,0,0,0,0,0.5,0,0,1,0,0.5,0,0,6.5,80.77,0,0,0,0,0,0,0.25,0,0.25,0,0,28.57,0,0.25,4,2,2
Marcelo Mantilla,0,0,0,0,0,0,0.67,0.17,0,0.67,0,0.5,0,0.17,15.33,72.83,2.17,11.76,0,0,0,0,0.67,0,0,0.17,50,45.45,0.67,0.67,6,1,2
Jonathan Robledo,0,0,0,0.4,0,0,0.6,0,0,0.2,0,1,0,0,7.2,55.56,1.6,42.86,0,0,0,0,0,0,0.4,0,100,26.32,0,0.8,5,2,3
Yerlin Quinonez,0,0,33.33,0.2,0,0,0.8,0,0,0,0,0.2,0,0,4,80,0.4,100,0,0,0,0,0.2,0.4,0,0,50,45.83,0.8,0.6,5,1,2
Humberto Acevedo,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,17.33,76.92,1,54.72,0.67,0.17,0.67,0.17,1.33,0.33,0.17,0,0,50,0.17,0,6,2,1
Matias Ferreira,0,0,100,0,0,0,0.5,0.57,0,0.64,0,0.21,0,0,6.64,64.52,0.71,34.78,0,0,0,0,0.79,0.07,0.21,0,0,44.83,0.36,0.5,14,2,2
Isaac Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,4
Darwin Nazareno,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,5.5,72.73,2.5,0,0,0,0,0,0,0,0,0,0,20,0,0.5,2,1,3
Elkin Ruiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,71.43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
Luis Felipe Fernandez-Salvador,0,0,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,5.33,81.25,0.67,100,0,0,0,0,0.67,0,0.33,0,100,50,0,0.67,3,1,3
Darwin Cuero,0,0,0,0,0,0,0,0,0.14,0.71,0,0,0,0,22.29,73.08,0.86,44.44,1.14,0.14,0.43,0,1.43,0.14,0.14,0,100,66.67,0.14,0.14,7,2,1
José Luis Quiñones,0,0,100,0.33,0,0,0.33,0.67,0,2.33,0,0,0,0,17.67,62.26,1.67,22.22,0,0,0,0,1.67,0,0.67,0,50,33.33,0,2,3,1,3
Juan Martin Rojas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,1.5,37.04,3,0,0.5,0.5,2.5,0.5,0,0,0,0,0,0,2,1,1
Eduardo Bores,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,12,61.11,0.67,27.78,1,0,0.67,0,1.33,0,0,0,0,100,0.67,0,3,1,1
Jefferson Quinonez,0,0,0,0,0,0,1,0.5,0,2.5,0,2,0.5,0.5,10,65,1.5,40,0,0,0,0,2,0,0,0,25,27.27,0,0,2,1,3
Byron Carabalí,0,0,50,0,0,0,0.5,0.5,0,1,0,1,0.5,0,19.5,76.92,2.5,50,0,0,0,0,0.5,1,0.5,0,50,28.57,0,1,2,1,2
Jeison Mina,0,0,25,0.8,0,0,0.4,1.2,0.4,2.8,0,0.2,0,0,11.8,72.88,0.2,50,0,0,0,0,2,0.4,0.2,0,71.43,54.55,0.8,0.8,5,1,2
Lenin Chininin,0,0,100,0.4,0,0,0.2,0.4,0,0,0,0.4,0,0,9.2,86.96,2,100,0,0,0,0,0.4,0,0,0.2,50,31.82,0.6,1.6,5,1,3
Carlos Ortiz,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,40,0,36.84,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1
Jose Cevallos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,82.19,0.5,45.45,2,0,0,0,1.5,1,0,0,0,0,0,0,2,2,1
Luis Cordova,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,18,72.22,0.5,33.33,0,0,0,0,1.5,0,0,0.5,100,66.67,0,1,2,1,2
Yuber Mosquera,0,0,0,0.13,0,0,0.25,0,0.25,0.63,0,0,0,0,9.13,89.04,0.88,62.5,0,0,0,0,1,0.13,0.38,0,100,36.36,0.13,0.88,8,3,2
Jeison Alfonso Dominguez,0,0,0,0,0,0,0.67,1,0.33,0.67,0,0.33,0,0,13,76.92,3,28.57,0,0,0,0,1.33,0,0.33,0,100,62.5,0.33,0.67,3,2,2
Alexi Lemos,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33,75.76,0,30,3,0,1,0,3,0,0,0,0,0,0,0,1,3,1
Anderson Ordóñez,0,0.13,0,0.25,0,0,0.25,0.88,0.13,2.88,0.13,0.13,0,0,33.25,84.96,1.5,60.53,0,0,0,0,1.25,0,0,0.13,56,55,0.75,0.75,8,2,2
Efrain Garcia,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,6,83.33,1,50,0,0,0,0,1.5,0,0,0.5,0,0,0,0.5,2,1,2
Gabriel Marques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
Gonzalo Valenzuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,4,100,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4
Anthony Alvarez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
David Ortiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Luis Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
