Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Mahiro Yoshinaga,0.06,0,75,0.5,0,0,0.83,0.28,0,0.33,0,0.44,0,0.11,12.78,74.78,3.33,18.75,0,0,0,0,0.78,0,0.06,0,37.04,51.25,0.39,0.44,18,1,4
Bojan Krkic,0,0,53.85,1,0,0,0.43,0.14,0,0,0,0.29,0.07,0.07,13.64,81.68,4.21,46.15,0,0,0,0,0.5,0.14,0,0,0,41.3,0.43,0.07,14,3,4
Yota Maejima,0.04,0,25,0.17,0,0,1.48,1.13,0,1.57,0,0.48,0.04,0.04,18.04,70.6,4.17,30.43,0,0.09,0,0,0.78,0.13,0.09,0,37.5,49.12,0.39,0.43,23,2,2
Ayumu Ohata,0,0,36.36,0.09,0,0,1.36,1.14,0,0.41,0,0.55,0.05,0.05,27.27,82,5,32.35,0,0.05,0,0,0.64,0.05,0,0,38.46,56.2,1.32,0.5,22,1,2
Isa Sakamoto,0.11,0,58.33,0.67,0,0,0.44,0,0,0.22,0,0.11,0,0,13.89,78.4,5.89,25,0,0,0,0,0.33,0.11,0.11,0,9.52,29.31,0.44,1,9,1,4
Yuichi Hirano,0,0,100,0.22,0,0,1.44,1,0,0.67,0,0.67,0,0,39.78,86.59,6.11,56.67,0,0.11,0,0,0.89,0,0.22,0,42.86,50.91,1.22,1.33,9,2,3
Shoma Doi,0.04,0.09,66.67,0.48,0,0,0.43,0.52,0,0.13,0,0.3,0.13,0.04,11.52,75.85,3.61,25.93,0,0,0,0,0.48,0.09,0.04,0,35.29,46.3,0.22,0.17,23,3,3
Yusuke Goto,0,0,72.73,0.73,0,0,0.53,0.2,0,0.2,0,0.27,0,0,11.73,77.84,3,47.37,0,0,0,0,0.47,0.13,0,0,14.29,40.35,0.33,0.6,15,2,3
Ten Miyagi,0.05,0.15,50,1.05,0,0,0.8,0.05,0,0.05,0,0.4,0.05,0,12.75,78.43,4.4,36.36,0,0,0,0,0.35,0.05,0,0,38.1,46.15,0.25,0.3,20,1,4
Taiyo Hiraoka,0,0.08,50,1,0,0,1.08,0.31,0,0.31,0,0.46,0,0,16.69,71.43,4.15,25,0,0,0,0,0.31,0.08,0,0,54.55,50,0.77,0.92,13,1,3
Sung-Ryong Jung,0,0,0,0,0,0,0.03,0,0,0.65,0,0,0,0,24.97,68.35,0.84,40.2,1.77,0.39,0.06,0,0.94,0.23,0,0.03,80,84.62,0.19,0.03,31,3,1
Tatsuya Tanaka,0.04,0,54.55,0.54,0.04,0,0.42,0.33,0,0.04,0,0.29,0.21,0.04,11.38,79.85,3.5,33.33,0,0.04,0,0,0.38,0.08,0,0,40,43.82,0.29,0.38,24,3,3
Kentaro Moriya,0,0,0,0.33,0,0,0.08,0.17,0,0.17,0,0.25,0.08,0.08,17.75,84.51,4.58,50,0,0,0,0,0.33,0.08,0,0,33.33,33.33,0.25,0.17,12,3,3
Naoki Kawaguchi,0,0.05,41.18,0.43,0,0,0.9,0.62,0,1.19,0,0.38,0.1,0.1,18.67,76.28,5.48,29.63,0,0.05,0,0,0.62,0.19,0.1,0,57.14,58.65,1.29,0.76,21,2,2
Lukian,0.09,0.24,46.55,1.44,0.03,0,0.71,0.47,0,0.47,0,0.5,0.09,0.09,13.26,74.94,4.59,69.23,0,0.15,0,0,0.65,0.15,0.06,0,34.62,41.32,1.29,1.29,34,3,4
Nanasei Iino,0.04,0.08,42.86,1.13,0.04,0,1.08,0.75,0,0.79,0,0.58,0.08,0.08,21.88,74.86,7.42,28.57,0,0.21,0,0,0.79,0,0.08,0,24.53,34.21,0.58,1.63,24,2,3
Kota Miyamoto,0,0.1,54.55,0.35,0,0,0.7,1.25,0,1.65,0,0.85,0.05,0,33.95,81.59,7.05,46.05,0,0.1,0,0,1,0.1,0,0,50,38.64,0.25,0.6,20,2,3
Taiga Hata,0,0,30,0.28,0,0,0.94,0.44,0,0.56,0,0.33,0.11,0.06,22.17,74.94,4.44,26.09,0,0.11,0,0,0.89,0.17,0.06,0,46.67,46.43,0.5,0.39,18,1,3
Hidekazu Otani,0,0,0,0,0,0,0.25,0.5,0,0.5,0,0,0,0,11.75,87.23,3,0,0,0,0,0,0,0.25,0,0,0,25,0,0.75,4,3,3
Hidetaka Maie,0,0,100,1.4,0,0,0.4,0,0,0.6,0,0,0,0,4.8,70.83,1.8,0,0,0,0,0,0.2,0.2,0,0,50,42.31,0.8,0.8,5,1,4
Norimichi Yamamoto,0.04,0,50,0.21,0,0,1.29,1.54,0,2.25,0,0.5,0,0,36.83,79.98,3.92,44.12,0,0.04,0,0,1.08,0.25,0.13,0.04,64.06,56.16,0.38,1.13,24,2,2
Hayato Nakama,0.11,0.11,40,1.05,0.05,0,1.21,0.53,0,0.32,0,0.58,0.05,0,15.11,74.22,4.11,21.05,0,0,0,0,0.47,0.05,0.05,0,24.14,37.7,0.53,1.47,19,3,3
Wellington Silva,0.08,0.08,66.67,0.17,0,0,0.25,0.17,0,0.08,0,0.17,0.08,0.08,6.42,76.62,1.83,100,0,0,0,0,0.33,0,0,0,20,50,0.42,0.17,12,2,3
Yuki Kajiura,0,0,0,0,0,0,1,0.67,0,1,0,0.33,0,0,13,69.23,2.33,50,0,0.33,0,0,0.33,0,0,0,50,46.15,0.33,0.67,3,1,3
Hirokazu Ishihara,0,0.03,38.71,0.63,0,0,1.13,0.67,0.07,0.77,0,0.63,0.07,0.1,29.57,72.49,7.07,30.97,0,0.3,0,0,0.77,0.17,0.03,0.03,46.48,46.4,1.23,1.33,30,1,3
Koya Kitagawa,0.1,0,50,0.9,0,0,0.3,0,0,0.4,0,0.2,0.1,0,8.8,72.73,3.2,25,0,0,0,0,0.4,0.3,0.1,0,27.27,34.38,0.1,0.4,10,2,4
Riku Yamane,0,0,0,0.27,0,0,0.36,0.36,0,0.45,0,0.27,0,0,27.09,86.58,4.36,66.67,0,0.18,0,0,0.55,0,0,0,38.46,43.75,0.45,0.45,11,1,3
Sotan Tanabe,0,0,54.55,0.14,0,0,1.41,0.59,0,0.27,0,0.64,0.05,0,18.18,79,4,50,0,0,0,0,0.45,0.05,0.05,0,45.95,49.58,0.23,0.68,22,3,3
Yosuke Furukawa,0.14,0.14,50,0.57,0,0,0.71,0.14,0,0,0,0.43,0,0.14,7.86,67.27,2.29,20,0,0,0,0,0,0,0,0,20,42.31,0.14,0.14,7,1,3
Shion Inoue,0,0,33.33,0.43,0,0,0.29,0,0,0.43,0,0.29,0,0,12.86,84.44,4.71,28.57,0,0,0,0,0.14,0,0,0,50,46.15,0.29,0,7,2,3
Yuta Taki,0,0,50,0.44,0,0,0.22,0.22,0,0,0,0,0,0,4.56,60.98,0.78,16.67,0,0,0,0,0.11,0.11,0,0,0,27.27,0,0.56,9,1,3
Yoichiro Kakitani,0,0.1,57.14,0.9,0,0,0.24,0.19,0,0.62,0,0.05,0,0,11.48,78.01,3.24,69.23,0,0,0,0,0.33,0.05,0,0,50,53.13,0.33,0.14,21,3,4
Hirotaka Mita,0,0,36.36,0.38,0,0,0.25,0.25,0,0.13,0,0.13,0.13,0.06,12.69,80.79,3.44,41.67,0,0,0,0,0.25,0.06,0.06,0,44.44,38.3,0.38,0.63,16,3,3
Fabián González,0.33,0.22,42.31,2.11,0.06,0,0.72,0,0,0.44,0,0.28,0,0,6.06,66.06,1.56,0,0,0,0,0,0.72,0,0.22,0.06,32.79,34.78,0.72,1.56,18,3,4
Kazuya Miyahara,0,0,0,0.14,0,0,1.05,0.48,0,0.67,0,0.29,0.05,0.05,14.71,80.91,3.29,45.16,0,0.1,0,0,0.43,0.1,0,0,47.83,52,0.33,0.62,21,2,2
Mendes,0,0,66.67,0.35,0,0,0.95,0.65,0.1,3.25,0,0.15,0,0,20.5,80.49,2.6,36.73,0,0.05,0,0,0.55,0.15,0.3,0,59.38,55.93,0.25,1,20,2,2
Ryotaro Nakamura,0,0,66.67,0.17,0,0,0.75,1,0,0.83,0,0.42,0,0,16.75,83.08,2,18.18,0,0,0,0,0.17,0.08,0.08,0,62.5,52.27,0.17,0.58,12,2,3
Ryotaro Meshino,0.15,0,39.13,1.69,0,0,1.31,0.54,0,0.31,0,1,0,0,18.92,77.64,6.23,16.67,0,0.08,0,0,0.31,0.08,0.15,0,37.5,39.56,0.62,0.69,13,2,3
Yuto Hiratsuka,0.25,0,0,0.25,0,0,1,0.5,0,0.5,0,0.25,0,0,31.5,86.51,7.5,60,0,0,0,0,2,0,0,0,50,50,0.5,0.5,4,2,3
Rihito Yamamoto,0,0.5,0,0.5,0,0,1.5,0,0,2,0,0,0,0,5.5,90.91,0.5,0,0,0,0,0,0,0,0,0,0,60,0,0.5,2,1,3
Daiki Matsuoka,0,0,25,0.41,0,0,0.82,0.59,0,0.95,0,0.36,0,0,23.45,81.01,5.14,47.62,0,0.09,0,0,0.77,0.18,0.05,0,55.56,46.51,0.27,0.73,22,1,3
Fuki Yamada,0.14,0.07,50,1,0,0,0.64,0.29,0,0.5,0,0.57,0.07,0,13.57,69.47,4.57,22.22,0,0,0,0,0.29,0.14,0,0,28,34.62,0.43,0.64,14,1,4
Ryo Germain,0.1,0.1,33.33,1.03,0,0,0.55,0.14,0,0.34,0,0.24,0,0,7.93,73.91,2.59,16.67,0,0,0,0,0.62,0,0.03,0,29.69,37.06,0.59,0.52,29,2,4
Yoshihiro Nakano,0,0,59.09,0.53,0,0,0.82,0.41,0,0.47,0,0.59,0.06,0.06,23.53,76.5,7.06,41.94,0,0.18,0,0,0.59,0.06,0,0,30.43,38.46,0.35,1.06,17,2,3
Taika Nakashima,0.07,0,40,0.8,0.07,0,0.13,0.07,0,0.27,0,0.07,0.13,0,3.67,58.18,0.6,0,0,0,0,0,0.33,0.07,0.2,0,47.37,37.7,0.13,0.67,15,1,4
Takuya Okamoto,0,0,50,0.73,0,0,0.64,2.09,0,0.91,0,0.64,0,0,33.73,76.82,6.64,28,0,0,0,0,0.64,0.18,0.09,0,40,35,0.27,1,11,3,2
Quenten Martinus,0,0,33.33,0.33,0,0,0.67,0,0,0,0,0,0,0,3.67,54.55,0.67,0,0,0,0,0,0,0,0.33,0,0,62.5,0.67,0.33,3,3,3
Yojiro Takahagi,0,0,0,0,0,0,1,0.67,0,0,0,0.33,0,0,15,84.44,3.67,100,0,0,0,0,0.33,0,0,0,0,42.86,0,1,3,3,3
Wataru Iwashita,0,0,50,0,0,0,0.67,0.33,0,1,0,0.33,0,0,13.33,77.5,2.67,0,0,0,0,0,0.67,0,0,0,50,58.33,0.67,0.67,3,1,2
Kai Matsuzaki,0.09,0.18,58.33,1.18,0,0,0.55,0.27,0.09,0.18,0,0.18,0,0,11.27,77.42,2.82,61.54,0,0,0,0,0.36,0.09,0.09,0,50,53.66,0.64,0.36,11,2,3
Noriyoshi Sakai,0.12,0.35,61.54,1.35,0.12,0,0.18,0.12,0,0.65,0,0.35,0.12,0,12.35,62.86,2.76,50,0,0.06,0,0,0.82,0.06,0.06,0,33.33,31.71,0.47,0.94,17,3,4
Kazunari Ono,0,0,75,0.37,0,0,1.05,1.84,0,1.47,0,0.47,0.05,0.05,24.68,78.89,1.79,37.04,0,0.16,0,0,1.05,0.21,0.11,0,59.32,52.94,0.74,1.58,19,3,2
Hayato Tanaka,0,0,100,0,0,0,2,2,0,2,0,0.75,0,0,42.5,74.71,5.25,37.93,0,0.25,0,0,1.75,0.5,0,0,55,58.54,1,1.5,4,1,2
Atsushi Kurokawa,0,0.13,50,0.63,0,0,1.25,0.25,0,0.5,0,0.38,0,0,16.88,71.11,3.38,42.86,0,0,0,0,0.5,0.13,0.13,0,25,48.98,1.13,0.75,8,2,3
Kosei Shibasaki,0.03,0.03,87.5,0.17,0.03,0,0.33,0.13,0,0.17,0,0.1,0,0,9.07,83.46,3.37,62.5,0,0,0,0,0.23,0,0.07,0,31.58,45.61,0.1,0.23,30,3,3
Gabriel Xavier,0.12,0.23,37.04,0.92,0.04,0,0.12,0.15,0,0.15,0,0.35,0.27,0.08,13.08,80.29,4.96,57.14,0,0,0,0,0.62,0.15,0.04,0.04,20,27.21,0.62,1.04,26,2,4
Ryotaro Araki,0.08,0.08,30,0.69,0,0,0.62,0.15,0,0.08,0,0.38,0.08,0.08,16.62,75.46,5.77,40,0,0,0,0,0.54,0.15,0.23,0,50,43.4,0.54,0.62,13,1,3
Keita Yamashita,0,0,75,0.73,0,0,0.2,0,0,0.27,0,0,0,0,4.07,70.49,1.27,0,0,0,0,0,0.33,0,0.07,0,38.71,40,0.13,0.47,15,2,4
Tatsuki Seko,0,0,33.33,0.31,0,0,0.54,0.46,0,0.38,0,0.38,0,0,17.69,82.17,4.62,46.88,0,0,0,0,0.69,0,0,0,40,48.48,0.38,0.15,13,2,3
Yuto Nagatomo,0,0.03,55.56,0.1,0,0,1.2,0.67,0,1.27,0.03,0.4,0,0,37.53,81.62,5.93,39.84,0,0.3,0,0,0.97,0.2,0.07,0,58.73,53.89,0.23,0.6,30,3,2
Shota Kobayashi,0,0,50,0.33,0,0,0.83,0.83,0,1.17,0,0.17,0,0,20.17,73.55,4.33,25,0,0.17,0,0,1.17,0,0,0,80,50,0.17,0.83,6,3,3
Ko Yanagisawa,0,0,66.67,0.85,0,0,0.46,0.85,0,1.69,0.08,0.15,0.08,0,19.38,68.65,4.08,21.21,0,0.15,0,0,1,0.08,0,0,48.15,47.27,0.38,0.46,13,2,2
Supachok Sarachart,0,0.29,80,0.43,0,0,0.43,0.43,0,0,0,0.14,0.14,0.29,6.86,85.42,3.86,0,0,0,0,0,0.14,0,0,0,0,50,0.29,0,7,2,3
Origbaajo Ismaila,0,0,50,0.4,0,0,0.1,0,0,0.5,0,0.1,0,0,4.3,67.44,1.5,25,0,0,0,0,0.1,0,0.1,0,36.84,29.27,0.3,1.1,10,2,4
Kashif Bangnagande,0.06,0.06,50,0.35,0,0,0.53,0.59,0,0.94,0,0.41,0.06,0.12,35.12,81.41,5.41,47.22,0,0.12,0,0,1.06,0.24,0.24,0,42.31,39.36,0.53,1,17,1,2
Ezequiel,0.11,0,38.89,0.78,0,0,0.78,0.22,0,0.22,0,0.11,0.11,0,10.89,79.59,4.11,0,0,0,0,0,0.78,0.11,0,0,100,39.02,0.11,0.33,9,2,3
Takahiro Sekine,0.03,0.03,38.46,1.1,0,0,1.03,0.57,0.03,0.37,0,0.77,0.13,0.03,17.93,72.3,4.67,47.5,0,0,0,0,0.7,0.13,0.07,0,40,41.18,0.57,1.03,30,2,3
Shinji Ono,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
Shuto Nakano,0,0,50,0,0,0,1,0,0,1,0,0,0,0,9,77.78,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,1,3
Talla Ndao,0,0,100,1,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0,0,0,0,0,0,0,0,50,0,1,1,1,4
Manato Shinada,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,11.5,91.3,1,66.67,0,0,0,0,0.5,0,0,0,0,33.33,0,0,2,1,3
Manabu Saito,0,0,0,0.67,0,0,0.67,0,0,0,0,0.33,0,0,4.33,76.92,2.33,0,0,0,0,0,0,0,0,0,0,50,0,0,3,3,4
Yuji Kajikawa,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,25,64,1,42.55,3.67,0.33,0,0,2.67,0,0,0,0,0,0,0,3,3,1
Keisuke Shimizu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,82.05,0.67,56.25,2,0,0,0,1,0,0,0,100,100,0,0,3,3,1
Kohei Tezuka,0,0,50,0.25,0,0,0,0.75,0,0.5,0,0,0,0,14.25,82.46,3.25,70,0,0,0,0,0.5,0,0.25,0,50,33.33,0.25,0.5,4,2,3
Hisashi Jogo,0,0,100,0.33,0,0,0,0.5,0,0,0,0,0,0,7.83,87.23,2.17,60,0,0,0,0,0.83,0,0,0,14.29,25,0,0,6,3,4
Jiro Nakamura,0,0,42.11,0.67,0,0,0.56,0.11,0,0.44,0,0.22,0.11,0,13.78,75.81,4.44,50,0,0,0,0,0.78,0,0.11,0,0,39.53,0.44,0.56,9,1,3
Yago Pikachu,0,0.17,25,0.75,0,0,0.83,0.42,0,0.42,0,0.17,0.08,0,14,82.74,3.25,30.77,0,0,0,0,0.83,0.08,0,0,38.89,53.33,1.08,0.42,12,3,3
Yuya Asano,0,0.17,52.38,1.08,0,0,0.42,0.5,0,0.42,0,0.42,0,0,14.25,76.61,4.67,55.56,0,0,0,0,0.83,0.08,0,0,22.22,38.6,0.33,0.17,12,2,4
Kyohei Noborizato,0,0,60,0.08,0,0,1,0.75,0,0.92,0,0.17,0,0,34.75,80.82,8.08,43.75,0,0.08,0,0,0.92,0.25,0.08,0,36.84,59.02,1.17,0.33,12,3,2
Yuki Honda,0,0,100,0.13,0,0,0.47,0.8,0,0.53,0,0.2,0,0,19.4,68.38,3.93,39.62,0,0,0,0,0.4,0.07,0.13,0,60.61,55,0.4,0.47,15,3,2
Yuto Iwasaki,0.06,0.16,38.36,1.13,0,0,0.97,0.69,0,0.72,0,0.81,0,0.03,23.28,75.57,8.97,23.26,0,0.19,0,0,0.94,0.06,0,0,45.74,41.25,0.75,1.31,32,2,3
Alex Schalk,0.08,0.17,36.36,1.5,0,0,0.58,0.17,0,0.17,0,0.08,0.08,0,13,76.92,4.5,37.5,0,0,0,0,0.42,0,0.08,0,25,37.29,0.67,0.67,12,3,4
Benjamin Kololli,0.15,0.2,40,0.8,0.05,0,0.2,0.05,0,0.3,0,0.2,0.05,0.05,7.3,67.81,1.75,57.14,0,0,0,0,0.7,0.1,0.05,0,44.12,38.46,0.85,1,20,3,3
Shunta Araki,0,0,0,0,0,0,0.33,0.08,0,0.08,0,0.08,0.08,0,8.33,76,2.75,62.5,0,0,0,0,0.5,0,0,0,88.89,51.85,0.17,0.5,12,1,4
Rodrigo Angelotti,0,0,44.44,0.77,0,0,0.31,0.15,0,0.23,0,0.23,0,0,8.62,70.54,1.85,33.33,0,0,0,0,0.31,0,0.15,0,40.91,35.48,0.38,0.85,13,2,4
Daiki Watari,0.09,0,33.33,0.64,0.09,0,0.45,0.27,0,0.27,0,0.09,0,0,7.45,74.39,2.09,40,0,0,0,0,0.55,0,0.18,0,36.84,34.04,0.27,0.73,11,2,4
Yutaka Yoshida,0,0,50,0.2,0,0,0.93,0.73,0,1.4,0,0.33,0,0,23.2,75,4.8,48.98,0,0.13,0,0,0.67,0,0.07,0.07,37.5,47.46,0.4,0.53,15,3,2
Daiki Ogawa,0,0.05,68.75,0.27,0,0,0.59,1.05,0,1.41,0,0.36,0,0,30.73,84.02,5.45,48.89,0,0.09,0,0,1.05,0.09,0.05,0,55,51.06,0.59,0.59,22,3,2
Kennedy Mikuni,0,0,0,0.2,0,0,0.4,0.6,0,1,0,0.4,0,0,13.4,67.16,1.8,50,0,0,0,0,0.2,0.2,0.2,0,50,50,0.4,0.2,5,1,2
Daigo Nishi,0,0,66.67,0.15,0,0,0.23,1,0.08,0.69,0,0.08,0.08,0,20.38,84.91,4.46,35.71,0,0,0,0,0.92,0.08,0,0,71.43,73.08,0.69,0.15,13,3,2
Katsuhiro Nakayama,0.11,0.16,30.77,0.79,0,0,1.11,0.47,0,0.53,0,0.89,0,0,18.47,73.79,5.05,45,0,0,0,0,0.68,0.16,0,0,52.63,44.54,0.42,0.58,19,2,3
Yuta Fujiwara,0.13,0.25,33.33,1.13,0,0,0,0,0,0,0,0,0,0,2.63,85.71,1,0,0,0,0,0,0.5,0,0,0,0,25,0.38,0.38,8,1,4
Bueno,0,0,100,0.14,0,0,0.86,0.86,0.14,1.86,0,0.43,0.14,0.14,16.71,56.41,0.71,24.32,0,0.14,0,0,0.71,0,0.14,0,23.53,40,0.43,0.71,7,2,2
Yutaro Oda,0,0.24,46.67,1.14,0,0,0.67,0.24,0,0.1,0,0.33,0.1,0.05,7.81,84.15,3,33.33,0,0,0,0,0.33,0.05,0.05,0,16.67,40.78,0.57,0.81,21,1,3
Ryo Nagai,0,0.25,0,0.5,0,0,0.38,0.13,0,0.38,0,0.13,0,0,5.38,65.12,1.88,0,0,0,0,0,0.13,0,0,0,25,34.29,0.63,0.63,8,3,4
Akira Silvano Disaro,0,0,0,0.67,0,0,0.33,0,0,0.33,0,0.67,0,0,7,80.95,2,50,0,0,0,0,0.33,0.33,0,0,0,33.33,0.33,0.67,3,2,4
Noriaki Fujimoto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.67,71.43,0.67,0,0,0,0,0,0.67,0,0,0,28.57,37.5,0.33,0.33,3,3,4
Masatoshi Mihara,0,0,100,0.25,0,0,0,0,0,0.25,0,0.5,0,0,10,70,2.5,40,0,0,0,0,0.75,0,0.25,0,50,45.45,0.5,0.5,4,3,3
Milan Tučič,0,0,40,0.5,0,0,0.21,0.07,0,0.43,0,0.21,0.07,0,7.71,67.59,1.71,33.33,0,0.07,0,0,0.5,0,0.07,0,27.66,27.16,0.29,1,14,2,4
Sota Kitano,0,0.16,66.67,1.05,0,0,0.37,0.26,0,0.21,0,0.21,0,0,7.74,61.22,2.26,22.22,0,0,0,0,0.37,0.05,0.05,0,33.33,48.48,0.53,0.32,19,1,4
Akito Suzuki,0,0,0,0.5,0,0,1.5,0.5,0,0,0,0.5,0,0,9.5,63.16,1.5,0,0,0,0,0,1,0,0,0,75,63.64,0.5,0.5,2,1,4
Taishi Semba,0,0,100,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,16,68.75,5,33.33,0,0,0,0,0.5,0,0,0,20,46.67,1,0,2,1,3
Hayato Fukushima,0,0,0,0.25,0,0,0.5,0.75,0,0.5,0,0,0,0,21.25,67.06,1.75,46.15,0,0,0,0,0.75,0,0,0,66.67,66.67,0,0.25,4,1,2
Takahiro Iida,0,0,100,0,0,0,0.83,0.5,0,1,0,0.33,0,0,19.83,76.47,3.83,18.18,0,0,0,0,0.5,0,0,0,33.33,52.63,0.17,0.5,6,2,2
Lincoln,0,0.13,38.46,0.75,0,0,0.25,0.25,0,0,0,0,0,0,13.63,72.48,4.25,100,0,0,0,0,0.5,0.13,0.13,0,50,46.51,0.63,0.38,8,1,4
Naldo,0,0,58.33,0.78,0,0,0.78,0.11,0,0.22,0,0.33,0.11,0,6.67,68.33,1.89,60,0,0,0,0,0.11,0.11,0,0,30.3,35.29,0.67,0.78,9,3,4
Kazuma Nagai,0,0,42.86,0.4,0,0,0.5,0.8,0,0.7,0,0.3,0,0,13.8,60.14,3.5,21.43,0,0,0,0,0.3,0,0,0,21.05,36.84,0.2,0.2,10,2,2
Takeshi Kanamori,0,0.08,29.41,0.46,0,0,0.69,0.08,0,0.42,0,0.38,0,0.04,7.46,66.49,3.15,22.73,0,0,0,0,0.35,0.08,0,0,42.86,43.86,0.5,0.38,26,2,3
Pieros Sotiriou,0.14,0.14,0,0.86,0,0,0.29,0.14,0,0,0,0,0,0,7.57,73.58,1.86,0,0,0,0,0,0.86,0.29,0,0,20,21.43,0.57,1.57,7,2,4
Ryonosuke Kabayama,0,0,33.33,0,0,0,0.43,0,0,0.14,0,0,0.14,0,5.29,86.49,2.57,0,0,0,0,0,0.14,0,0,0,0,38.89,0.29,0.14,7,1,3
Takeru Kishimoto,0,0.1,60,0.5,0,0,0.7,0,0,0.1,0,0.4,0,0.1,8.5,75.29,1.7,42.86,0,0,0,0,0.6,0.1,0,0,45.45,46.15,0.3,0.6,10,2,2
Kohei Okuno,0,0,0,0.25,0,0,1.08,1.08,0,0.63,0,0.17,0,0.04,25.63,77.89,4,29.03,0,0.04,0,0,0.71,0.04,0.08,0.04,46.15,52.94,0.29,0.58,24,1,3
Kyo Sato,0,0,37.5,0.4,0,0,0.7,0.5,0,0.4,0,0.4,0,0,14.5,77.24,4.1,23.53,0,0,0,0,0.4,0.2,0.1,0,8.33,30.23,0.2,0.6,10,1,2
Daigo Araki,0,0.07,12.5,0.53,0,0,0.87,0.13,0,0.6,0,0.33,0.07,0,13.73,67.96,3.07,12.5,0,0,0,0,0.53,0.13,0.2,0,50,40.85,0.53,0.6,15,2,3
Bryan Linssen,0,1.33,50,3.33,0,0,0.33,0,0,0,0,0,0.67,0.33,10.67,53.13,2.67,33.33,0,0,0,0,0.67,0.33,0.33,0,30,23.81,0,2.33,3,3,4
Taichi Fukui,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,50,1,0,0,0,0,0,0,0,0,0,0,50,1,1,1,1,3
Nelson Ishiwatari,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,97.3,1,0,0,0,0,0,4,0,0,0,0,66.67,0,1,1,1,3
Naoki Hayashi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Yoshiki Narahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Hiromu Tanaka,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,80,2,0,0,0,0,0,2,0,0,0,0,100,0,0,1,1,3
Kensuke Fujiwara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,87.5,2,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Kazuki Tanaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,1,1,4
Yuya Oki,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25.5,60.78,0.5,37.5,1.5,0,0,0,1.5,0,0,0,0,0,0,0,2,1,1
Yohei Takeda,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,22,61.36,0.5,26.09,3,0,0,0,1.5,0.5,0,0,0,0,0,0,2,3,1
Ibrahim Junior Kuribara,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1.5,33.33,0.5,0,0,0,0,0,0,0,0,0,100,33.33,0,0.5,2,1,4
Yutaro Hakamata,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,10,70,1,50,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2
Geon-woo Park,0,0,100,0,0,0,0,0,0,0.5,0,0,0,0,2.5,100,0.5,0,0,0,0,0,0,0,0.5,0,0,100,0,0,2,1,2
Ryo Tanada,0,0.25,0,1,0,0,0.25,0,0,0,0,0,0,0,4.75,73.68,1.5,100,0,0,0,0,0.25,0,0,0,40,30,0,0.25,4,1,4
Kaito Yasui,0,0.17,100,0.33,0,0,0.33,0.17,0,0,0,0.33,0,0,10.33,87.1,1.5,33.33,0,0,0,0,0.5,0,0,0,16.67,33.33,0,0.33,6,1,3
Toya Nakamura,0,0,100,0.17,0,0,0.33,0.92,0,1,0,0.08,0,0,17.17,76.7,2.17,35,0,0,0,0,1.25,0.17,0.17,0,82.35,60.47,0.17,0.75,12,1,2
Yuta Goke,0,0.11,100,0.56,0,0,0.28,0.17,0,0.22,0,0,0,0,8.33,74.67,2,54.55,0,0,0,0,0.67,0.17,0.06,0,32.14,48.39,0.78,0.44,18,1,3
Hiroki Fujiharu,0,0.06,66.67,0.28,0,0,0.39,0.5,0,1.5,0,0.17,0,0,20.11,74.31,4.33,40.48,0,0.06,0,0,1.39,0.06,0,0,52.94,56.52,0.5,0.22,18,3,2
